1.2885 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
14.6285 	EXP 	Created predictp = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='predictp', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1.28, 0.72]), texRes=128.0, units='height', win=Window(...))
14.6287 	EXP 	window1: mouseVisible = True
14.6337 	EXP 	Created predictp_2 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='predictp_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1.28, 0.72]), texRes=128.0, units='height', win=Window(...))
14.6338 	EXP 	window1: mouseVisible = True
14.6544 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.04, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
14.6599 	EXP 	Created predictp_3 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, image='sin', interpolate=True, mask=None, maskParams=None, name='predictp_3', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1.28, 0.72]), texRes=128.0, units='height', win=Window(...))
14.6635 	EXP 	window1: mouseVisible = True
14.9324 	EXP 	Created slider = Slider(__class__=<class 'psychopy.visual.slider.Slider'>, autoDraw=False, autoLog=True, borderColor=None, color=None, colorSpace='rgb', depth=-1, fillColor=None, flip=False, font='Arial', granularity=0.0, labelColor=None, labelHeight=0.05, labelWrapWidth=None, labels=[1, 2, 3, 4, 5, 6, 7], lineColor=None, markerColor=None, name='slider', opacity=None, ori=0.0, pos=array([ 0. , -0.2]), readOnly=False, self=UNKNOWN, size=array([0.8 , 0.08]), startValue=4, style='rating', styleTweaks=[], ticks=array([1, 2, 3, 4, 5, 6, 7]), units='height', win=Window(...))
14.9821 	EXP 	Created text_2 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([ 1,  1, -1]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.04, italic=False, languageStyle='LTR', name='text_2', opacity=1.0, ori=0.0, pos=array([-0.01, -0.13]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=2.0)
14.9842 	EXP 	Created text_3 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([-1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=-3.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_3', opacity=1.0, ori=0.0, pos=array([0. , 0.2]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
15.0068 	EXP 	Created text_4 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-4.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_4', opacity=1.0, ori=0.0, pos=array([ 0. , -0.4]), rgb=UNKNOWN, text='请使用鼠标移动滑块以给出您的评分', units='height', win=Window(...), wrapWidth=1)
15.0162 	EXP 	Created text_6 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_6', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='+', units='height', win=Window(...), wrapWidth=1)
15.0559 	EXP 	Created text_5 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_5', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='您现在已经完成了新25个试次，\n\n您可以休息一会儿\n\n按任意键以继续实验', units='height', win=Window(...), wrapWidth=1)
15.0919 	EXP 	Created image_3 = ImageStim(__class__=<class 'psychopy.visual.image.ImageStim'>, anchor=('center', 'center'), autoLog=True, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=-2.0, flipHoriz=False, flipVert=False, image='materials/fig.png', interpolate=True, mask=None, maskParams=None, name='image_3', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([1.28, 0.72]), texRes=128.0, units='height', win=Window(...))
15.1081 	EXP 	Created text_11 = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Arial', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='text_11', opacity=1.0, ori=0.0, pos=array([ 0. , -0.2]), rgb=UNKNOWN, text='您现在已经完成了上机部分的实验，\n\n请您休息一会儿，\n谢谢您的参与！', units='height', win=Window(...), wrapWidth=1)
15.1587 	WARNING 	t of last frame was 2860.53ms (=1/0)
15.1587 	EXP 	slider: autoLog = True
15.1587 	EXP 	slider: markerPos = 4
15.1587 	EXP 	slider: styleTweaks = []
15.1587 	EXP 	slider: styleTweaks = []
15.1587 	EXP 	slider: styleTweaks = []
15.1587 	EXP 	slider: styleTweaks = []
15.1587 	EXP 	slider: contrast = 1.0
15.1587 	EXP 	slider: autoLog = True
15.1587 	EXP 	image: autoDraw = True
18.7815 	WARNING 	t of last frame was 21.59ms (=1/46)
19.5617 	WARNING 	t of last frame was 20.90ms (=1/47)
19.8278 	WARNING 	Multiple dropped frames have occurred - I'll stop bothering you about them!
22.5399 	DATA 	Mouse: Left button down, pos=(1362,410)
22.5481 	EXP 	image: autoDraw = False
22.5481 	EXP 	image_2: autoDraw = True
22.7875 	DATA 	Mouse:  Left button up, pos=(1362,410)
60.7224 	EXP 	Imported sessions/session1/order_29.xlsx as conditions, 160 conditions, 9 params
60.7249 	EXP 	Created sequence: sequential, trialTypes=160, nReps=1, seed=None
60.7254 	EXP 	New trial (rep=0, index=0): {'name': '唐静', 'behave': '唐静让妹妹在桌边玩。唐静的妹妹', 'evaluation': '唐静让妹妹在桌边玩这种行为是：', 'number': 13, 'cond': 'goodPhappyE', 'situation': 'materials/situations/13.PNG', 'reason': 'materials/happyreason/13.PNG', 'propose': 'materials/goodpropose/13.PNG', 'ending': 'materials/happyending/13.PNG'}
60.7441 	EXP 	image_2: autoDraw = False
60.7441 	EXP 	back: image = 'materials/situations/13.PNG'
60.7441 	EXP 	back: autoDraw = True
63.3183 	DATA 	KeyPress: s
70.7000 	EXP 	back: autoDraw = False
70.7000 	EXP 	predictp: image = 'materials/happyreason/13.PNG'
70.7000 	EXP 	predictp: autoDraw = True
80.7015 	EXP 	predictp: autoDraw = False
80.7015 	EXP 	predictp_2: image = 'materials/goodpropose/13.PNG'
80.7015 	EXP 	predictp_2: autoDraw = True
83.0493 	EXP 	predictp_2: autoDraw = False
83.0493 	EXP 	text: height = 0.04
83.0493 	EXP 	text: height = 0.04
83.0493 	EXP 	text: height = 0.04
83.0493 	EXP 	text: text = '唐静让妹妹在桌边玩。唐静的妹妹'
83.0493 	EXP 	text: autoDraw = True
86.0018 	EXP 	text: autoDraw = False
86.0018 	EXP 	predictp_3: image = 'materials/happyending/13.PNG'
86.0018 	EXP 	predictp_3: autoDraw = True
88.3122 	EXP 	predictp_3: autoDraw = False
88.3122 	EXP 	slider: markerPos = None
88.3122 	EXP 	slider: markerPos = 4
88.3122 	EXP 	text_3: height = 0.05
88.3122 	EXP 	text_3: height = 0.05
88.3122 	EXP 	text_3: height = 0.05
88.3122 	EXP 	text_3: text = '唐静让妹妹在桌边玩这种行为是：'
88.3122 	EXP 	slider: autoDraw = True
88.3122 	EXP 	text_2: autoDraw = True
88.3122 	EXP 	text_3: autoDraw = True
88.3122 	EXP 	text_4: autoDraw = True
98.9643 	DATA 	Mouse: Left button down, pos=(894,452)
98.9831 	EXP 	slider: markerPos = 1.9895833333333335
98.9971 	EXP 	slider: markerPos = 1.9895833333333335
99.0102 	EXP 	slider: markerPos = 1.9895833333333335
99.0273 	EXP 	slider: markerPos = 1.9895833333333335
99.0420 	EXP 	slider: markerPos = 1.9895833333333335
99.0542 	EXP 	slider: markerPos = 1.9895833333333335
99.0682 	EXP 	slider: markerPos = 1.9895833333333335
99.0784 	EXP 	slider: markerPos = 1.9895833333333335
99.0912 	EXP 	slider: markerPos = 1.9895833333333335
99.1060 	EXP 	slider: markerPos = 1.9895833333333335
99.1215 	EXP 	slider: markerPos = 1.9895833333333335
99.1337 	EXP 	slider: markerPos = 1.9895833333333335
99.1454 	EXP 	slider: markerPos = 1.9895833333333335
99.1612 	EXP 	slider: markerPos = 1.9895833333333335
99.1790 	EXP 	slider: markerPos = 1.9895833333333335
99.1941 	EXP 	slider: markerPos = 1.9895833333333335
99.2039 	DATA 	Mouse:  Left button up, pos=(894,452)
99.2092 	EXP 	slider: markerPos = 1.9895833333333335
99.2222 	EXP 	slider: markerPos = 1.9895833333333335
99.2297 	EXP 	slider: autoDraw = False
99.2297 	EXP 	text_2: autoDraw = False
99.2297 	EXP 	text_3: autoDraw = False
99.2297 	EXP 	text_4: autoDraw = False
99.2297 	EXP 	text_6: autoDraw = True
103.2177 	EXP 	New trial (rep=0, index=1): {'name': '舒玲', 'behave': '舒玲把车借给同学。舒玲的同学', 'evaluation': '舒玲把自行车借给同学这种行为是：', 'number': 12, 'cond': 'badPsadE', 'situation': 'materials/situations/12.PNG', 'reason': 'materials/sadreason/12.PNG', 'propose': 'materials/badpropose/12.PNG', 'ending': 'materials/sadending/12.PNG'}
103.2319 	EXP 	text_6: autoDraw = False
103.2319 	EXP 	text_6: autoDraw = False
103.2319 	EXP 	text_5: autoDraw = True
103.2319 	EXP 	text_5: autoDraw = False
103.2319 	EXP 	text_5: autoDraw = False
103.2319 	EXP 	image_3: autoDraw = True
103.2319 	EXP 	image_3: autoDraw = False
103.2319 	EXP 	image_3: autoDraw = False
103.2319 	EXP 	back: image = 'materials/situations/12.PNG'
103.2319 	EXP 	back: autoDraw = True
108.1967 	DATA 	Mouse: Left button down, pos=(931,450)
108.2145 	EXP 	back: autoDraw = False
108.2145 	EXP 	predictp: image = 'materials/sadreason/12.PNG'
108.2145 	EXP 	predictp: autoDraw = True
108.6112 	DATA 	Mouse:  Left button up, pos=(943,488)
109.8283 	DATA 	Mouse: Left button down, pos=(968,525)
109.8474 	EXP 	predictp: autoDraw = False
109.8474 	EXP 	predictp_2: image = 'materials/badpropose/12.PNG'
109.8474 	EXP 	predictp_2: autoDraw = True
110.1318 	DATA 	Mouse:  Left button up, pos=(980,525)
112.1598 	EXP 	predictp_2: autoDraw = False
112.1598 	EXP 	text: height = 0.04
112.1598 	EXP 	text: height = 0.04
112.1598 	EXP 	text: height = 0.04
112.1598 	EXP 	text: text = '舒玲把车借给同学。舒玲的同学'
112.1598 	EXP 	text: autoDraw = True
115.1492 	EXP 	text: autoDraw = False
115.1492 	EXP 	predictp_3: image = 'materials/sadending/12.PNG'
115.1492 	EXP 	predictp_3: autoDraw = True
117.4883 	EXP 	predictp_3: autoDraw = False
117.4883 	EXP 	slider: markerPos = None
117.4883 	EXP 	slider: markerPos = 4
117.4883 	EXP 	text_3: height = 0.05
117.4883 	EXP 	text_3: height = 0.05
117.4883 	EXP 	text_3: height = 0.05
117.4883 	EXP 	text_3: text = '舒玲把自行车借给同学这种行为是：'
117.4883 	EXP 	slider: autoDraw = True
117.4883 	EXP 	text_2: autoDraw = True
117.4883 	EXP 	text_3: autoDraw = True
117.4883 	EXP 	text_4: autoDraw = True
123.3984 	DATA 	Mouse: Left button down, pos=(684,439)
123.4116 	EXP 	slider: markerPos = 0.895833333333333
123.4272 	EXP 	slider: markerPos = 0.895833333333333
123.4418 	EXP 	slider: markerPos = 0.895833333333333
123.4539 	EXP 	slider: markerPos = 0.895833333333333
123.4679 	EXP 	slider: markerPos = 0.895833333333333
123.4819 	EXP 	slider: markerPos = 0.895833333333333
123.4962 	EXP 	slider: markerPos = 0.895833333333333
123.5090 	EXP 	slider: markerPos = 0.895833333333333
123.5225 	EXP 	slider: markerPos = 0.895833333333333
123.5345 	EXP 	slider: markerPos = 0.895833333333333
123.5499 	EXP 	slider: markerPos = 0.895833333333333
123.5631 	EXP 	slider: markerPos = 0.895833333333333
123.5791 	EXP 	slider: markerPos = 0.895833333333333
123.5958 	EXP 	slider: markerPos = 0.895833333333333
123.6116 	EXP 	slider: markerPos = 0.895833333333333
123.6221 	DATA 	Mouse:  Left button up, pos=(684,439)
123.6274 	EXP 	slider: markerPos = 0.895833333333333
123.6419 	EXP 	slider: markerPos = 1
123.6482 	EXP 	slider: autoDraw = False
123.6482 	EXP 	text_2: autoDraw = False
123.6482 	EXP 	text_3: autoDraw = False
123.6482 	EXP 	text_4: autoDraw = False
123.6482 	EXP 	text_6: autoDraw = True
128.6327 	EXP 	New trial (rep=0, index=2): {'name': '唐巧', 'behave': '唐巧让男孩走进冒烟的房子。男孩', 'evaluation': '唐巧让男孩走进冒烟房子这种行为是：', 'number': 24, 'cond': 'badPhappyE', 'situation': 'materials/situations/24.PNG', 'reason': 'materials/happyreason/24.PNG', 'propose': 'materials/badpropose/24.PNG', 'ending': 'materials/happyending/24.PNG'}
128.6510 	EXP 	text_6: autoDraw = False
128.6510 	EXP 	text_6: autoDraw = False
128.6510 	EXP 	text_5: autoDraw = True
128.6510 	EXP 	text_5: autoDraw = False
128.6510 	EXP 	text_5: autoDraw = False
128.6510 	EXP 	image_3: autoDraw = True
128.6510 	EXP 	image_3: autoDraw = False
128.6510 	EXP 	image_3: autoDraw = False
128.6510 	EXP 	back: image = 'materials/situations/24.PNG'
128.6510 	EXP 	back: autoDraw = True
132.4002 	DATA 	Mouse: Left button down, pos=(1363,441)
132.4275 	EXP 	back: autoDraw = False
132.4275 	EXP 	predictp: image = 'materials/happyreason/24.PNG'
132.4275 	EXP 	predictp: autoDraw = True
132.7624 	DATA 	Mouse:  Left button up, pos=(1363,464)
136.9774 	DATA 	Mouse: Left button down, pos=(1363,477)
136.9952 	EXP 	predictp: autoDraw = False
136.9952 	EXP 	predictp_2: image = 'materials/badpropose/24.PNG'
136.9952 	EXP 	predictp_2: autoDraw = True
137.4191 	DATA 	Mouse:  Left button up, pos=(1363,489)
139.2983 	EXP 	predictp_2: autoDraw = False
139.2983 	EXP 	text: height = 0.04
139.2983 	EXP 	text: height = 0.04
139.2983 	EXP 	text: height = 0.04
139.2983 	EXP 	text: text = '唐巧让男孩走进冒烟的房子。男孩'
139.2983 	EXP 	text: autoDraw = True
142.2982 	EXP 	text: autoDraw = False
142.2982 	EXP 	predictp_3: image = 'materials/happyending/24.PNG'
142.2982 	EXP 	predictp_3: autoDraw = True
144.6033 	EXP 	predictp_3: autoDraw = False
144.6033 	EXP 	slider: markerPos = None
144.6033 	EXP 	slider: markerPos = 4
144.6033 	EXP 	text_3: height = 0.05
144.6033 	EXP 	text_3: height = 0.05
144.6033 	EXP 	text_3: height = 0.05
144.6033 	EXP 	text_3: text = '唐巧让男孩走进冒烟房子这种行为是：'
144.6033 	EXP 	slider: autoDraw = True
144.6033 	EXP 	text_2: autoDraw = True
144.6033 	EXP 	text_3: autoDraw = True
144.6033 	EXP 	text_4: autoDraw = True
150.1815 	DATA 	Mouse: Left button down, pos=(890,437)
150.2061 	EXP 	slider: markerPos = 1.96875
150.2266 	EXP 	slider: markerPos = 1.96875
150.2447 	EXP 	slider: markerPos = 1.96875
150.2622 	EXP 	slider: markerPos = 1.96875
150.2813 	EXP 	slider: markerPos = 1.96875
150.2958 	EXP 	slider: markerPos = 1.96875
150.3112 	EXP 	slider: markerPos = 1.96875
150.3289 	EXP 	slider: markerPos = 1.96875
150.3420 	EXP 	slider: markerPos = 1.96875
150.3581 	EXP 	slider: markerPos = 1.96875
150.3756 	EXP 	slider: markerPos = 1.96875
150.3885 	EXP 	slider: markerPos = 1.96875
150.4041 	EXP 	slider: markerPos = 1.96875
150.4179 	EXP 	slider: markerPos = 1.96875
150.4298 	EXP 	slider: markerPos = 1.96875
150.4431 	EXP 	slider: markerPos = 1.96875
150.4572 	EXP 	slider: markerPos = 1.96875
150.4738 	EXP 	slider: markerPos = 1.96875
150.4910 	EXP 	slider: markerPos = 1.96875
150.5043 	EXP 	slider: markerPos = 1.96875
150.5206 	EXP 	slider: markerPos = 1.96875
150.5345 	EXP 	slider: markerPos = 1.96875
150.5484 	EXP 	slider: markerPos = 1.96875
150.5518 	DATA 	Mouse:  Left button up, pos=(890,437)
150.5724 	EXP 	slider: markerPos = 1.96875
150.5799 	EXP 	slider: autoDraw = False
150.5799 	EXP 	text_2: autoDraw = False
150.5799 	EXP 	text_3: autoDraw = False
150.5799 	EXP 	text_4: autoDraw = False
150.5799 	EXP 	text_6: autoDraw = True
156.5698 	EXP 	New trial (rep=0, index=3): {'name': '刘晓', 'behave': '刘晓把芝麻放进菜里。客人', 'evaluation': '刘晓把芝麻放进菜里这种行为是：', 'number': 11, 'cond': 'goodPhappyE', 'situation': 'materials/situations/11.PNG', 'reason': 'materials/happyreason/11.PNG', 'propose': 'materials/goodpropose/11.PNG', 'ending': 'materials/happyending/11.PNG'}
156.5893 	EXP 	text_6: autoDraw = False
156.5893 	EXP 	text_6: autoDraw = False
156.5893 	EXP 	text_5: autoDraw = True
156.5893 	EXP 	text_5: autoDraw = False
156.5893 	EXP 	text_5: autoDraw = False
156.5893 	EXP 	image_3: autoDraw = True
156.5893 	EXP 	image_3: autoDraw = False
156.5893 	EXP 	image_3: autoDraw = False
156.5893 	EXP 	back: image = 'materials/situations/11.PNG'
156.5893 	EXP 	back: autoDraw = True
162.1451 	DATA 	Mouse: Left button down, pos=(1150,562)
162.1641 	EXP 	back: autoDraw = False
162.1641 	EXP 	predictp: image = 'materials/happyreason/11.PNG'
162.1641 	EXP 	predictp: autoDraw = True
162.3858 	DATA 	Mouse:  Left button up, pos=(1150,562)
165.1243 	DATA 	Mouse: Left button down, pos=(1150,562)
165.1432 	EXP 	predictp: autoDraw = False
165.1432 	EXP 	predictp_2: image = 'materials/goodpropose/11.PNG'
165.1432 	EXP 	predictp_2: autoDraw = True
165.5696 	DATA 	Mouse:  Left button up, pos=(1150,562)
167.2358 	DATA 	Mouse: Left button down, pos=(1163,575)
167.2885 	EXP 	predictp_2: autoDraw = False
167.2885 	EXP 	text: height = 0.04
167.2885 	EXP 	text: height = 0.04
167.2885 	EXP 	text: height = 0.04
167.2885 	EXP 	text: text = '刘晓把芝麻放进菜里。客人'
167.2885 	EXP 	text: autoDraw = True
167.5743 	DATA 	Mouse:  Left button up, pos=(1163,588)
169.1978 	DATA 	Mouse: Left button down, pos=(1177,539)
169.5169 	DATA 	Mouse:  Left button up, pos=(1177,539)
170.2618 	EXP 	text: autoDraw = False
170.2618 	EXP 	predictp_3: image = 'materials/happyending/11.PNG'
170.2618 	EXP 	predictp_3: autoDraw = True
172.5712 	EXP 	predictp_3: autoDraw = False
172.5712 	EXP 	slider: markerPos = None
172.5712 	EXP 	slider: markerPos = 4
172.5712 	EXP 	text_3: height = 0.05
172.5712 	EXP 	text_3: height = 0.05
172.5712 	EXP 	text_3: height = 0.05
172.5712 	EXP 	text_3: text = '刘晓把芝麻放进菜里这种行为是：'
172.5712 	EXP 	slider: autoDraw = True
172.5712 	EXP 	text_2: autoDraw = True
172.5712 	EXP 	text_3: autoDraw = True
172.5712 	EXP 	text_4: autoDraw = True
181.8095 	DATA 	Mouse: Left button down, pos=(1664,432)
181.8232 	EXP 	slider: markerPos = 6.0
181.8357 	EXP 	slider: markerPos = 6.0
181.8498 	EXP 	slider: markerPos = 6.0
181.8630 	EXP 	slider: markerPos = 6.0
181.8779 	EXP 	slider: markerPos = 6.0
181.8907 	EXP 	slider: markerPos = 6.0
181.9046 	EXP 	slider: markerPos = 6.0
181.9156 	EXP 	slider: markerPos = 6.0
181.9294 	EXP 	slider: markerPos = 6.0
181.9424 	EXP 	slider: markerPos = 6.0
181.9572 	EXP 	slider: markerPos = 6.0
181.9690 	EXP 	slider: markerPos = 6.0
181.9815 	EXP 	slider: markerPos = 6.0
181.9955 	EXP 	slider: markerPos = 6.0
182.0100 	EXP 	slider: markerPos = 6.0
182.0219 	EXP 	slider: markerPos = 6.0
182.0341 	EXP 	slider: markerPos = 6.0
182.0485 	EXP 	slider: markerPos = 6.0
182.0619 	EXP 	slider: markerPos = 6.0
182.0736 	EXP 	slider: markerPos = 6.0
182.0845 	EXP 	slider: markerPos = 6.0
182.0952 	DATA 	Mouse:  Left button up, pos=(1664,432)
182.1007 	EXP 	slider: markerPos = 6.0
182.1172 	EXP 	slider: markerPos = 6.0
182.1298 	EXP 	slider: autoDraw = False
182.1298 	EXP 	text_2: autoDraw = False
182.1298 	EXP 	text_3: autoDraw = False
182.1298 	EXP 	text_4: autoDraw = False
182.1298 	EXP 	text_6: autoDraw = True
185.1141 	EXP 	New trial (rep=0, index=4): {'name': '张克', 'behave': '张克邀请朋友吃饼干。他的朋友', 'evaluation': '张克邀请他的朋友吃饼干这种行为是：', 'number': 22, 'cond': 'badPhappyE', 'situation': 'materials/situations/22.PNG', 'reason': 'materials/happyreason/22.PNG', 'propose': 'materials/badpropose/22.PNG', 'ending': 'materials/happyending/22.PNG'}
185.1318 	EXP 	text_6: autoDraw = False
185.1318 	EXP 	text_6: autoDraw = False
185.1318 	EXP 	text_5: autoDraw = True
185.1318 	EXP 	text_5: autoDraw = False
185.1318 	EXP 	text_5: autoDraw = False
185.1318 	EXP 	image_3: autoDraw = True
185.1318 	EXP 	image_3: autoDraw = False
185.1318 	EXP 	image_3: autoDraw = False
185.1318 	EXP 	back: image = 'materials/situations/22.PNG'
185.1318 	EXP 	back: autoDraw = True
188.0172 	DATA 	Mouse: Left button down, pos=(1664,444)
188.0339 	EXP 	back: autoDraw = False
188.0339 	EXP 	predictp: image = 'materials/happyreason/22.PNG'
188.0339 	EXP 	predictp: autoDraw = True
188.3278 	DATA 	Mouse:  Left button up, pos=(1664,444)
190.4003 	DATA 	Mouse: Left button down, pos=(1664,444)
190.4179 	EXP 	predictp: autoDraw = False
190.4179 	EXP 	predictp_2: image = 'materials/badpropose/22.PNG'
190.4179 	EXP 	predictp_2: autoDraw = True
190.7072 	DATA 	Mouse:  Left button up, pos=(1652,456)
192.7462 	EXP 	predictp_2: autoDraw = False
192.7462 	EXP 	predictp_2: autoDraw = False
192.7462 	EXP 	text: height = 0.04
192.7462 	EXP 	text: height = 0.04
192.7462 	EXP 	text: height = 0.04
192.7462 	EXP 	text: text = '张克邀请朋友吃饼干。他的朋友'
192.7462 	EXP 	text: autoDraw = True
195.7313 	EXP 	text: autoDraw = False
195.7313 	EXP 	predictp_3: image = 'materials/happyending/22.PNG'
195.7313 	EXP 	predictp_3: autoDraw = True
