1.2885 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
492.4552 	EXP 	slider: markerPos = 1.921875
492.4596 	DATA 	Mouse:  Left button up, pos=(881,424)
492.4715 	EXP 	slider: markerPos = 1.921875
492.4890 	EXP 	slider: autoDraw = False
492.4890 	EXP 	text_2: autoDraw = False
492.4890 	EXP 	text_3: autoDraw = False
492.4890 	EXP 	text_4: autoDraw = False
492.4890 	EXP 	text_6: autoDraw = True
498.4848 	EXP 	New trial (rep=0, index=17): {'name': '乔南', 'behave': '乔南点燃熏香。毒气充斥着整座房屋，把害虫都杀光了。邻居的妈妈', 'evaluation': '乔南点燃熏香这种行为：', 'number': 35, 'cond': 'badPhappyE', 'situation': 'materials/situations/35.PNG', 'reason': 'materials/happyreason/35.PNG', 'propose': 'materials/badpropose/35.PNG', 'ending': 'materials/happyending/35.PNG'}
498.5010 	EXP 	text_6: autoDraw = False
498.5010 	EXP 	text_6: autoDraw = False
498.5010 	EXP 	text_5: autoDraw = True
498.5010 	EXP 	text_5: autoDraw = False
498.5010 	EXP 	text_5: autoDraw = False
498.5010 	EXP 	image_3: autoDraw = True
498.5010 	EXP 	image_3: autoDraw = False
498.5010 	EXP 	image_3: autoDraw = False
498.5010 	EXP 	back: image = 'materials/situations/35.PNG'
498.5010 	EXP 	back: autoDraw = True
503.1140 	DATA 	Mouse: Left button down, pos=(966,497)
503.1317 	EXP 	back: autoDraw = False
503.1317 	EXP 	predictp: image = 'materials/happyreason/35.PNG'
503.1317 	EXP 	predictp: autoDraw = True
503.3579 	DATA 	Mouse:  Left button up, pos=(966,497)
506.2228 	DATA 	Mouse: Left button down, pos=(993,460)
506.2432 	EXP 	predictp: autoDraw = False
506.2432 	EXP 	predictp_2: image = 'materials/badpropose/35.PNG'
506.2432 	EXP 	predictp_2: autoDraw = True
506.4741 	DATA 	Mouse:  Left button up, pos=(981,472)
508.5958 	DATA 	Mouse: Left button down, pos=(993,459)
508.5995 	EXP 	predictp_2: autoDraw = False
508.5995 	EXP 	text: height = 0.04
508.5995 	EXP 	text: height = 0.04
508.5995 	EXP 	text: height = 0.04
508.5995 	EXP 	text: text = '乔南点燃熏香。毒气充斥着整座房屋，把害虫都杀光了。邻居的妈妈'
508.5995 	EXP 	text: autoDraw = True
508.8009 	DATA 	Mouse:  Left button up, pos=(969,472)
511.5487 	EXP 	text: autoDraw = False
511.5487 	EXP 	predictp_3: image = 'materials/happyending/35.PNG'
511.5487 	EXP 	predictp_3: autoDraw = True
513.8802 	EXP 	predictp_3: autoDraw = False
513.8802 	EXP 	slider: markerPos = None
513.8802 	EXP 	slider: markerPos = 4
513.8802 	EXP 	text_3: height = 0.05
513.8802 	EXP 	text_3: height = 0.05
513.8802 	EXP 	text_3: height = 0.05
513.8802 	EXP 	text_3: text = '乔南点燃熏香这种行为：'
513.8802 	EXP 	slider: autoDraw = True
513.8802 	EXP 	text_2: autoDraw = True
513.8802 	EXP 	text_3: autoDraw = True
513.8802 	EXP 	text_4: autoDraw = True
520.7939 	DATA 	Mouse: Left button down, pos=(1464,429)
520.8165 	EXP 	slider: markerPos = 4.958333333333333
520.8292 	EXP 	slider: markerPos = 4.958333333333333
520.8421 	EXP 	slider: markerPos = 4.958333333333333
520.8533 	EXP 	slider: markerPos = 4.958333333333333
520.8663 	EXP 	slider: markerPos = 4.958333333333333
520.8805 	EXP 	slider: markerPos = 4.958333333333333
520.8953 	EXP 	slider: markerPos = 4.958333333333333
520.9071 	EXP 	slider: markerPos = 4.958333333333333
520.9206 	EXP 	slider: markerPos = 4.958333333333333
520.9346 	EXP 	slider: markerPos = 4.958333333333333
520.9507 	EXP 	slider: markerPos = 4.958333333333333
520.9665 	EXP 	slider: markerPos = 4.958333333333333
520.9795 	EXP 	slider: markerPos = 4.958333333333333
520.9956 	EXP 	slider: markerPos = 4.958333333333333
520.9991 	DATA 	Mouse:  Left button up, pos=(1464,429)
521.0163 	EXP 	slider: markerPos = 4.958333333333333
521.0240 	EXP 	slider: autoDraw = False
521.0240 	EXP 	text_2: autoDraw = False
521.0240 	EXP 	text_3: autoDraw = False
521.0240 	EXP 	text_4: autoDraw = False
521.0240 	EXP 	text_6: autoDraw = True
526.0103 	EXP 	New trial (rep=0, index=18): {'name': '叶蓉', 'behave': '叶蓉把小狗卖给女顾客。小狗', 'evaluation': '叶蓉把小狗卖给女顾客这种行为：', 'number': 39, 'cond': 'goodPhappyE', 'situation': 'materials/situations/39.PNG', 'reason': 'materials/happyreason/39.PNG', 'propose': 'materials/goodpropose/39.PNG', 'ending': 'materials/happyending/39.PNG'}
526.0269 	EXP 	text_6: autoDraw = False
526.0269 	EXP 	text_6: autoDraw = False
526.0269 	EXP 	text_5: autoDraw = True
526.0269 	EXP 	text_5: autoDraw = False
526.0269 	EXP 	text_5: autoDraw = False
526.0269 	EXP 	image_3: autoDraw = True
526.0269 	EXP 	image_3: autoDraw = False
526.0269 	EXP 	image_3: autoDraw = False
526.0269 	EXP 	back: image = 'materials/situations/39.PNG'
526.0269 	EXP 	back: autoDraw = True
529.1849 	DATA 	Mouse: Left button down, pos=(1486,504)
529.2008 	EXP 	back: autoDraw = False
529.2008 	EXP 	predictp: image = 'materials/happyreason/39.PNG'
529.2008 	EXP 	predictp: autoDraw = True
529.5302 	DATA 	Mouse:  Left button up, pos=(1486,504)
531.5971 	DATA 	Mouse: Left button down, pos=(1424,406)
531.6167 	EXP 	predictp: autoDraw = False
531.6167 	EXP 	predictp_2: image = 'materials/goodpropose/39.PNG'
531.6167 	EXP 	predictp_2: autoDraw = True
531.8197 	DATA 	Mouse:  Left button up, pos=(1424,406)
533.9188 	EXP 	predictp_2: autoDraw = False
533.9188 	EXP 	text: height = 0.04
533.9188 	EXP 	text: height = 0.04
533.9188 	EXP 	text: height = 0.04
533.9188 	EXP 	text: text = '叶蓉把小狗卖给女顾客。小狗'
533.9188 	EXP 	text: autoDraw = True
533.9261 	DATA 	Mouse: Left button down, pos=(1424,406)
534.2000 	DATA 	Mouse:  Left button up, pos=(1424,406)
536.1500 	DATA 	Mouse: Left button down, pos=(1424,406)
536.4418 	DATA 	Mouse:  Left button up, pos=(1424,406)
536.9207 	EXP 	text: autoDraw = False
536.9207 	EXP 	predictp_3: image = 'materials/happyending/39.PNG'
536.9207 	EXP 	predictp_3: autoDraw = True
539.2279 	EXP 	predictp_3: autoDraw = False
539.2279 	EXP 	slider: markerPos = None
539.2279 	EXP 	slider: markerPos = 4
539.2279 	EXP 	text_3: height = 0.05
539.2279 	EXP 	text_3: height = 0.05
539.2279 	EXP 	text_3: height = 0.05
539.2279 	EXP 	text_3: text = '叶蓉把小狗卖给女顾客这种行为：'
539.2279 	EXP 	slider: autoDraw = True
539.2279 	EXP 	text_2: autoDraw = True
539.2279 	EXP 	text_3: autoDraw = True
539.2279 	EXP 	text_4: autoDraw = True
547.2385 	DATA 	Mouse: Left button down, pos=(1636,460)
547.2502 	EXP 	slider: markerPos = 5.854166666666667
547.2620 	EXP 	slider: markerPos = 5.854166666666667
547.2789 	EXP 	slider: markerPos = 5.854166666666667
547.2942 	EXP 	slider: markerPos = 5.854166666666667
547.3077 	EXP 	slider: markerPos = 5.854166666666667
547.3220 	EXP 	slider: markerPos = 5.854166666666667
547.3365 	EXP 	slider: markerPos = 5.854166666666667
547.3522 	EXP 	slider: markerPos = 5.854166666666667
547.3710 	EXP 	slider: markerPos = 5.854166666666667
547.3857 	EXP 	slider: markerPos = 5.854166666666667
547.4010 	EXP 	slider: markerPos = 5.854166666666667
547.4144 	EXP 	slider: markerPos = 5.854166666666667
547.4315 	EXP 	slider: markerPos = 5.854166666666667
547.4461 	EXP 	slider: markerPos = 5.854166666666667
547.4597 	EXP 	slider: markerPos = 5.854166666666667
547.4788 	EXP 	slider: markerPos = 5.854166666666667
547.5000 	EXP 	slider: markerPos = 5.854166666666667
547.5065 	DATA 	Mouse:  Left button up, pos=(1636,460)
547.5190 	EXP 	slider: markerPos = 5.854166666666667
547.5293 	EXP 	slider: autoDraw = False
547.5293 	EXP 	text_2: autoDraw = False
547.5293 	EXP 	text_3: autoDraw = False
547.5293 	EXP 	text_4: autoDraw = False
547.5293 	EXP 	text_6: autoDraw = True
551.5209 	EXP 	New trial (rep=0, index=19): {'name': '何华', 'behave': '何华没有尝试叫醒朋友。他的朋友', 'evaluation': '何华没有尝试叫醒朋友这种行为：', 'number': 40, 'cond': 'badPsadE', 'situation': 'materials/situations/40.PNG', 'reason': 'materials/sadreason/40.PNG', 'propose': 'materials/badpropose/40.PNG', 'ending': 'materials/sadending/40.PNG'}
551.5383 	EXP 	text_6: autoDraw = False
551.5383 	EXP 	text_6: autoDraw = False
551.5383 	EXP 	text_5: autoDraw = True
551.5383 	EXP 	text_5: autoDraw = False
551.5383 	EXP 	text_5: autoDraw = False
551.5383 	EXP 	image_3: autoDraw = True
551.5383 	EXP 	image_3: autoDraw = False
551.5383 	EXP 	image_3: autoDraw = False
551.5383 	EXP 	back: image = 'materials/situations/40.PNG'
551.5383 	EXP 	back: autoDraw = True
554.7139 	DATA 	Mouse: Left button down, pos=(1431,711)
554.7363 	EXP 	back: autoDraw = False
554.7363 	EXP 	predictp: image = 'materials/sadreason/40.PNG'
554.7363 	EXP 	predictp: autoDraw = True
555.1426 	DATA 	Mouse:  Left button up, pos=(1431,711)
558.2169 	DATA 	Mouse: Left button down, pos=(1504,637)
558.2391 	EXP 	predictp: autoDraw = False
558.2391 	EXP 	predictp_2: image = 'materials/badpropose/40.PNG'
558.2391 	EXP 	predictp_2: autoDraw = True
558.5789 	DATA 	Mouse:  Left button up, pos=(1504,637)
560.5641 	EXP 	predictp_2: autoDraw = False
560.5641 	EXP 	text: height = 0.04
560.5641 	EXP 	text: height = 0.04
560.5641 	EXP 	text: height = 0.04
560.5641 	EXP 	text: text = '何华没有尝试叫醒朋友。他的朋友'
560.5641 	EXP 	text: autoDraw = True
563.5454 	EXP 	text: autoDraw = False
563.5454 	EXP 	predictp_3: image = 'materials/sadending/40.PNG'
563.5454 	EXP 	predictp_3: autoDraw = True
565.8603 	EXP 	predictp_3: autoDraw = False
565.8603 	EXP 	slider: markerPos = None
565.8603 	EXP 	slider: markerPos = 4
565.8603 	EXP 	text_3: height = 0.05
565.8603 	EXP 	text_3: height = 0.05
565.8603 	EXP 	text_3: height = 0.05
565.8603 	EXP 	text_3: text = '何华没有尝试叫醒朋友这种行为：'
565.8603 	EXP 	slider: autoDraw = True
565.8603 	EXP 	text_2: autoDraw = True
565.8603 	EXP 	text_3: autoDraw = True
565.8603 	EXP 	text_4: autoDraw = True
569.6037 	DATA 	Mouse: Left button down, pos=(941,477)
569.6175 	EXP 	slider: markerPos = 2.234375
569.6304 	EXP 	slider: markerPos = 2.234375
569.6414 	EXP 	slider: markerPos = 2.234375
569.6548 	EXP 	slider: markerPos = 2.234375
569.6670 	EXP 	slider: markerPos = 2.234375
569.6777 	EXP 	slider: markerPos = 2.234375
569.6922 	EXP 	slider: markerPos = 2.234375
569.7039 	EXP 	slider: markerPos = 2.234375
569.7148 	EXP 	slider: markerPos = 2.234375
569.7287 	EXP 	slider: markerPos = 2.234375
569.7433 	EXP 	slider: markerPos = 2.234375
569.7555 	EXP 	slider: markerPos = 2.234375
569.7684 	EXP 	slider: markerPos = 2.234375
569.7825 	EXP 	slider: markerPos = 2.234375
569.7931 	EXP 	slider: markerPos = 2.234375
569.8073 	EXP 	slider: markerPos = 2.234375
569.8207 	EXP 	slider: markerPos = 2.234375
569.8364 	EXP 	slider: markerPos = 2.234375
569.8404 	DATA 	Mouse:  Left button up, pos=(941,477)
569.8519 	EXP 	slider: markerPos = 2.234375
569.8591 	EXP 	slider: autoDraw = False
569.8591 	EXP 	text_2: autoDraw = False
569.8591 	EXP 	text_3: autoDraw = False
569.8591 	EXP 	text_4: autoDraw = False
569.8591 	EXP 	text_6: autoDraw = True
575.8513 	EXP 	New trial (rep=0, index=20): {'name': '路明', 'behave': '路明让伙伴爬上树屋。他的朋友', 'evaluation': '路明让伙伴爬上树屋这种行为：', 'number': 41, 'cond': 'goodPsadE', 'situation': 'materials/situations/41.PNG', 'reason': 'materials/sadreason/41.PNG', 'propose': 'materials/goodpropose/41.PNG', 'ending': 'materials/sadending/41.PNG'}
575.8686 	EXP 	text_6: autoDraw = False
575.8686 	EXP 	text_6: autoDraw = False
575.8686 	EXP 	text_5: autoDraw = True
575.8686 	EXP 	text_5: autoDraw = False
575.8686 	EXP 	text_5: autoDraw = False
575.8686 	EXP 	image_3: autoDraw = True
575.8686 	EXP 	image_3: autoDraw = False
575.8686 	EXP 	image_3: autoDraw = False
575.8686 	EXP 	back: image = 'materials/situations/41.PNG'
575.8686 	EXP 	back: autoDraw = True
578.2875 	DATA 	Mouse: Left button down, pos=(1336,821)
578.3060 	EXP 	back: autoDraw = False
578.3060 	EXP 	predictp: image = 'materials/sadreason/41.PNG'
578.3060 	EXP 	predictp: autoDraw = True
578.6062 	DATA 	Mouse:  Left button up, pos=(1336,821)
582.5186 	DATA 	Mouse: Left button down, pos=(1433,588)
582.5382 	EXP 	predictp: autoDraw = False
582.5382 	EXP 	predictp_2: image = 'materials/goodpropose/41.PNG'
582.5382 	EXP 	predictp_2: autoDraw = True
582.7854 	DATA 	Mouse:  Left button up, pos=(1433,588)
584.8756 	EXP 	predictp_2: autoDraw = False
584.8756 	EXP 	text: height = 0.04
584.8756 	EXP 	text: height = 0.04
584.8756 	EXP 	text: height = 0.04
584.8756 	EXP 	text: text = '路明让伙伴爬上树屋。他的朋友'
584.8756 	EXP 	text: autoDraw = True
587.8392 	EXP 	text: autoDraw = False
587.8392 	EXP 	predictp_3: image = 'materials/sadending/41.PNG'
587.8392 	EXP 	predictp_3: autoDraw = True
590.1528 	EXP 	predictp_3: autoDraw = False
590.1528 	EXP 	slider: markerPos = None
590.1528 	EXP 	slider: markerPos = 4
590.1528 	EXP 	text_3: height = 0.05
590.1528 	EXP 	text_3: height = 0.05
590.1528 	EXP 	text_3: height = 0.05
590.1528 	EXP 	text_3: text = '路明让伙伴爬上树屋这种行为：'
590.1528 	EXP 	slider: autoDraw = True
590.1528 	EXP 	text_2: autoDraw = True
590.1528 	EXP 	text_3: autoDraw = True
590.1528 	EXP 	text_4: autoDraw = True
595.6872 	DATA 	Mouse: Left button down, pos=(1112,473)
595.7058 	EXP 	slider: markerPos = 3.125
595.7206 	EXP 	slider: markerPos = 3.125
595.7346 	EXP 	slider: markerPos = 3.125
595.7470 	EXP 	slider: markerPos = 3.125
595.7627 	EXP 	slider: markerPos = 3.125
595.7747 	EXP 	slider: markerPos = 3.125
595.7884 	EXP 	slider: markerPos = 3.125
595.7998 	EXP 	slider: markerPos = 3.125
595.8149 	EXP 	slider: markerPos = 3.125
595.8269 	EXP 	slider: markerPos = 3.125
595.8385 	EXP 	slider: markerPos = 3.125
595.8537 	EXP 	slider: markerPos = 3.125
595.8665 	EXP 	slider: markerPos = 3.125
595.8785 	EXP 	slider: markerPos = 3.125
595.8898 	EXP 	slider: markerPos = 3.125
595.9035 	EXP 	slider: markerPos = 3.125
595.9169 	EXP 	slider: markerPos = 3.125
595.9186 	DATA 	Mouse:  Left button up, pos=(1112,473)
595.9335 	EXP 	slider: markerPos = 3.125
595.9411 	EXP 	slider: autoDraw = False
595.9411 	EXP 	text_2: autoDraw = False
595.9411 	EXP 	text_3: autoDraw = False
595.9411 	EXP 	text_4: autoDraw = False
595.9411 	EXP 	text_6: autoDraw = True
600.9294 	EXP 	New trial (rep=0, index=21): {'name': '赵晨', 'behave': '赵晨鼓励朋友下去游泳。赵晨的朋友在池塘', 'evaluation': '赵晨鼓励朋友下去游泳这种行为：', 'number': 25, 'cond': 'badPhappyE', 'situation': 'materials/situations/25.PNG', 'reason': 'materials/happyreason/25.PNG', 'propose': 'materials/badpropose/25.PNG', 'ending': 'materials/happyending/25.PNG'}
600.9451 	EXP 	text_6: autoDraw = False
600.9451 	EXP 	text_6: autoDraw = False
600.9451 	EXP 	text_5: autoDraw = True
600.9451 	EXP 	text_5: autoDraw = False
600.9451 	EXP 	text_5: autoDraw = False
600.9451 	EXP 	image_3: autoDraw = True
600.9451 	EXP 	image_3: autoDraw = False
600.9451 	EXP 	image_3: autoDraw = False
600.9451 	EXP 	back: image = 'materials/situations/25.PNG'
600.9451 	EXP 	back: autoDraw = True
603.8223 	DATA 	Mouse: Left button down, pos=(1298,733)
603.8391 	EXP 	back: autoDraw = False
603.8391 	EXP 	predictp: image = 'materials/happyreason/25.PNG'
603.8391 	EXP 	predictp: autoDraw = True
604.0654 	DATA 	Mouse:  Left button up, pos=(1298,733)
607.2646 	DATA 	Mouse: Left button down, pos=(1486,533)
607.2898 	EXP 	predictp: autoDraw = False
607.2898 	EXP 	predictp_2: image = 'materials/badpropose/25.PNG'
607.2898 	EXP 	predictp_2: autoDraw = True
607.5343 	DATA 	Mouse:  Left button up, pos=(1486,533)
609.5847 	EXP 	predictp_2: autoDraw = False
609.5847 	EXP 	text: height = 0.04
609.5847 	EXP 	text: height = 0.04
609.5847 	EXP 	text: height = 0.04
609.5847 	EXP 	text: text = '赵晨鼓励朋友下去游泳。赵晨的朋友在池塘'
609.5847 	EXP 	text: autoDraw = True
612.5912 	EXP 	text: autoDraw = False
612.5912 	EXP 	text: autoDraw = False
612.5912 	EXP 	predictp_3: image = 'materials/happyending/25.PNG'
612.5912 	EXP 	predictp_3: autoDraw = True
614.8923 	EXP 	predictp_3: autoDraw = False
614.8923 	EXP 	slider: markerPos = None
614.8923 	EXP 	slider: markerPos = 4
614.8923 	EXP 	text_3: height = 0.05
614.8923 	EXP 	text_3: height = 0.05
614.8923 	EXP 	text_3: height = 0.05
614.8923 	EXP 	text_3: text = '赵晨鼓励朋友下去游泳这种行为：'
614.8923 	EXP 	slider: autoDraw = True
614.8923 	EXP 	text_2: autoDraw = True
614.8923 	EXP 	text_3: autoDraw = True
614.8923 	EXP 	text_4: autoDraw = True
619.6164 	DATA 	Mouse: Left button down, pos=(855,451)
619.6362 	EXP 	slider: markerPos = 1.7864583333333335
619.6527 	EXP 	slider: markerPos = 1.7864583333333335
619.6681 	EXP 	slider: markerPos = 1.7864583333333335
619.6832 	EXP 	slider: markerPos = 1.7864583333333335
619.6977 	EXP 	slider: markerPos = 1.7864583333333335
619.7134 	EXP 	slider: markerPos = 1.7864583333333335
619.7299 	EXP 	slider: markerPos = 1.7864583333333335
619.7427 	EXP 	slider: markerPos = 1.7864583333333335
619.7558 	EXP 	slider: markerPos = 1.7864583333333335
619.7698 	EXP 	slider: markerPos = 1.7864583333333335
619.7816 	EXP 	slider: markerPos = 1.7864583333333335
619.7975 	EXP 	slider: markerPos = 1.7864583333333335
619.8124 	EXP 	slider: markerPos = 1.7864583333333335
619.8277 	EXP 	slider: markerPos = 1.7864583333333335
619.8417 	EXP 	slider: markerPos = 1.7864583333333335
619.8564 	EXP 	slider: markerPos = 1.7864583333333335
619.8691 	DATA 	Mouse:  Left button up, pos=(855,451)
619.8730 	EXP 	slider: markerPos = 1.7864583333333335
619.8900 	EXP 	slider: markerPos = 1.7864583333333335
619.8968 	EXP 	slider: autoDraw = False
619.8968 	EXP 	text_2: autoDraw = False
619.8968 	EXP 	text_3: autoDraw = False
619.8968 	EXP 	text_4: autoDraw = False
619.8968 	EXP 	text_6: autoDraw = True
623.8898 	EXP 	New trial (rep=0, index=22): {'name': '许乐', 'behave': '许乐让男朋友去碎浪那边游泳。她的男朋友', 'evaluation': '许乐让男朋友去碎浪那边游泳这种行为：', 'number': 42, 'cond': 'goodPsadE', 'situation': 'materials/situations/42.PNG', 'reason': 'materials/sadreason/42.PNG', 'propose': 'materials/goodpropose/42.PNG', 'ending': 'materials/sadending/42.PNG'}
623.9057 	EXP 	text_6: autoDraw = False
623.9057 	EXP 	text_6: autoDraw = False
623.9057 	EXP 	text_5: autoDraw = True
623.9057 	EXP 	text_5: autoDraw = False
623.9057 	EXP 	text_5: autoDraw = False
623.9057 	EXP 	image_3: autoDraw = True
623.9057 	EXP 	image_3: autoDraw = False
623.9057 	EXP 	image_3: autoDraw = False
623.9057 	EXP 	back: image = 'materials/situations/42.PNG'
623.9057 	EXP 	back: autoDraw = True
626.5971 	DATA 	Mouse: Left button down, pos=(1075,549)
626.6160 	EXP 	back: autoDraw = False
626.6160 	EXP 	predictp: image = 'materials/sadreason/42.PNG'
626.6160 	EXP 	predictp: autoDraw = True
626.9048 	DATA 	Mouse:  Left button up, pos=(1051,549)
629.0740 	DATA 	Mouse: Left button down, pos=(1027,537)
629.0905 	EXP 	predictp: autoDraw = False
629.0905 	EXP 	predictp_2: image = 'materials/goodpropose/42.PNG'
629.0905 	EXP 	predictp_2: autoDraw = True
629.3388 	DATA 	Mouse:  Left button up, pos=(1027,537)
631.3885 	EXP 	predictp_2: autoDraw = False
631.3885 	EXP 	predictp_2: autoDraw = False
631.3885 	EXP 	text: height = 0.04
631.3885 	EXP 	text: height = 0.04
631.3885 	EXP 	text: height = 0.04
631.3885 	EXP 	text: text = '许乐让男朋友去碎浪那边游泳。她的男朋友'
631.3885 	EXP 	text: autoDraw = True
634.3872 	EXP 	text: autoDraw = False
634.3872 	EXP 	text: autoDraw = False
634.3872 	EXP 	predictp_3: image = 'materials/sadending/42.PNG'
634.3872 	EXP 	predictp_3: autoDraw = True
636.6950 	EXP 	predictp_3: autoDraw = False
636.6950 	EXP 	slider: markerPos = None
636.6950 	EXP 	slider: markerPos = 4
636.6950 	EXP 	text_3: height = 0.05
636.6950 	EXP 	text_3: height = 0.05
636.6950 	EXP 	text_3: height = 0.05
636.6950 	EXP 	text_3: text = '许乐让男朋友去碎浪那边游泳这种行为：'
636.6950 	EXP 	slider: autoDraw = True
636.6950 	EXP 	text_2: autoDraw = True
636.6950 	EXP 	text_3: autoDraw = True
636.6950 	EXP 	text_4: autoDraw = True
641.1434 	DATA 	Mouse: Left button down, pos=(700,436)
641.1681 	EXP 	slider: markerPos = 0.9791666666666667
641.1859 	EXP 	slider: markerPos = 0.9791666666666667
641.2006 	EXP 	slider: markerPos = 0.9791666666666667
641.2164 	EXP 	slider: markerPos = 0.9791666666666667
641.2295 	EXP 	slider: markerPos = 0.9791666666666667
641.2442 	EXP 	slider: markerPos = 0.9791666666666667
641.2586 	EXP 	slider: markerPos = 0.9791666666666667
641.2727 	EXP 	slider: markerPos = 0.9791666666666667
641.2862 	EXP 	slider: markerPos = 0.9791666666666667
641.3003 	EXP 	slider: markerPos = 0.9791666666666667
641.3155 	EXP 	slider: markerPos = 0.9791666666666667
641.3324 	EXP 	slider: markerPos = 0.9791666666666667
641.3476 	EXP 	slider: markerPos = 0.9791666666666667
641.3640 	EXP 	slider: markerPos = 0.9791666666666667
641.3823 	EXP 	slider: markerPos = 0.9791666666666667
641.3909 	DATA 	Mouse:  Left button up, pos=(700,436)
641.4103 	EXP 	slider: markerPos = 1
641.4193 	EXP 	slider: autoDraw = False
641.4193 	EXP 	text_2: autoDraw = False
641.4193 	EXP 	text_3: autoDraw = False
641.4193 	EXP 	text_4: autoDraw = False
641.4193 	EXP 	text_6: autoDraw = True
647.4087 	EXP 	New trial (rep=0, index=23): {'name': '马超', 'behave': '马超继续读着报纸。孩子', 'evaluation': '马超继续读着报纸这种行为：', 'number': 44, 'cond': 'goodPhappyE', 'situation': 'materials/situations/44.PNG', 'reason': 'materials/happyreason/44.PNG', 'propose': 'materials/goodpropose/44.PNG', 'ending': 'materials/happyending/44.PNG'}
647.4248 	EXP 	text_6: autoDraw = False
647.4248 	EXP 	text_6: autoDraw = False
647.4248 	EXP 	text_5: autoDraw = True
647.4248 	EXP 	text_5: autoDraw = False
647.4248 	EXP 	text_5: autoDraw = False
647.4248 	EXP 	image_3: autoDraw = True
647.4248 	EXP 	image_3: autoDraw = False
647.4248 	EXP 	image_3: autoDraw = False
647.4248 	EXP 	back: image = 'materials/situations/44.PNG'
647.4248 	EXP 	back: autoDraw = True
651.2546 	DATA 	Mouse: Left button down, pos=(1823,828)
651.2751 	EXP 	back: autoDraw = False
651.2751 	EXP 	predictp: image = 'materials/happyreason/44.PNG'
651.2751 	EXP 	predictp: autoDraw = True
651.5474 	DATA 	Mouse:  Left button up, pos=(1786,791)
653.3970 	DATA 	Mouse: Left button down, pos=(1801,556)
653.4222 	EXP 	predictp: autoDraw = False
653.4222 	EXP 	predictp_2: image = 'materials/goodpropose/44.PNG'
653.4222 	EXP 	predictp_2: autoDraw = True
653.7051 	DATA 	Mouse:  Left button up, pos=(1801,556)
655.7540 	EXP 	predictp_2: autoDraw = False
655.7540 	EXP 	text: height = 0.04
655.7540 	EXP 	text: height = 0.04
655.7540 	EXP 	text: height = 0.04
655.7540 	EXP 	text: text = '马超继续读着报纸。孩子'
655.7540 	EXP 	text: autoDraw = True
658.0501 	DATA 	Mouse: Left button down, pos=(1666,620)
658.3367 	DATA 	Mouse:  Left button up, pos=(1666,620)
658.7242 	EXP 	text: autoDraw = False
658.7242 	EXP 	predictp_3: image = 'materials/happyending/44.PNG'
658.7242 	EXP 	predictp_3: autoDraw = True
661.0356 	EXP 	predictp_3: autoDraw = False
661.0356 	EXP 	slider: markerPos = None
661.0356 	EXP 	slider: markerPos = 4
661.0356 	EXP 	text_3: height = 0.05
661.0356 	EXP 	text_3: height = 0.05
661.0356 	EXP 	text_3: height = 0.05
661.0356 	EXP 	text_3: text = '马超继续读着报纸这种行为：'
661.0356 	EXP 	slider: autoDraw = True
661.0356 	EXP 	text_2: autoDraw = True
661.0356 	EXP 	text_3: autoDraw = True
661.0356 	EXP 	text_4: autoDraw = True
665.0102 	DATA 	Mouse: Left button down, pos=(1246,440)
665.0289 	EXP 	slider: markerPos = 3.8229166666666665
665.0451 	EXP 	slider: markerPos = 3.8229166666666665
665.0565 	EXP 	slider: markerPos = 3.8229166666666665
665.0694 	EXP 	slider: markerPos = 3.8229166666666665
665.0841 	EXP 	slider: markerPos = 3.8229166666666665
665.0998 	EXP 	slider: markerPos = 3.8229166666666665
665.1120 	EXP 	slider: markerPos = 3.8229166666666665
665.1242 	EXP 	slider: markerPos = 3.8229166666666665
665.1381 	EXP 	slider: markerPos = 3.8229166666666665
665.1564 	EXP 	slider: markerPos = 3.8229166666666665
665.1690 	EXP 	slider: markerPos = 3.8229166666666665
665.1817 	EXP 	slider: markerPos = 3.8229166666666665
665.1961 	EXP 	slider: markerPos = 3.8229166666666665
665.2082 	EXP 	slider: markerPos = 3.8229166666666665
665.2212 	EXP 	slider: markerPos = 3.8229166666666665
665.2352 	EXP 	slider: markerPos = 3.8229166666666665
665.2508 	EXP 	slider: markerPos = 3.8229166666666665
665.2551 	DATA 	Mouse:  Left button up, pos=(1246,440)
665.2714 	EXP 	slider: markerPos = 3.8229166666666665
665.2814 	EXP 	slider: autoDraw = False
665.2814 	EXP 	text_2: autoDraw = False
665.2814 	EXP 	text_3: autoDraw = False
665.2814 	EXP 	text_4: autoDraw = False
665.2814 	EXP 	text_6: autoDraw = True
671.2699 	EXP 	New trial (rep=0, index=24): {'name': '唐静', 'behave': '唐静让妹妹在桌边玩。唐静的妹妹', 'evaluation': '唐静让妹妹在桌边玩这种行为是：', 'number': 13, 'cond': 'goodPsadE', 'situation': 'materials/situations/13.PNG', 'reason': 'materials/sadreason/13.PNG', 'propose': 'materials/goodpropose/13.PNG', 'ending': 'materials/sadending/13.PNG'}
671.2888 	EXP 	text_6: autoDraw = False
671.2888 	EXP 	text_6: autoDraw = False
671.2888 	EXP 	text_5: autoDraw = True
671.2888 	EXP 	text_5: autoDraw = False
671.2888 	EXP 	text_5: autoDraw = False
671.2888 	EXP 	image_3: autoDraw = True
