name,behave,evaluation,number,cond,situation,reason,propose,ending,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,image.started,key_resp.started,key_resp.keys,key_resp.rt,back.started,key_resp_2.started,key_resp_2.keys,key_resp_2.rt,predictp.started,key_resp_3.started,key_resp_3.keys,key_resp_3.rt,predictp_2.started,key_resp_5.started,key_resp_5.keys,key_resp_5.rt,text.started,predictp_3.started,slider.started,text_2.started,text_3.started,text_4.started,slider.response,slider.rt,text_5.started,text_5.stopped,key_resp_6.started,key_resp_6.stopped,key_resp_6.keys,text.stopped,key_resp_6.rt,participant,session,randomization,date,expName,psychopyVersion,frameRate,
苏珍,苏珍把学生分到非过敏体质班。这个学生,苏珍把学生分到非过敏体质班这种行为：,28,goodPsadE,materials/situations/28.PNG,materials/sadreason/28.PNG,materials/goodpropose/28.PNG,materials/sadending/28.PNG,0,9,9,9,,,,,127.00703019999855,127.00703019999855,space,3.4126706999995804,130.43368660000124,130.43368660000124,space,0.5371584999993502,130.98535229999834,130.98535229999834,space,0.6131036999977368,131.61418630000117,134.61890140000105,136.92023010000048,136.92023010000048,136.92023010000048,136.92023010000048,3.0,3.325495500001125,140.25047629999972,140.25047629999972,140.25047629999972,140.25047629999972,None,,,550583,1,-1,2023-01-10_18h22.35.699,Moral_Emotion_Task,2022.2.4,164.02611951885342,
赵智,赵智默默离开。挥手那人,赵智默默离开这种行为是：,8,badPsadE,materials/situations/8.PNG,materials/sadreason/8.PNG,materials/badpropose/8.PNG,materials/sadending/8.PNG,0,10,10,10,,,,,140.25047629999972,140.25047629999972,space,1.3710073000002012,141.64430789999824,141.64430789999824,space,0.7720864000002621,142.43199800000002,142.43199800000002,space,0.4894721999989997,142.9409725000005,145.93987520000155,148.24521019999884,148.24521019999884,148.24521019999884,148.24521019999884,1.7135416666666663,1.577149600001576,149.82330979999824,149.82330979999824,149.82330979999824,149.82330979999824,None,,,550583,1,-1,2023-01-10_18h22.35.699,Moral_Emotion_Task,2022.2.4,164.02611951885342,
乔南,乔南点燃熏香。毒气充斥着整座房屋，把害虫都杀光了。邻居的妈妈,乔南点燃熏香这种行为：,35,badPsadE,materials/situations/35.PNG,materials/sadreason/35.PNG,materials/badpropose/35.PNG,materials/sadending/35.PNG,0,11,11,11,,,,,149.82330979999824,149.82330979999824,space,2.057961600003182,151.89680990000124,151.89680990000124,space,0.5522235999997065,152.4617842000007,152.4617842000007,space,1.2869718999972974,153.77432620000036,156.76923689999967,159.0773733999995,159.0773733999995,159.0773733999995,159.0773733999995,1.2864583333333335,1.3227100000003702,160.39799510000012,160.39799510000012,160.39799510000012,160.39799510000012,None,,,550583,1,-1,2023-01-10_18h22.35.699,Moral_Emotion_Task,2022.2.4,164.02611951885342,
陈钢,陈钢同意飞机起飞。飞机,陈钢没有再要求清理跑道这种行为是：,16,badPsadE,materials/situations/16.PNG,materials/sadreason/16.PNG,materials/badpropose/16.PNG,materials/sadending/16.PNG,0,12,12,12,,,,,160.39799510000012,160.39799510000012,space,1.4137134999982663,161.82734870000058,161.82734870000058,space,0.5248118999988947,162.36484030000065,162.36484030000065,space,0.9329607999970904,163.30450660000133,166.3083164999989,168.61222909999924,168.61222909999924,168.61222909999924,168.61222909999924,2.005208333333333,3.3760116000012204,171.99720620000153,171.99720620000153,171.99720620000153,171.99720620000153,None,166.3083164999989,,550583,1,-1,2023-01-10_18h22.35.699,Moral_Emotion_Task,2022.2.4,164.02611951885342,
路明,路明让伙伴爬上树屋。他的朋友,路明让伙伴爬上树屋这种行为：,41,badPhappyE,materials/situations/41.PNG,materials/happyreason/41.PNG,materials/badpropose/41.PNG,materials/happyending/41.PNG,0,13,13,13,,,,,171.99720620000153,171.99720620000153,space,0.7392444999968575,172.75197050000133,172.75197050000133,space,0.6664873999980045,173.4365985000004,173.4365985000004,space,0.6516527000021597,174.10170020000078,177.1079682999989,179.40981349999856,179.40981349999856,179.40981349999856,179.40981349999856,1.9791666666666665,1.6385799000017869,181.0537488000009,181.0537488000009,181.0537488000009,181.0537488000009,None,,,550583,1,-1,2023-01-10_18h22.35.699,Moral_Emotion_Task,2022.2.4,164.02611951885342,
林蕾,林蕾把粉末放进朋友咖啡里。林蕾的朋友喝完咖啡后,林蕾把粉末放进朋友咖啡里这种行为：,1,badPhappyE,materials/situations/1.PNG,materials/happyreason/1.PNG,materials/badpropose/1.PNG,materials/happyending/1.PNG,0,14,14,14,,,,,181.0537488000009,181.0537488000009,space,2.5397482000007585,183.60658049999984,183.60658049999984,space,0.5388633000002301,184.1576810000006,184.1576810000006,space,0.8122024000003876,184.9858146000006,187.98737919999985,190.28891440000007,190.28891440000007,190.28891440000007,190.28891440000007,2.015625,4.125555100003112,194.41813399999955,194.41813399999955,194.41813399999955,194.41813399999955,None,,,550583,1,-1,2023-01-10_18h22.35.699,Moral_Emotion_Task,2022.2.4,164.02611951885342,
何伟,何伟让客人进入实验室。客人,何伟让客人进入实验室这种行为：,2,goodPsadE,materials/situations/2.PNG,materials/sadreason/2.PNG,materials/goodpropose/2.PNG,materials/sadending/2.PNG,0,15,15,15,,,,,194.41813399999955,194.41813399999955,space,3.9727757000000565,198.40773320000153,198.40773320000153,space,1.0061180000011518,199.43068190000122,199.43068190000122,space,0.496412299999065,199.93902040000103,202.94362180000098,205.24819320000097,205.24819320000097,205.24819320000097,205.24819320000097,3.026041666666666,1.2979236999999557,206.54828590000034,206.54828590000034,206.54828590000034,206.54828590000034,None,,,550583,1,-1,2023-01-10_18h22.35.699,Moral_Emotion_Task,2022.2.4,164.02611951885342,
苏珍,苏珍把学生分到非过敏体质班。这个学生,苏珍把学生分到非过敏体质班这种行为：,28,goodPhappyE,materials/situations/28.PNG,materials/happyreason/28.PNG,materials/goodpropose/28.PNG,materials/happyending/28.PNG,0,16,16,16,,,,,206.54828590000034,206.54828590000034,space,1.5580875999985437,208.12622059999921,208.12622059999921,space,1.267907199999172,209.40609699999914,209.40609699999914,space,1.4975838999998814,210.91093059999912,213.92511139999988,216.2180249999983,216.2180249999983,216.2180249999983,216.2180249999983,6.515625,1.3714471999992384,217.59574190000058,217.59574190000058,217.59574190000058,217.59574190000058,None,,,550583,1,-1,2023-01-10_18h22.35.699,Moral_Emotion_Task,2022.2.4,164.02611951885342,
史琴,史琴给朋友系上安全带。她的朋友,史琴给朋友系上安全带这种行为是：,18,badPsadE,materials/situations/18.PNG,materials/sadreason/18.PNG,materials/badpropose/18.PNG,materials/sadending/18.PNG,0,17,17,17,,,,,217.59574190000058,217.59574190000058,space,1.433618099999876,219.0481989,219.0481989,space,1.6209713999996893,220.69153189999997,220.69153189999997,space,1.0297657999981311,221.7325834000003,224.74296930000128,227.03952389999904,227.03952389999904,227.03952389999904,227.03952389999904,1,1.286580399999366,228.33565140000064,228.33565140000064,228.33565140000064,228.33565140000064,None,,,550583,1,-1,2023-01-10_18h22.35.699,Moral_Emotion_Task,2022.2.4,164.02611951885342,
蒋文,蒋文没有管他妹妹。他的妹妹自己开车,蒋文没有管他妹妹这种行为：,32,goodPhappyE,materials/situations/32.PNG,materials/happyreason/32.PNG,materials/goodpropose/32.PNG,materials/happyending/32.PNG,0,18,18,18,,,,,228.33565140000064,228.33565140000064,space,1.0907532999990508,229.44863199999963,229.44863199999963,space,1.4200131999969017,230.89006399999926,230.89006399999926,space,1.4433035999973072,232.35341020000124,235.36556199999904,237.65041900000142,237.65041900000142,237.65041900000142,237.65041900000142,5.953125,1.182357800000318,238.83796509999956,238.83796509999956,238.83796509999956,238.83796509999956,None,,,550583,1,-1,2023-01-10_18h22.35.699,Moral_Emotion_Task,2022.2.4,164.02611951885342,
