name,behave,evaluation,number,cond,situation,reason,propose,ending,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,image.started,mouse_4.started,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.time,key_resp.started,image_2.started,key_resp.keys,key_resp.rt,back.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,predictp.started,mouse_2.started,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,predictp_2.started,mouse_3.started,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.time,text.started,predictp_3.started,slider.started,text_2.started,text_3.started,text_4.started,slider.response,slider.rt,text_6.started,text_6.stopped,text_5.started,text_5.stopped,key_resp_6.started,key_resp_6.stopped,key_resp_6.keys,key_resp_2.started,key_resp_2.stopped,image_3.started,image_3.stopped,key_resp_2.keys,predictp_2.stopped,mouse_3.stopped,text.stopped,back.stopped,mouse.stopped,predictp_3.stopped,key_resp_6.rt,key_resp_2.rt,participant,session,randomization,date,expName,psychopyVersion,frameRate,
李贝,李贝把这些肉给孩子们吃。孩子们,李贝把这些肉给孩子们吃这种行为是：,14,badPsadE,materials/situations/14.PNG,materials/sadreason/14.PNG,materials/badpropose/14.PNG,materials/sadending/14.PNG,0,91,91,91,,,,,,,,,,,,,3560.8795530999996,0.007421700000122655,[-0.1284722222222222],[-0.24583333333333332],[1],[0],[0],[2.164909399998578],3563.0497785999996,0.006826400000136346,[-0.1284722222222222],[-0.24583333333333332],[1],[0],[0],[1.6244894999999815],3564.6857458999984,0.0066609000004973495,[],[],[],[],[],[],3566.980339399999,3569.9798261999986,3572.2808778,3572.2808778,3572.2808778,3572.2808778,1.0416666666666665,1.5000820999994176,3573.7885644999988,3578.7948203999986,3578.7948203999986,3578.7948203999986,3578.7948203999986,3578.7948203999986,None,3578.7948203999986,3578.7948203999986,3578.7948203999986,3578.7948203999986,None,,,3569.9798261999986,,,3572.2808778,,,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
左艳,左艳让孩子坐上缆车。孩子,左艳让孩子坐上缆车这种行为是：,23,badPsadE,materials/situations/23.PNG,materials/sadreason/23.PNG,materials/badpropose/23.PNG,materials/sadending/23.PNG,0,92,92,92,,,,,,,,,,,,,3578.7948203999986,0.006466700000601122,[-0.39444444444444443],[-0.2298611111111111],[1],[0],[0],[2.666226800000004],3581.4691625999985,0.007669000000532833,[-0.39444444444444443],[-0.2298611111111111],[1],[0],[0],[2.044179800001075],3583.5183051999993,0.007884399999966263,[],[],[],[],[],[],3585.816275699999,3588.8237997999986,3591.1306735999988,3591.1306735999988,3591.1306735999988,3591.1306735999988,1.1458333333333335,2.68434889999844,3593.8260297999987,3597.822482899999,3597.822482899999,3597.822482899999,3597.822482899999,3597.822482899999,None,3597.822482899999,3597.822482899999,3597.822482899999,3597.822482899999,None,,,,,,,,,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
周燕,周燕没有提醒这些青年。青年们滑下坡，,周燕没有提醒这些青年这种行为：,47,goodPsadE,materials/situations/47.PNG,materials/sadreason/47.PNG,materials/goodpropose/47.PNG,materials/sadending/47.PNG,0,93,93,93,,,,,,,,,,,,,3597.822482899999,0.008157100000971695,[-0.38055555555555554],[-0.1840277777777778],[1],[0],[0],[1.8933001999994303],3599.7254759999996,0.009496799999396899,[-0.39861111111111114],[-0.20208333333333334],[1],[0],[0],[1.736688500001037],3601.4764029,0.00680350000038743,[],[],[],[],[],[],3603.7776827999987,3606.7798628,3609.0738475999988,3609.0738475999988,3609.0738475999988,3609.0738475999988,2.375,1.6079890000000887,3610.6917759999997,3613.6978308999987,3613.6978308999987,3613.6978308999987,3613.6978308999987,3613.6978308999987,None,3613.6978308999987,3613.6978308999987,3613.6978308999987,3613.6978308999987,None,,,,,,,,,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
严浩,严浩没有让乘客系好安全带。飞船开动后，这名乘客,严浩没有让乘客系好安全带这种行为：,45,goodPhappyE,materials/situations/45.PNG,materials/happyreason/45.PNG,materials/goodpropose/45.PNG,materials/happyending/45.PNG,0,94,94,94,,,,,,,,,,,,,3613.6978308999987,0.01439329999993788,[-0.03611111111111111],[-0.16458333333333333],[1],[0],[0],[3.35270379999929],3617.054683299999,0.006904899999426561,[0.11458333333333333],[-0.2],[1],[0],[0],[3.311471700000766],3620.3738608999993,0.006674300000668154,[],[],[],[],[],[],3622.6699818999987,3625.6768302,3627.9763024999993,3627.9763024999993,3627.9763024999993,3627.9763024999993,5.291666666666667,0.18568040000172914,3628.1606684,3634.1642429999993,3634.1642429999993,3634.1642429999993,3634.1642429999993,3634.1642429999993,None,3634.1642429999993,3634.1642429999993,3634.1642429999993,3634.1642429999993,None,3622.6699818999987,2.29584960000102,3625.6768302,,,3627.9763024999993,,,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
杨乐,"杨乐跳过这一段铁轨的工作。这段铁轨开始运营,",杨乐跳过这一段铁轨工作这种行为是：,17,badPhappyE,materials/situations/17.PNG,materials/happyreason/17.PNG,materials/badpropose/17.PNG,materials/happyending/17.PNG,0,95,95,95,,,,,,,,,,,,,3634.1642429999993,0.008691900000485475,[-0.21180555555555555],[-0.13055555555555556],[1],[0],[0],[3.6506207999991602],3637.8222466999996,0.008434999999735737,[0.15902777777777777],[-0.16111111111111112],[1],[0],[0],[2.604783299999326],3640.432835399999,0.006484699999418808,[],[],[],[],[],[],3642.7338981999983,3645.7431979999983,3648.0446303999997,3648.0446303999997,3648.0446303999997,3648.0446303999997,2.380208333333333,1.6268509999990783,3649.6764439,3653.6721166999996,3653.6721166999996,3653.6721166999996,3653.6721166999996,3653.6721166999996,None,3653.6721166999996,3653.6721166999996,3653.6721166999996,3653.6721166999996,None,,,3645.7431979999983,,,,,,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
王丽,王丽戴橡胶手套检查病人。病人,王丽戴橡胶手套检查病人这种行为是：,7,badPhappyE,materials/situations/7.PNG,materials/happyreason/7.PNG,materials/badpropose/7.PNG,materials/happyending/7.PNG,0,96,96,96,,,,,,,,,,,,,3653.6721166999996,0.00644540000030247,[-0.26805555555555555],[-0.22291666666666668],[1],[0],[0],[2.1962825000009616],3655.8793871,0.012388999999529915,[-0.26805555555555555],[-0.22291666666666668],[1],[0],[0],[1.4441634999984672],3657.3384036999996,0.011893700000655372,[-0.2763888888888889],[-0.23125],[1],[0],[0],[2.1850566000011895],3659.5254650999996,3662.5273392,3664.8219221,3664.8219221,3664.8219221,3664.8219221,1.4843750000000004,1.3210490999990725,3666.1499386999985,3672.1478914,3672.1478914,3672.1478914,3672.1478914,3672.1478914,None,3672.1478914,3672.1478914,3672.1478914,3672.1478914,None,,,3662.5273392,,,3664.8219221,,,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
陈杰,陈杰离开家去见朋友。警报一直在响，房屋,陈杰离开家去见朋友这种行为：,29,goodPsadE,materials/situations/29.PNG,materials/sadreason/29.PNG,materials/goodpropose/29.PNG,materials/sadending/29.PNG,0,97,97,97,,,,,,,,,,,,,3672.1478914,0.007409400001051836,[0.0006944444444444445],[-0.14444444444444443],[1],[0],[0],[2.344541599999502],3674.5021229999984,0.007108199999493081,[0.009722222222222222],[-0.1701388888888889],[1],[0],[0],[3.2067566999994597],3677.7204226999984,0.013377899998886278,[],[],[],[],[],[],3680.0229192999996,3683.0228572999986,3685.3214252999987,3685.3214252999987,3685.3214252999987,3685.3214252999987,1,1.5400055999998585,3686.8715267999996,3690.8821783999992,3690.8821783999992,3690.8821783999992,3690.8821783999992,3690.8821783999992,None,3690.8821783999992,3690.8821783999992,3690.8821783999992,3690.8821783999992,None,,,,,,,,,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
何伟,何伟让客人进入实验室。客人,何伟让客人进入实验室这种行为：,2,badPsadE,materials/situations/2.PNG,materials/sadreason/2.PNG,materials/badpropose/2.PNG,materials/sadending/2.PNG,0,98,98,98,,,,,,,,,,,,,3690.8821783999992,0.006802599998991354,[-0.4097222222222222],[-0.20833333333333334],[1],[0],[0],[2.4940129999995406],3693.379585999999,0.00680100000136008,[-0.4097222222222222],[-0.20833333333333334],[1],[0],[0],[2.349237500000527],3695.745304,0.01240239999970072,[],[],[],[],[],[],3698.050233599999,3701.044398099999,3703.3434199999992,3703.3434199999992,3703.3434199999992,3703.3434199999992,1.0,1.0331679999999324,3704.387418099999,3708.3968298,3708.3968298,3708.3968298,3708.3968298,3708.3968298,None,3708.3968298,3708.3968298,3708.3968298,3708.3968298,None,,,,,,,,,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
左艳,左艳让孩子坐上缆车。孩子,左艳让孩子坐上缆车这种行为是：,23,goodPsadE,materials/situations/23.PNG,materials/sadreason/23.PNG,materials/goodpropose/23.PNG,materials/sadending/23.PNG,0,99,99,99,,,,,,,,,,,,,3708.3968298,0.007105300001057913,[-0.4236111111111111],[-0.20972222222222223],[1],[0],[0],[1.9770476000012422],3710.3784307999995,0.006375699998898199,[-0.43194444444444446],[-0.20972222222222223],[1],[0],[0],[1.723077699998612],3712.1070456999987,0.007608400001117843,[],[],[],[],[],[],3714.4007266999997,3717.4014379,3719.7051807999997,3719.7051807999997,3719.7051807999997,3719.7051807999997,4.776041666666667,3.417110499998671,3723.1291684999997,3728.126439599999,3728.126439599999,,3728.126439599999,,space,3762.314747299999,,3762.314747299999,,s,3714.4007266999997,2.29855839999982,3717.4014379,,,3719.7051807999997,34.170198800002254,17.94330770000124,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
胡梅,胡梅把新降落伞给顾客。顾客使用这把降落伞时,胡梅把新降落伞给顾客这种行为：,38,badPhappyE,materials/situations/38.PNG,materials/happyreason/38.PNG,materials/badpropose/38.PNG,materials/happyending/38.PNG,0,100,100,100,,,,,,,,,,,,,3780.2760817,0.010638199999448261,[-0.005555555555555556],[-0.06111111111111111],[1],[0],[0],[4.502862200000891],3784.7952572999984,0.01233440000032715,[-0.005555555555555556],[-0.06111111111111111],[1],[0],[0],[1.7670825999994122],3786.5716514999986,0.01318630000059784,[],[],[],[],[],[],3788.8709294,3791.8707013999992,3794.1819239999986,3794.1819239999986,3794.1819239999986,3794.1819239999986,2.0208333333333335,3.0719750999996904,3797.247199899999,3800.245655999999,3800.245655999999,3800.245655999999,3800.245655999999,3800.245655999999,None,3800.245655999999,3800.245655999999,3800.245655999999,3800.245655999999,None,,,,,,,,,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
许乐,许乐让男朋友去碎浪那边游泳。她的男朋友,许乐让男朋友去碎浪那边游泳这种行为：,42,badPhappyE,materials/situations/42.PNG,materials/happyreason/42.PNG,materials/badpropose/42.PNG,materials/happyending/42.PNG,0,101,101,101,,,,,,,,,,,,,3800.245655999999,0.006816799999796785,[-0.2972222222222222],[-0.22291666666666668],[1],[0],[0],[2.088734299999487],3802.3395416999992,0.0061434999988705385,[-0.3055555555555556],[-0.2152777777777778],[1],[0],[0],[1.6625470999988465],3804.0083304,0.006366600000546896,[],[],[],[],[],[],3806.2992744999992,3809.2986364999997,3811.594550599999,3811.594550599999,3811.594550599999,3811.594550599999,1.09375,2.497788500000752,3814.102192799999,3818.1001799999995,3818.1001799999995,3818.1001799999995,3818.1001799999995,3818.1001799999995,None,3818.1001799999995,3818.1001799999995,3818.1001799999995,3818.1001799999995,None,3806.2992744999992,2.293631099999402,3809.2986364999997,,,3811.594550599999,,,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
马慧,马慧没有阻止堂兄走进厨房。她的堂兄,马慧没有阻止堂兄进厨房这种行为是：,21,goodPhappyE,materials/situations/21.PNG,materials/happyreason/21.PNG,materials/goodpropose/21.PNG,materials/happyending/21.PNG,0,102,102,102,,,,,,,,,,,,,3818.1001799999995,0.008251600000221515,[-0.08472222222222223],[-0.10555555555555556],[1],[0],[0],[2.81322370000089],3820.9209893999996,0.006494399998700828,[-0.08472222222222223],[-0.10555555555555556],[1],[0],[0],[2.3205551999999443],3823.2520914999986,0.009944299999915529,[-0.08472222222222223],[-0.10555555555555556],[1],[0],[0],[1.471276599999328],3824.726235,3827.7228024999986,3830.0284962999995,3830.0284962999995,3830.0284962999995,3830.0284962999995,5.671875,1.6293629000010696,3831.6670440999987,3837.6719706999993,3837.6719706999993,3837.6719706999993,3837.6719706999993,3837.6719706999993,None,3837.6719706999993,3837.6719706999993,3837.6719706999993,3837.6719706999993,None,,,3827.7228024999986,,,3830.0284962999995,,,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
蒋文,蒋文没有管他妹妹。他的妹妹自己开车,蒋文没有管他妹妹这种行为：,32,badPsadE,materials/situations/32.PNG,materials/sadreason/32.PNG,materials/badpropose/32.PNG,materials/sadending/32.PNG,0,103,103,103,,,,,,,,,,,,,3837.6719706999993,0.007925699999759672,[0.00625],[-0.07083333333333333],[1],[0],[0],[3.029136600000129],3840.7070374999985,0.006572600001163664,[0.00625],[-0.07083333333333333],[1],[0],[0],[1.3225762999991275],3842.0360173999998,0.006342599999697995,[],[],[],[],[],[],3844.329311399999,3847.3297721,3849.6311815999998,3849.6311815999998,3849.6311815999998,3849.6311815999998,1,2.625042300000132,3852.2572469999996,3858.2620910999995,3858.2620910999995,3858.2620910999995,3858.2620910999995,3858.2620910999995,None,3858.2620910999995,3858.2620910999995,3858.2620910999995,3858.2620910999995,None,3844.329311399999,2.2937523999989935,3847.3297721,,,3849.6311815999998,,,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
徐雷,徐雷让女朋友过桥。徐雷的女朋友,徐雷让女朋友过桥这种行为是：,4,badPsadE,materials/situations/4.PNG,materials/sadreason/4.PNG,materials/badpropose/4.PNG,materials/sadending/4.PNG,0,104,104,104,,,,,,,,,,,,,3858.2620910999995,0.00775679999969725,[-0.13402777777777777],[0.10069444444444445],[1],[0],[0],[1.9403559000002133],3860.2160193,0.012773099999321857,[-0.13402777777777777],[0.10069444444444445],[1],[0],[0],[1.0188164000010147],3861.238443799999,0.006978399998843088,[-0.13402777777777777],[0.10069444444444445],[1],[0],[0],[1.1898849999997765],3862.4316206999993,3865.4299858999984,3867.7261031999988,3867.7261031999988,3867.7261031999988,3867.7261031999988,1,2.291716699999597,3870.0209988999995,3874.0322736,3874.0322736,3874.0322736,3874.0322736,3874.0322736,None,3874.0322736,3874.0322736,3874.0322736,3874.0322736,None,,,3865.4299858999984,,,3867.7261031999988,,,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
叶蓉,叶蓉把小狗卖给女顾客。小狗,叶蓉把小狗卖给女顾客这种行为：,39,badPsadE,materials/situations/39.PNG,materials/sadreason/39.PNG,materials/badpropose/39.PNG,materials/sadending/39.PNG,0,105,105,105,,,,,,,,,,,,,3874.0322736,0.007817700001396588,[-0.41180555555555554],[-0.019444444444444445],[1],[0],[0],[1.6052051999995456],3875.6450981999988,0.008079999999608845,[-0.41180555555555554],[-0.019444444444444445],[1],[0],[0],[1.1537182000010944],3876.8024467999985,0.006673500000033528,[],[],[],[],[],[],3879.1027922999983,3882.1047813999994,3884.4067590999985,3884.4067590999985,3884.4067590999985,3884.4067590999985,1.1458333333333335,2.1563791999997193,3886.5672122999986,3889.5793274999996,3889.5793274999996,3889.5793274999996,3889.5793274999996,3889.5793274999996,None,3889.5793274999996,3889.5793274999996,3889.5793274999996,3889.5793274999996,None,,,,,,,,,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
孙泽,孙泽买了一袋菠菜给奶奶。他奶奶在晚饭上吃下了这些菠菜后,孙泽买了一袋菠菜给奶奶这种行为：,27,badPhappyE,materials/situations/27.PNG,materials/happyreason/27.PNG,materials/badpropose/27.PNG,materials/happyending/27.PNG,0,106,106,106,,,,,,,,,,,,,3889.5793274999996,0.007364099999904283,[-0.41388888888888886],[-0.18888888888888888],[1],[0],[0],[3.361160499998732],3892.9429452999993,0.006692899998597568,[-0.41388888888888886],[-0.18888888888888888],[1],[0],[0],[2.083445499998561],3895.034324799999,0.006548599998495774,[],[],[],[],[],[],3897.3322960999994,3900.3431753999994,3902.642969999999,3902.642969999999,3902.642969999999,3902.642969999999,2.21875,3.6683093999999983,3906.3247173,3911.3325754999987,3911.3325754999987,3911.3325754999987,3911.3325754999987,3911.3325754999987,None,3911.3325754999987,3911.3325754999987,3911.3325754999987,3911.3325754999987,None,,,,,,,,,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
陈钢,陈钢同意飞机起飞。飞机,陈钢没有再要求清理跑道这种行为是：,16,badPsadE,materials/situations/16.PNG,materials/sadreason/16.PNG,materials/badpropose/16.PNG,materials/sadending/16.PNG,0,107,107,107,,,,,,,,,,,,,3911.3325754999987,0.009083999999347725,[-0.030555555555555555],[0.009027777777777777],[1],[0],[0],[2.0690618000007817],3913.4054124999984,0.006235300001208088,[-0.030555555555555555],[0.009027777777777777],[1],[0],[0],[1.225652999999511],3914.636745399999,0.00627859999985958,[],[],[],[],[],[],3916.9325916999987,3919.9339658999997,3922.2295349999986,3922.2295349999986,3922.2295349999986,3922.2295349999986,1.4114583333333335,2.118791200000487,3924.360854499999,3929.366841699999,3929.366841699999,3929.366841699999,3929.366841699999,3929.366841699999,None,3929.366841699999,3929.366841699999,3929.366841699999,3929.366841699999,None,3916.9325916999987,2.2970492000004015,3919.9339658999997,,,3922.2295349999986,,,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
左艳,左艳让孩子坐上缆车。孩子,左艳让孩子坐上缆车这种行为是：,23,badPhappyE,materials/situations/23.PNG,materials/happyreason/23.PNG,materials/badpropose/23.PNG,materials/happyending/23.PNG,0,108,108,108,,,,,,,,,,,,,3929.366841699999,0.006815000000642613,[-0.23194444444444445],[0.06388888888888888],[1],[0],[0],[2.5489541000006284],3931.9202160999994,0.007114199999705306,[-0.23194444444444445],[0.06388888888888888],[1],[0],[0],[1.3550849000002927],3933.2836965999995,0.006589700000404264,[-0.23194444444444445],[0.06388888888888888],[1],[0],[0],[2.2548310999991372],3935.5400339999997,3938.537448199999,3940.8351784999995,3940.8351784999995,3940.8351784999995,3940.8351784999995,2.0416666666666665,2.4825441999983013,3943.3252319999992,3949.335301199999,3949.335301199999,3949.335301199999,3949.335301199999,3949.335301199999,None,3949.335301199999,3949.335301199999,3949.335301199999,3949.335301199999,None,,,3938.537448199999,,,3940.8351784999995,,,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
马慧,马慧没有阻止堂兄走进厨房。她的堂兄,马慧没有阻止堂兄进厨房这种行为是：,21,goodPsadE,materials/situations/21.PNG,materials/sadreason/21.PNG,materials/goodpropose/21.PNG,materials/sadending/21.PNG,0,109,109,109,,,,,,,,,,,,,3949.335301199999,0.0076086000008217525,[-0.10694444444444444],[-0.14375],[1],[0],[0],[2.3305285000005824],3951.6691108999985,0.007899100000940962,[-0.13194444444444445],[-0.15138888888888888],[1],[0],[0],[3.297988599999371],3954.9761608999997,0.006559600000400678,[-0.13194444444444445],[-0.15138888888888888],[1],[0],[0],[1.7603503000009368],3956.738433999999,3959.7502129999993,3962.0597037999996,3962.0597037999996,3962.0597037999996,3962.0597037999996,3.890625,11.585658599999078,3973.650185299999,3977.6491510999986,3977.6491510999986,3977.6491510999986,3977.6491510999986,3977.6491510999986,None,3977.6491510999986,3977.6491510999986,3977.6491510999986,3977.6491510999986,None,,,3959.7502129999993,,,,,,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
王齐,王齐向同事推荐金枪鱼。他的一个同事吃了这道菜后，,王齐向同事推荐金枪鱼这种行为：,33,goodPhappyE,materials/situations/33.PNG,materials/happyreason/33.PNG,materials/goodpropose/33.PNG,materials/happyending/33.PNG,0,110,110,110,,,,,,,,,,,,,3977.6491510999986,0.007496500000343076,[-0.10277777777777777],[-0.13541666666666666],[1],[0],[0],[2.623612499999581],3980.279665599999,0.006216599998879246,[-0.10277777777777777],[-0.13541666666666666],[1],[0],[0],[1.937898199999836],3982.2231637999994,0.00784889999886218,[-0.10277777777777777],[-0.13541666666666666],[1],[0],[0],[2.099023599999782],3984.328038399999,3987.339248799999,3989.6368803999994,3989.6368803999994,3989.6368803999994,3989.6368803999994,7,2.264279200000601,3991.905358799999,3995.9146475999987,3995.9146475999987,3995.9146475999987,3995.9146475999987,3995.9146475999987,None,3995.9146475999987,3995.9146475999987,3995.9146475999987,3995.9146475999987,None,,,,,,,,,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
严浩,严浩没有让乘客系好安全带。飞船开动后，这名乘客,严浩没有让乘客系好安全带这种行为：,45,goodPsadE,materials/situations/45.PNG,materials/sadreason/45.PNG,materials/goodpropose/45.PNG,materials/sadending/45.PNG,0,111,111,111,,,,,,,,,,,,,3995.9146475999987,0.00825290000102541,[0.4263888888888889],[-0.16944444444444445],[1],[0],[0],[2.2954568000004656],3998.2211554999994,0.011921200000870158,[0.4263888888888889],[-0.16944444444444445],[1],[0],[0],[2.2733267999992677],4000.5022587999993,0.006130300000222633,[],[],[],[],[],[],4002.796579599999,4005.7940439999984,4008.102115599999,4008.102115599999,4008.102115599999,4008.102115599999,2.015625,1.0285495999996783,4009.1329073999987,4015.1480164999994,4015.1480164999994,4015.1480164999994,4015.1480164999994,4015.1480164999994,None,4015.1480164999994,4015.1480164999994,4015.1480164999994,4015.1480164999994,None,4002.796579599999,2.2964842000001227,4005.7940439999984,,,4008.102115599999,,,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
马超,马超继续读着报纸。孩子,马超继续读着报纸这种行为：,44,badPsadE,materials/situations/44.PNG,materials/sadreason/44.PNG,materials/badpropose/44.PNG,materials/sadending/44.PNG,0,112,112,112,,,,,,,,,,,,,4015.1480164999994,0.0065871000006154645,[-0.13055555555555556],[-0.06041666666666667],[1],[0],[0],[2.037508400000661],4017.185945699999,0.006583600001249579,[-0.20833333333333334],[-0.09652777777777778],[1],[0],[0],[1.675603499999852],4018.8717356999987,0.008753300000535091,[],[],[],[],[],[],4021.1660262999994,4024.1749130999997,4026.4761303999985,4026.4761303999985,4026.4761303999985,4026.4761303999985,1.2239583333333335,2.389803000000029,4028.8648362999993,4032.8633728999994,4032.8633728999994,4032.8633728999994,4032.8633728999994,4032.8633728999994,None,4032.8633728999994,4032.8633728999994,4032.8633728999994,4032.8633728999994,None,4021.1660262999994,2.2970956999997725,4024.1749130999997,,,,,,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
韩珍,韩珍悄悄走开。小孩,韩珍悄悄走开这种行为是：,5,goodPhappyE,materials/situations/5.PNG,materials/happyreason/5.PNG,materials/goodpropose/5.PNG,materials/happyending/5.PNG,0,113,113,113,,,,,,,,,,,,,4032.8633728999994,0.007794400000420865,[-0.3701388888888889],[-0.20555555555555555],[1],[0],[0],[1.4411823000009463],4034.3128223999993,0.007387499999822467,[-0.3701388888888889],[-0.20555555555555555],[1],[0],[0],[1.5744488000000274],4035.8942097,0.006212999998751911,[-0.3701388888888889],[-0.20555555555555555],[1],[0],[0],[1.5916336999998748],4037.486596999999,4040.4951834999993,4042.797367199999,4042.797367199999,4042.797367199999,4042.797367199999,5.973958333333334,4.840803200000664,4047.6431497999984,4051.648981799999,4051.648981799999,4051.648981799999,4051.648981799999,4051.648981799999,None,4051.648981799999,4051.648981799999,4051.648981799999,4051.648981799999,None,,,4040.4951834999993,,,,,,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
刘芸,刘芸喂侄女米粉。小女孩吃下米粉后,刘芸喂侄女米粉这种行为：,36,badPhappyE,materials/situations/36.PNG,materials/happyreason/36.PNG,materials/badpropose/36.PNG,materials/happyending/36.PNG,0,114,114,114,,,,,,,,,,,,,4051.648981799999,0.007019399999990128,[-0.06458333333333334],[-0.13541666666666666],[1],[0],[0],[2.6985273999998753],4054.3590189999995,0.012654699999984587,[-0.06458333333333334],[-0.12708333333333333],[1],[0],[0],[2.174177000000782],4056.547642899999,0.013550199999372126,[-0.04791666666666667],[-0.1361111111111111],[1],[0],[0],[2.219966200000272],4058.7710583999997,4061.7777886999993,4064.0781780999987,4064.0781780999987,4064.0781780999987,4064.0781780999987,2.2604166666666665,2.0330821000006836,4066.1241419999988,4069.1340407999996,4069.1340407999996,4069.1340407999996,4069.1340407999996,4069.1340407999996,None,4069.1340407999996,4069.1340407999996,4069.1340407999996,4069.1340407999996,None,,,4061.7777886999993,,,,,,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
王丽,王丽戴橡胶手套检查病人。病人,王丽戴橡胶手套检查病人这种行为是：,7,goodPhappyE,materials/situations/7.PNG,materials/happyreason/7.PNG,materials/goodpropose/7.PNG,materials/happyending/7.PNG,0,115,115,115,,,,,,,,,,,,,4069.1340407999996,0.00921560000097088,[-0.23194444444444445],[-0.17430555555555555],[1],[0],[0],[1.7030585000011342],4070.8466757999995,0.006283099999564001,[-0.23194444444444445],[-0.17430555555555555],[1],[0],[0],[1.0222878999993554],4071.875354,0.006845000001703738,[],[],[],[],[],[],4074.1856472,4077.1748054,4079.477653,4079.477653,4079.477653,4079.477653,5.765625,1.383966399998826,4080.870737199999,4083.868781199999,4083.868781199999,4083.868781199999,4083.868781199999,4083.868781199999,None,4083.868781199999,4083.868781199999,4083.868781199999,4083.868781199999,None,,,,,,,,,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
罗兰,罗兰把蘑菇给朋友吃。罗兰的朋友,罗兰把蘑菇送给朋友吃这种行为是：,6,goodPhappyE,materials/situations/6.PNG,materials/happyreason/6.PNG,materials/goodpropose/6.PNG,materials/happyending/6.PNG,0,116,116,116,,,,,,,,,,,,,4083.868781199999,0.006761900000128662,[0.23541666666666666],[-0.19027777777777777],[1],[0],[0],[7.803670499999498],4091.6810170999997,0.008518700000422541,[0.22708333333333333],[-0.19027777777777777],[1],[0],[0],[1.5029041999987385],4093.1893130999997,0.00640919999932521,[0.22708333333333333],[-0.19027777777777777],[1],[0],[0],[0.9983317000005627],4094.1963989999986,4097.201636299998,4099.499099899998,4099.499099899998,4099.499099899998,4099.499099899998,6.625,2.0336717999998655,4101.542473799998,4107.539918499999,4107.539918499999,4107.539918499999,4107.539918499999,4107.539918499999,None,4107.539918499999,4107.539918499999,4107.539918499999,4107.539918499999,None,,,,,,,,,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
