name,behave,evaluation,number,cond,situation,reason,propose,ending,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,image.started,mouse_4.started,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.time,key_resp.started,image_2.started,key_resp.keys,key_resp.rt,back.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,predictp.started,mouse_2.started,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,predictp_2.started,mouse_3.started,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.time,text.started,predictp_3.started,slider.started,text_2.started,text_3.started,text_4.started,slider.response,slider.rt,text_6.started,text_6.stopped,text_5.started,text_5.stopped,key_resp_6.started,key_resp_6.stopped,key_resp_6.keys,key_resp_2.started,key_resp_2.stopped,image_3.started,image_3.stopped,key_resp_2.keys,predictp_2.stopped,mouse_3.stopped,text.stopped,back.stopped,mouse.stopped,predictp_3.stopped,key_resp_6.rt,key_resp_2.rt,participant,session,randomization,date,expName,psychopyVersion,frameRate,
何伟,何伟让客人进入实验室。客人,何伟让客人进入实验室这种行为：,2,goodPhappyE,materials/situations/2.PNG,materials/happyreason/2.PNG,materials/goodpropose/2.PNG,materials/happyending/2.PNG,0,65,65,65,,,,,,,,,,,,,2980.3505568,0.007675599999856786,[-0.20694444444444443],[-0.23055555555555557],[1],[0],[0],[3.315213500000027],2983.677764,0.012483600001360173,[-0.05486111111111111],[-0.10902777777777778],[1],[0],[0],[3.693578600001274],2987.3767437999995,0.007269200001246645,[],[],[],[],[],[],2989.670788399999,2992.6738398999987,2994.9754233999993,2994.9754233999993,2994.9754233999993,2994.9754233999993,5.8125,2.9165929999999207,2997.9055240999987,3001.9172927,3001.9172927,3001.9172927,3001.9172927,3001.9172927,None,3001.9172927,3001.9172927,3001.9172927,3001.9172927,None,2989.670788399999,2.2933588000014424,2992.6738398999987,,,2994.9754233999993,,,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
李贝,李贝把这些肉给孩子们吃。孩子们,李贝把这些肉给孩子们吃这种行为是：,14,badPhappyE,materials/situations/14.PNG,materials/happyreason/14.PNG,materials/badpropose/14.PNG,materials/happyending/14.PNG,0,66,66,66,,,,,,,,,,,,,3001.9172927,0.007534799999120878,[0.38055555555555554],[0.018055555555555554],[1],[0],[0],[3.2431505999993533],3005.164766599999,0.007451400000718422,[0.49236111111111114],[0.07291666666666667],[1],[0],[0],[2.181382200000371],3007.3567685999988,0.0119209000004048,[],[],[],[],[],[],3009.6508214999994,3012.6477615999993,3014.9441996999994,3014.9441996999994,3014.9441996999994,3014.9441996999994,2.6302083333333335,0.34351910000077623,3015.298366199999,3019.296704799999,3019.296704799999,3019.296704799999,3019.296704799999,3019.296704799999,None,3019.296704799999,3019.296704799999,3019.296704799999,3019.296704799999,None,,,3012.6477615999993,,,3014.9441996999994,,,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
徐娜,徐娜叫她的朋友到冰屋里玩。她的朋友,徐娜叫朋友到冰屋里玩这种行为是：,19,goodPhappyE,materials/situations/19.PNG,materials/happyreason/19.PNG,materials/goodpropose/19.PNG,materials/happyending/19.PNG,0,67,67,67,,,,,,,,,,,,,3019.296704799999,0.007066200001645484,[-0.16111111111111112],[-0.1326388888888889],[1],[0],[0],[1.7976598000004742],3021.1029181999984,0.006361200001265388,[-0.24930555555555556],[-0.17777777777777778],[1],[0],[0],[2.37042079999992],3023.4838805,0.007359799999903771,[-0.2638888888888889],[-0.2652777777777778],[1],[0],[0],[1.7950814000014361],3025.2765419999996,3028.2823654999993,3030.584802199999,3030.584802199999,3030.584802199999,3030.584802199999,6.859375,2.489837200000693,3033.0740067999996,3039.0860592999998,3039.0860592999998,3039.0860592999998,3039.0860592999998,3039.0860592999998,None,3039.0860592999998,3039.0860592999998,3039.0860592999998,3039.0860592999998,None,,,3028.2823654999993,,,3030.584802199999,,,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
周燕,周燕没有提醒这些青年。青年们滑下坡，,周燕没有提醒这些青年这种行为：,47,badPhappyE,materials/situations/47.PNG,materials/happyreason/47.PNG,materials/badpropose/47.PNG,materials/happyending/47.PNG,0,68,68,68,,,,,,,,,,,,,3039.0860592999998,0.007643800001460477,[0.06041666666666667],[-0.04791666666666667],[1],[0],[0],[6.972381100000348],3046.062048399999,0.007256200000483659,[0.009027777777777777],[-0.06527777777777778],[1],[0],[0],[4.106800600000497],3050.1798278999995,0.007542300001659896,[],[],[],[],[],[],3052.480114099999,3055.486318699999,3057.780090099999,3057.780090099999,3057.780090099999,3057.780090099999,3.0677083333333335,2.7341730000007374,3060.5187376999984,3064.519004399999,3064.519004399999,3064.519004399999,3064.519004399999,3064.519004399999,None,3064.519004399999,3064.519004399999,3064.519004399999,3064.519004399999,None,,,,,,,,,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
史琴,史琴给朋友系上安全带。她的朋友,史琴给朋友系上安全带这种行为是：,18,badPhappyE,materials/situations/18.PNG,materials/happyreason/18.PNG,materials/badpropose/18.PNG,materials/happyending/18.PNG,0,69,69,69,,,,,,,,,,,,,3064.519004399999,0.007012899999608635,[-0.06458333333333334],[-0.16458333333333333],[1],[0],[0],[2.146722800000134],3066.668800199999,0.00671640000109619,[-0.20902777777777778],[-0.18472222222222223],[1],[0],[0],[2.3515094999984285],3069.0277226,0.006548800000018673,[],[],[],[],[],[],3071.3335467999987,3074.3294941999993,3076.6276651999997,3076.6276651999997,3076.6276651999997,3076.6276651999997,3.229166666666667,4.167864099999861,3080.8034457999984,3084.8127693999995,3084.8127693999995,3084.8127693999995,3084.8127693999995,3084.8127693999995,None,3084.8127693999995,3084.8127693999995,3084.8127693999995,3084.8127693999995,None,,,3074.3294941999993,,,3076.6276651999997,,,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
孙丽,孙丽没有提醒老人。老人走过去，,孙丽没有提醒老人这种行为：,46,goodPsadE,materials/situations/46.PNG,materials/sadreason/46.PNG,materials/goodpropose/46.PNG,materials/sadending/46.PNG,0,70,70,70,,,,,,,,,,,,,3084.8127693999995,0.007102000001395936,[0.1763888888888889],[-0.04791666666666667],[1],[0],[0],[2.7469875999995566],3087.5602811999997,0.006400000000212458,[0.36041666666666666],[-0.011805555555555555],[1],[0],[0],[5.4494627000003675],3093.019962299999,0.007062700000460609,[],[],[],[],[],[],3095.323016099999,3098.323862899999,3100.6317623999985,3100.6317623999985,3100.6317623999985,3100.6317623999985,2.567708333333333,3.492469599999822,3104.121138499999,3110.1210692999994,3110.1210692999994,3110.1210692999994,3110.1210692999994,3110.1210692999994,None,3110.1210692999994,3110.1210692999994,3110.1210692999994,3110.1210692999994,None,,,,,,,,,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
林蕾,林蕾把粉末放进朋友咖啡里。林蕾的朋友喝完咖啡后,林蕾把粉末放进朋友咖啡里这种行为：,1,goodPhappyE,materials/situations/1.PNG,materials/happyreason/1.PNG,materials/goodpropose/1.PNG,materials/happyending/1.PNG,0,71,71,71,,,,,,,,,,,,,3110.1210692999994,0.008417600000029779,[0.12013888888888889],[0.027777777777777776],[1],[0],[0],[2.7985279000004084],3112.9316356,0.009061999999175896,[-0.04513888888888889],[-0.1284722222222222],[1],[0],[0],[2.2831308000004356],3115.2193732999986,0.006910300000527059,[],[],[],[],[],[],3117.5184439999994,3120.5206676999987,3122.8208179999983,3122.8208179999983,3122.8208179999983,3122.8208179999983,2.5104166666666665,5.194959899999958,3128.016349899999,3132.0154613999985,3132.0154613999985,3132.0154613999985,3132.0154613999985,3132.0154613999985,None,3132.0154613999985,3132.0154613999985,3132.0154613999985,3132.0154613999985,None,3117.5184439999994,2.298950300000797,3120.5206676999987,,,3122.8208179999983,,,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
陈强,陈强挥手让堂兄去捡球。堂兄跑去捡球，,陈强挥手让堂兄去捡球这种行为：,37,badPhappyE,materials/situations/37.PNG,materials/happyreason/37.PNG,materials/badpropose/37.PNG,materials/happyending/37.PNG,0,72,72,72,,,,,,,,,,,,,3132.0154613999985,0.007857399999920744,[0.025694444444444443],[-0.05277777777777778],[1],[0],[0],[3.9794218000006367],3136.0008928999996,0.007211600001028273,[0.40208333333333335],[0.018055555555555554],[1],[0],[0],[2.035981900000479],3138.0457116999987,0.007421700000122655,[],[],[],[],[],[],3140.348478599999,3143.3453716999993,3145.651220599999,3145.651220599999,3145.651220599999,3145.651220599999,3.0625,1.6578165999999328,3147.312511099999,3150.3120679999993,3150.3120679999993,3150.3120679999993,3150.3120679999993,3150.3120679999993,None,3150.3120679999993,3150.3120679999993,3150.3120679999993,3150.3120679999993,None,3140.348478599999,2.2985626999998203,3143.3453716999993,,,3145.651220599999,,,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
唐巧,唐巧让男孩走进冒烟的房子。男孩,唐巧让男孩走进冒烟房子这种行为是：,24,badPhappyE,materials/situations/24.PNG,materials/happyreason/24.PNG,materials/badpropose/24.PNG,materials/happyending/24.PNG,0,73,73,73,,,,,,,,,,,,,3150.3120679999993,0.006588500000361819,[-0.20555555555555555],[-0.08055555555555556],[1],[0],[0],[2.88692489999994],3153.2090187999984,0.00808829999914451,[-0.20555555555555555],[-0.07291666666666667],[1],[0],[0],[2.7837158999991516],3156.006255299999,0.013912799999161507,[],[],[],[],[],[],3158.3028793999983,3161.3134009999994,3163.6098581999995,3163.6098581999995,3163.6098581999995,3163.6098581999995,2.0,2.8027548999998544,3166.4097071999986,3169.4174055999993,3169.4174055999993,3169.4174055999993,3169.4174055999993,3169.4174055999993,None,3169.4174055999993,3169.4174055999993,3169.4174055999993,3169.4174055999993,None,,,,,,,,,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
罗格,罗格没有管他的朋友。他的朋友,罗格没有管他的朋友这种行为是：,15,badPsadE,materials/situations/15.PNG,materials/sadreason/15.PNG,materials/badpropose/15.PNG,materials/sadending/15.PNG,0,74,74,74,,,,,,,,,,,,,3169.4174055999993,0.006989599998632912,[-0.30972222222222223],[-0.22430555555555556],[1],[0],[0],[1.7814185000006546],3171.2058807999983,0.007043800000246847,[-0.30069444444444443],[-0.25],[1],[0],[0],[1.8510466999996424],3173.0607094999996,0.0062164999999367865,[],[],[],[],[],[],3175.3533113999983,3178.353754399999,3180.660017799999,3180.660017799999,3180.660017799999,3180.660017799999,1,2.799862800000483,3183.465232999999,3187.4647074999993,3187.4647074999993,,3187.4647074999993,,space,3218.753918299999,,3218.753918299999,,s,3175.3533113999983,2.295351600001595,3178.353754399999,,,3180.660017799999,31.27127930000097,17.64662910000152,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
郑宇,郑宇没有阻止朋友开枪。子弹射中了,郑宇没有阻止朋友开枪这种行为：,26,badPsadE,materials/situations/26.PNG,materials/sadreason/26.PNG,materials/badpropose/26.PNG,materials/sadending/26.PNG,0,75,75,75,,,,,,,,,,,,,3236.419943699999,0.00724390000141284,[-0.3368055555555556],[-0.1673611111111111],[1],[0],[0],[3.636507700000948],3240.0629363999997,0.007560600000942941,[-0.3368055555555556],[-0.1673611111111111],[1],[0],[0],[4.160751900000832],3244.2297831999986,0.006316099999821745,[],[],[],[],[],[],3246.5228254999984,3249.5206392,3251.8210660999994,3251.8210660999994,3251.8210660999994,3251.8210660999994,2.010416666666667,4.225154900001144,3256.0450375,3262.048089099999,3262.048089099999,3262.048089099999,3262.048089099999,3262.048089099999,None,3262.048089099999,3262.048089099999,3262.048089099999,3262.048089099999,None,3246.5228254999984,2.297043399999893,3249.5206392,,,3251.8210660999994,,,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
张克,张克邀请朋友吃饼干。他的朋友,张克邀请他的朋友吃饼干这种行为是：,22,goodPsadE,materials/situations/22.PNG,materials/sadreason/22.PNG,materials/goodpropose/22.PNG,materials/sadending/22.PNG,0,76,76,76,,,,,,,,,,,,,3262.048089099999,0.008234300001277006,[-0.12569444444444444],[-0.14722222222222223],[1],[0],[0],[3.8469015000009676],3265.901592799999,0.0071356000007654075,[-0.3736111111111111],[-0.12708333333333333],[1],[0],[0],[1.8682579000014812],3267.7816319999984,0.008110400000077789,[],[],[],[],[],[],3270.077468899999,3273.0747573999997,3275.381785899999,3275.381785899999,3275.381785899999,3275.381785899999,2.875,2.0603105000009236,3277.442004499999,3282.4434836,3282.4434836,3282.4434836,3282.4434836,3282.4434836,None,3282.4434836,3282.4434836,3282.4434836,3282.4434836,None,3270.077468899999,2.298796900000525,3273.0747573999997,,,,,,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
蒋文,蒋文没有管他妹妹。他的妹妹自己开车,蒋文没有管他妹妹这种行为：,32,goodPsadE,materials/situations/32.PNG,materials/sadreason/32.PNG,materials/goodpropose/32.PNG,materials/sadending/32.PNG,0,77,77,77,,,,,,,,,,,,,3282.4434836,0.008660499999677995,[-0.20694444444444443],[-0.16041666666666668],[1],[0],[0],[2.30931849999979],3284.7645832,0.006433200000174111,[-0.2326388888888889],[-0.15138888888888888],[1],[0],[0],[3.0170631000000867],3287.7854706,0.007647500000530272,[],[],[],[],[],[],3290.0773225999983,3293.0759449999987,3295.371384099999,3295.371384099999,3295.371384099999,3295.371384099999,1.8437500000000004,2.5233191000006627,3297.9001399999997,3301.903450599999,3301.903450599999,3301.903450599999,3301.903450599999,3301.903450599999,None,3301.903450599999,3301.903450599999,3301.903450599999,3301.903450599999,None,3290.0773225999983,2.2951649999995425,3293.0759449999987,,,3295.371384099999,,,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
孙丽,孙丽没有提醒老人。老人走过去，,孙丽没有提醒老人这种行为：,46,badPsadE,materials/situations/46.PNG,materials/sadreason/46.PNG,materials/badpropose/46.PNG,materials/sadending/46.PNG,0,78,78,78,,,,,,,,,,,,,3301.903450599999,0.0066377000002830755,[-0.2875],[-0.17777777777777778],[1],[0],[0],[1.7492660999996588],3303.6592722999994,0.0068179000008967705,[-0.2875],[-0.17777777777777778],[1],[0],[0],[1.173300599999493],3304.8427440999985,0.006258600000364822,[],[],[],[],[],[],3307.1468569999997,3310.1529683999997,3312.4417237,3312.4417237,3312.4417237,3312.4417237,1,7.514749100000699,3319.9633971999992,3322.976251599999,3322.976251599999,3322.976251599999,3322.976251599999,3322.976251599999,None,3322.976251599999,3322.976251599999,3322.976251599999,3322.976251599999,None,,,,,,,,,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
舒玲,舒玲把车借给同学。舒玲的同学,舒玲把自行车借给同学这种行为是：,12,goodPsadE,materials/situations/12.PNG,materials/sadreason/12.PNG,materials/goodpropose/12.PNG,materials/sadending/12.PNG,0,79,79,79,,,,,,,,,,,,,3322.976251599999,0.013865599999917322,[-0.475],[-0.1875],[1],[0],[0],[3.933293500000218],3326.915944999999,0.008330999999088817,[-0.3951388888888889],[-0.24027777777777778],[1],[0],[0],[1.5639015000015206],3328.4893220999984,0.006862800000817515,[],[],[],[],[],[],3330.7887897,3333.7891953,3336.096759599999,3336.096759599999,3336.096759599999,3336.096759599999,4.78125,7.446340600001349,3343.5384737999993,3346.5423861,3346.5423861,3346.5423861,3346.5423861,3346.5423861,None,3346.5423861,3346.5423861,3346.5423861,3346.5423861,None,,,3333.7891953,,,3336.096759599999,,,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
刘莎,刘莎把绳索卖给顾客。顾客使用这条绳索攀岩时,刘莎把绳索卖给顾客这种行为：,30,badPhappyE,materials/situations/30.PNG,materials/happyreason/30.PNG,materials/badpropose/30.PNG,materials/happyending/30.PNG,0,80,80,80,,,,,,,,,,,,,3346.5423861,0.013988099999551196,[-0.019444444444444445],[-0.07083333333333333],[1],[0],[0],[2.6694170999999187],3349.2253028999985,0.007636000000275089,[-0.07291666666666667],[-0.1326388888888889],[1],[0],[0],[2.521314399999028],3351.7561474999984,0.01291289999971923,[],[],[],[],[],[],3354.064202399999,3357.061988399999,3359.360318699999,3359.360318699999,3359.360318699999,3359.360318699999,5.427083333333333,1.5121451000013622,3360.8721682999985,3364.8718980999984,3364.8718980999984,3364.8718980999984,3364.8718980999984,3364.8718980999984,None,3364.8718980999984,3364.8718980999984,3364.8718980999984,3364.8718980999984,None,,,,,,,,,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
路明,路明让伙伴爬上树屋。他的朋友,路明让伙伴爬上树屋这种行为：,41,badPsadE,materials/situations/41.PNG,materials/sadreason/41.PNG,materials/badpropose/41.PNG,materials/sadending/41.PNG,0,81,81,81,,,,,,,,,,,,,3364.8718980999984,0.007487299999411334,[-0.015277777777777777],[-0.20833333333333334],[1],[0],[0],[2.540191500000219],3367.416517399999,0.007398400000965921,[0.13680555555555557],[-0.18125],[1],[0],[0],[1.8265589000002365],3369.2489207,0.0063775000016903505,[],[],[],[],[],[],3371.5430579999993,3374.5411503999985,3376.835358799999,3376.835358799999,3376.835358799999,3376.835358799999,1.2760416666666665,1.750489900001412,3378.5898079,3381.5918159999983,3381.5918159999983,3381.5918159999983,3381.5918159999983,3381.5918159999983,None,3381.5918159999983,3381.5918159999983,3381.5918159999983,3381.5918159999983,None,3371.5430579999993,2.2994680000010703,3374.5411503999985,,,3376.835358799999,,,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
徐雷,徐雷让女朋友过桥。徐雷的女朋友,徐雷让女朋友过桥这种行为是：,4,goodPhappyE,materials/situations/4.PNG,materials/happyreason/4.PNG,materials/goodpropose/4.PNG,materials/happyending/4.PNG,0,82,82,82,,,,,,,,,,,,,3381.5918159999983,0.013199299999541836,[-0.28958333333333336],[-0.08055555555555556],[1],[0],[0],[1.7547469000001001],3383.362433299999,0.013393699999141973,[-0.26319444444444445],[-0.08680555555555555],[1],[0],[0],[1.179998000001433],3384.5483907999987,0.006829200001448044,[-0.30625],[-0.19166666666666668],[1],[0],[0],[1.3675653999998758],3385.923046,3388.9247165999986,3391.2257937999984,3391.2257937999984,3391.2257937999984,3391.2257937999984,6.5625,3.6323757999998634,3394.861841099999,3400.8574056999987,3400.8574056999987,3400.8574056999987,3400.8574056999987,3400.8574056999987,None,3400.8574056999987,3400.8574056999987,3400.8574056999987,3400.8574056999987,None,,,3388.9247165999986,,,3391.2257937999984,,,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
史琴,史琴给朋友系上安全带。她的朋友,史琴给朋友系上安全带这种行为是：,18,badPsadE,materials/situations/18.PNG,materials/sadreason/18.PNG,materials/badpropose/18.PNG,materials/sadending/18.PNG,0,83,83,83,,,,,,,,,,,,,3400.8574056999987,0.0084391999989748,[0.33402777777777776],[-0.2076388888888889],[1],[0],[0],[1.9179688999993232],3402.7903516999995,0.00812450000012177,[0.3173611111111111],[-0.2076388888888889],[1],[0],[0],[1.6735220999999],3404.4725143999985,0.007221100000606384,[],[],[],[],[],[],3406.7675581999993,3409.767814699999,3412.0640335999997,3412.0640335999997,3412.0640335999997,3412.0640335999997,1,1.3950920999996015,3413.4690760999983,3418.4725966999995,3418.4725966999995,3418.4725966999995,3418.4725966999995,3418.4725966999995,None,3418.4725966999995,3418.4725966999995,3418.4725966999995,3418.4725966999995,None,,,3409.767814699999,,,3412.0640335999997,,,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
韩珍,韩珍悄悄走开。小孩,韩珍悄悄走开这种行为是：,5,badPhappyE,materials/situations/5.PNG,materials/happyreason/5.PNG,materials/badpropose/5.PNG,materials/happyending/5.PNG,0,84,84,84,,,,,,,,,,,,,3418.4725966999995,0.006291300000157207,[0.003472222222222222],[0.011805555555555555],[1],[0],[0],[1.1919146999989607],3419.6663015999984,0.007346299998971517,[0.011805555555555555],[0.02013888888888889],[1],[0],[0],[2.863867800000662],3422.536211999999,0.006646199999522651,[],[],[],[],[],[],3424.834287599999,3427.834669099999,3430.1349624999984,3430.1349624999984,3430.1349624999984,3430.1349624999984,2.911458333333333,3.101931399998648,3433.2377471,3438.2410196,3438.2410196,3438.2410196,3438.2410196,3438.2410196,None,3438.2410196,3438.2410196,3438.2410196,3438.2410196,None,3424.834287599999,2.2973234000000957,3427.834669099999,,,3430.1349624999984,,,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
林蕾,林蕾把粉末放进朋友咖啡里。林蕾的朋友喝完咖啡后,林蕾把粉末放进朋友咖啡里这种行为：,1,badPhappyE,materials/situations/1.PNG,materials/happyreason/1.PNG,materials/badpropose/1.PNG,materials/happyending/1.PNG,0,85,85,85,,,,,,,,,,,,,3438.2410196,0.008165599998392281,[-0.030555555555555555],[0.06111111111111111],[1],[0],[0],[1.6656887999997707],3439.9128293999984,0.008486600001560873,[-0.05625],[-0.024305555555555556],[1],[0],[0],[1.6571856999999],3441.5784520999987,0.008096399998976267,[],[],[],[],[],[],3443.883791799999,3446.8808952,3449.1861476999984,3449.1861476999984,3449.1861476999984,3449.1861476999984,1.8958333333333335,1.2106819999989966,3450.4036622999993,3455.4043914999984,3455.4043914999984,3455.4043914999984,3455.4043914999984,3455.4043914999984,None,3455.4043914999984,3455.4043914999984,3455.4043914999984,3455.4043914999984,None,,,,,,,,,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
舒玲,舒玲把车借给同学。舒玲的同学,舒玲把自行车借给同学这种行为是：,12,goodPhappyE,materials/situations/12.PNG,materials/happyreason/12.PNG,materials/goodpropose/12.PNG,materials/happyending/12.PNG,0,86,86,86,,,,,,,,,,,,,3455.4043914999984,0.006553699999130913,[-0.025694444444444443],[0.017361111111111112],[1],[0],[0],[2.1433428000000276],3457.5531274999994,0.006339400000797468,[-0.025694444444444443],[0.017361111111111112],[1],[0],[0],[1.3666429000004428],3458.9247949,0.006573499998921761,[],[],[],[],[],[],3461.2211164,3464.2222809999985,3466.5236183999987,3466.5236183999987,3466.5236183999987,3466.5236183999987,6.203125,2.3442611999998917,3468.872819799999,3474.8749644,3474.8749644,3474.8749644,3474.8749644,3474.8749644,None,3474.8749644,3474.8749644,3474.8749644,3474.8749644,None,3461.2211164,2.296917099998609,3464.2222809999985,,,3466.5236183999987,,,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
马超,马超继续读着报纸。孩子,马超继续读着报纸这种行为：,44,badPhappyE,materials/situations/44.PNG,materials/happyreason/44.PNG,materials/badpropose/44.PNG,materials/happyending/44.PNG,0,87,87,87,,,,,,,,,,,,,3474.8749644,0.007959099999425234,[-0.016666666666666666],[0.02638888888888889],[1],[0],[0],[2.39500340000086],3477.281010999999,0.012630700000954675,[-0.016666666666666666],[0.02638888888888889],[1],[0],[0],[4.7909877999991295],3482.0896808999987,0.01219419999870297,[],[],[],[],[],[],3484.385879899999,3487.3884562999992,3489.6974059999993,3489.6974059999993,3489.6974059999993,3489.6974059999993,1.0208333333333333,3.705646999998862,3493.415477999999,3499.4254015999995,3499.4254015999995,3499.4254015999995,3499.4254015999995,3499.4254015999995,None,3499.4254015999995,3499.4254015999995,3499.4254015999995,3499.4254015999995,None,,,,,,,,,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
刘莎,刘莎把绳索卖给顾客。顾客使用这条绳索攀岩时,刘莎把绳索卖给顾客这种行为：,30,goodPsadE,materials/situations/30.PNG,materials/sadreason/30.PNG,materials/goodpropose/30.PNG,materials/sadending/30.PNG,0,88,88,88,,,,,,,,,,,,,3499.4254015999995,0.00945040000078734,[0.05625],[-0.16597222222222222],[1],[0],[0],[1.8035630999984278],3501.2374615999997,0.011705999999321648,[0.05625],[-0.16597222222222222],[1],[0],[0],[2.534395000000586],3503.788600599999,0.013300700000399956,[],[],[],[],[],[],3506.0926937999993,3509.1016876999984,3511.3910405999995,3511.3910405999995,3511.3910405999995,3511.3910405999995,4.572916666666667,3.557895300000382,3514.9563705,3518.9581036,3518.9581036,3518.9581036,3518.9581036,3518.9581036,None,3518.9581036,3518.9581036,3518.9581036,3518.9581036,None,,,,,,,,,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
唐巧,唐巧让男孩走进冒烟的房子。男孩,唐巧让男孩走进冒烟房子这种行为是：,24,goodPhappyE,materials/situations/24.PNG,materials/happyreason/24.PNG,materials/goodpropose/24.PNG,materials/happyending/24.PNG,0,89,89,89,,,,,,,,,,,,,3518.9581036,0.008115200000247569,[0.06736111111111111],[-0.21944444444444444],[1],[0],[0],[2.2968068000009225],3521.263251299999,0.008110499999020249,[-0.04027777777777778],[0.01875],[1],[0],[0],[2.5669738999986293],3523.8415019999993,0.007494199999200646,[],[],[],[],[],[],3526.134928199999,3529.136888199999,3531.437749499999,3531.437749499999,3531.437749499999,3531.437749499999,6.53125,3.8357165999987046,3535.2746001999985,3541.2713894999997,3541.2713894999997,3541.2713894999997,3541.2713894999997,3541.2713894999997,None,3541.2713894999997,3541.2713894999997,3541.2713894999997,3541.2713894999997,None,3526.134928199999,2.2995038999997632,3529.136888199999,,,3531.437749499999,,,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
乔南,乔南点燃熏香。毒气充斥着整座房屋，把害虫都杀光了。邻居的妈妈,乔南点燃熏香这种行为：,35,badPhappyE,materials/situations/35.PNG,materials/happyreason/35.PNG,materials/badpropose/35.PNG,materials/happyending/35.PNG,0,90,90,90,,,,,,,,,,,,,3541.2713894999997,0.007815599999958067,[-0.05138888888888889],[0.008333333333333333],[1],[0],[0],[2.3230418999992253],3543.6034322999985,0.008687999999892781,[-0.034722222222222224],[0.018055555555555554],[1],[0],[0],[2.0760434000003443],3545.6905425999994,0.006792099999074708,[-0.034722222222222224],[0.018055555555555554],[1],[0],[0],[2.1033906000011484],3547.7938102999997,3550.8043678999984,3553.1043569999983,3553.1043569999983,3553.1043569999983,3553.1043569999983,3.036458333333333,3.7777556000000914,3556.8819329,3560.8795530999996,3560.8795530999996,3560.8795530999996,3560.8795530999996,3560.8795530999996,None,3560.8795530999996,3560.8795530999996,3560.8795530999996,3560.8795530999996,None,,,3550.8043678999984,,,,,,102,1,-1,2023-02-20_11h57.28.576,Moral_Emotion_Task,2022.2.4,None,
