name,behave,evaluation,number,cond,situation,reason,propose,ending,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,image.started,mouse_4.started,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.time,key_resp.started,image_2.started,key_resp.keys,key_resp.rt,back.started,mouse.started,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,predictp.started,mouse_2.started,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,predictp_2.started,mouse_3.started,mouse_3.x,mouse_3.y,mouse_3.leftButton,mouse_3.midButton,mouse_3.rightButton,mouse_3.time,text.started,predictp_3.started,slider.started,text_2.started,text_3.started,text_4.started,slider.response,slider.rt,text_6.started,text_6.stopped,text_5.started,text_5.stopped,key_resp_6.started,key_resp_6.stopped,key_resp_6.keys,key_resp_2.started,key_resp_2.stopped,image_3.started,image_3.stopped,key_resp_2.keys,predictp_2.stopped,mouse_3.stopped,predictp_3.stopped,text.stopped,key_resp_2.rt,key_resp_6.rt,participant,session,randomization,date,expName,psychopyVersion,frameRate,
叶蓉,叶蓉把小狗卖给女顾客。小狗,叶蓉把小狗卖给女顾客这种行为：,39,goodPhappyE,materials/situations/39.PNG,materials/happyreason/39.PNG,materials/goodpropose/39.PNG,materials/happyending/39.PNG,0,18,18,18,,,,,,,,,,,,,526.0269354999996,0.010341699999116827,[0.14305555555555555],[-0.15],[1],[0],[0],[3.1643966999999975],529.2008496000003,0.008174599999620114,[0.1],[-0.21805555555555556],[1],[0],[0],[2.403155599999991],531.6166811999997,0.006781200000659737,[],[],[],[],[],[],533.9188225000003,536.9206570000001,539.2279191000002,539.2279191000002,539.2279191000002,539.2279191000002,5.854166666666667,8.303855099999964,547.5293145,551.5382700000005,551.5382700000005,551.5382700000005,551.5382700000005,551.5382700000005,None,551.5382700000005,551.5382700000005,551.5382700000005,551.5382700000005,None,,,,,,,101,1,-1,2023-02-20_10h13.31.440,Moral_Emotion_Task,2022.2.4,None,
何华,何华没有尝试叫醒朋友。他的朋友,何华没有尝试叫醒朋友这种行为：,40,badPsadE,materials/situations/40.PNG,materials/sadreason/40.PNG,materials/badpropose/40.PNG,materials/sadending/40.PNG,0,19,19,19,,,,,,,,,,,,,551.5382700000005,0.009000099999866507,[0.10486111111111111],[-0.00625],[1],[0],[0],[3.1900532999998177],554.7363441000002,0.009545300000354473,[0.15555555555555556],[-0.05763888888888889],[1],[0],[0],[3.486666300000252],558.2391166000002,0.010712900000726222,[],[],[],[],[],[],560.5641234999998,563.5454451,565.8603298000003,565.8603298000003,565.8603298000003,565.8603298000003,2.234375,4.006958300000406,569.8591153000002,575.8686151999996,575.8686151999996,575.8686151999996,575.8686151999996,575.8686151999996,None,575.8686151999996,575.8686151999996,575.8686151999996,575.8686151999996,None,,,,,,,101,1,-1,2023-02-20_10h13.31.440,Moral_Emotion_Task,2022.2.4,None,
路明,路明让伙伴爬上树屋。他的朋友,路明让伙伴爬上树屋这种行为：,41,goodPsadE,materials/situations/41.PNG,materials/sadreason/41.PNG,materials/goodpropose/41.PNG,materials/sadending/41.PNG,0,20,20,20,,,,,,,,,,,,,575.8686151999996,0.00859409999975469,[0.03888888888888889],[0.07013888888888889],[1],[0],[0],[2.4276954999995723],578.3059574000004,0.007114200000614801,[0.10625],[-0.09166666666666666],[1],[0],[0],[4.223437300000114],582.5381861999999,0.011885199999596807,[],[],[],[],[],[],584.8755835999996,587.8391599000001,590.1528168,590.1528168,590.1528168,590.1528168,3.125,5.794731500000125,595.9410820999997,600.9451426,600.9451426,600.9451426,600.9451426,600.9451426,None,600.9451426,600.9451426,600.9451426,600.9451426,None,,,,,,,101,1,-1,2023-02-20_10h13.31.440,Moral_Emotion_Task,2022.2.4,None,
赵晨,赵晨鼓励朋友下去游泳。赵晨的朋友在池塘,赵晨鼓励朋友下去游泳这种行为：,25,badPhappyE,materials/situations/25.PNG,materials/happyreason/25.PNG,materials/badpropose/25.PNG,materials/happyending/25.PNG,0,21,21,21,,,,,,,,,,,,,600.9451426,0.009952700000212644,[0.0125],[0.009027777777777777],[1],[0],[0],[2.883128599999509],603.8391084,0.007670099999813829,[0.14305555555555555],[-0.12986111111111112],[1],[0],[0],[3.43953429999965],607.289781,0.009278599999561266,[],[],[],[],[],[],609.5846944999998,612.5911907000004,614.8923091000001,614.8923091000001,614.8923091000001,614.8923091000001,1.7864583333333335,4.999731099999735,619.8967957999998,623.9056575,623.9056575,623.9056575,623.9056575,623.9056575,None,623.9056575,623.9056575,623.9056575,623.9056575,None,,,,612.5911907000004,,,101,1,-1,2023-02-20_10h13.31.440,Moral_Emotion_Task,2022.2.4,None,
许乐,许乐让男朋友去碎浪那边游泳。她的男朋友,许乐让男朋友去碎浪那边游泳这种行为：,42,goodPsadE,materials/situations/42.PNG,materials/sadreason/42.PNG,materials/goodpropose/42.PNG,materials/sadending/42.PNG,0,22,22,22,,,,,,,,,,,,,623.9056575,0.007914299999356444,[-0.1423611111111111],[-0.11875],[1],[0],[0],[2.699872299999697],626.6160188999997,0.011855099999593222,[-0.17569444444444443],[-0.12708333333333333],[1],[0],[0],[2.4639063999993596],629.0904695000004,0.009418599999662547,[],[],[],[],[],[],631.3885206,634.3872015000002,636.6949950000003,636.6949950000003,636.6949950000003,636.6949950000003,1,4.71567049999976,641.4192638,647.4247780999999,647.4247780999999,647.4247780999999,647.4247780999999,647.4247780999999,None,647.4247780999999,647.4247780999999,647.4247780999999,647.4247780999999,None,631.3885206,2.2995994999992035,,634.3872015000002,,,101,1,-1,2023-02-20_10h13.31.440,Moral_Emotion_Task,2022.2.4,None,
马超,马超继续读着报纸。孩子,马超继续读着报纸这种行为：,44,goodPhappyE,materials/situations/44.PNG,materials/happyreason/44.PNG,materials/goodpropose/44.PNG,materials/happyending/44.PNG,0,23,23,23,,,,,,,,,,,,,647.4247780999999,0.00923640000019077,[0.3770833333333333],[0.075],[1],[0],[0],[3.8371993000000657],651.2750620000002,0.010653700000148092,[0.36180555555555555],[-0.11388888888888889],[1],[0],[0],[2.1397156000002724],653.4222161000002,0.008046500000091328,[],[],[],[],[],[],655.7539695,658.7242109000003,661.0355973999999,661.0355973999999,661.0355973999999,661.0355973999999,3.8229166666666665,4.245465099999819,665.2813684999996,671.2888203999996,671.2888203999996,671.2888203999996,671.2888203999996,671.2888203999996,None,671.2888203999996,671.2888203999996,671.2888203999996,671.2888203999996,None,,,,,,,101,1,-1,2023-02-20_10h13.31.440,Moral_Emotion_Task,2022.2.4,None,
唐静,唐静让妹妹在桌边玩。唐静的妹妹,唐静让妹妹在桌边玩这种行为是：,13,goodPsadE,materials/situations/13.PNG,materials/sadreason/13.PNG,materials/goodpropose/13.PNG,materials/sadending/13.PNG,0,24,24,24,,,,,,,,,,,,,671.2888203999996,0.010921000000053027,[0.11944444444444445],[-0.07291666666666667],[1],[0],[0],[2.8060098999994807],674.1039213999998,0.009181000000353379,[0.11805555555555555],[-0.07222222222222222],[1],[0],[0],[2.646411700000499],676.7598417000004,0.009024299999509822,[0.11805555555555555],[-0.08055555555555556],[1],[0],[0],[1.9751610000002984],678.7383060999996,681.7391153000003,684.0415668,684.0415668,684.0415668,684.0415668,1.984375,5.21142300000065,689.2624948999996,693.2718104,693.2718104,993.2697378999997,693.2718104,993.2697378999997,None,993.2697378999997,,993.2697378999997,,s,,,684.0415668,681.7391153000003,138.29911519999996,,101,1,-1,2023-02-20_10h13.31.440,Moral_Emotion_Task,2022.2.4,None,
郑宇,郑宇没有阻止朋友开枪。子弹射中了,郑宇没有阻止朋友开枪这种行为：,26,badPsadE,materials/situations/26.PNG,materials/sadreason/26.PNG,materials/badpropose/26.PNG,materials/sadending/26.PNG,0,25,25,25,,,,,,,,,,,,,1131.5923362999997,0.008804999999483698,[0.22708333333333333],[-0.003472222222222222],[1],[0],[0],[3.7913155000005645],1135.3930937,0.008377900000596128,[0.22708333333333333],[0.004861111111111111],[1],[0],[0],[3.0579338999996253],1138.4591028999998,0.008774599999924249,[],[],[],[],[],[],1140.7565043,1143.7636071000002,1146.0702656999997,1146.0702656999997,1146.0702656999997,1146.0702656999997,2.6927083333333335,4.976414499999919,1151.0455118000004,1154.0511732999998,1154.0511732999998,1154.0511732999998,1154.0511732999998,1154.0511732999998,None,1154.0511732999998,1154.0511732999998,1154.0511732999998,1154.0511732999998,None,,,,,,,101,1,-1,2023-02-20_10h13.31.440,Moral_Emotion_Task,2022.2.4,None,
杨鹏,杨鹏马上让妻子吃药。他的妻子,杨鹏马上让妻子吃药这种行为是：,10,badPhappyE,materials/situations/10.PNG,materials/happyreason/10.PNG,materials/badpropose/10.PNG,materials/happyending/10.PNG,0,26,26,26,,,,,,,,,,,,,1154.0511732999998,0.010708400000112306,[-0.18055555555555555],[-0.07430555555555556],[1],[0],[0],[3.9164215000000695],1157.9760892999998,0.007786399999531568,[-0.18055555555555555],[-0.07430555555555556],[1],[0],[0],[2.581598199999462],1160.5667996999996,0.008839900000566558,[],[],[],[],[],[],1162.8669652000003,1165.8771031,1168.1784650000004,1168.1784650000004,1168.1784650000004,1168.1784650000004,1.9583333333333335,3.3109629000000496,1171.4828929,1177.4944505999997,1177.4944505999997,1177.4944505999997,1177.4944505999997,1177.4944505999997,None,1177.4944505999997,1177.4944505999997,1177.4944505999997,1177.4944505999997,None,,,,,,,101,1,-1,2023-02-20_10h13.31.440,Moral_Emotion_Task,2022.2.4,None,
张克,张克邀请朋友吃饼干。他的朋友,张克邀请他的朋友吃饼干这种行为是：,22,goodPhappyE,materials/situations/22.PNG,materials/happyreason/22.PNG,materials/goodpropose/22.PNG,materials/happyending/22.PNG,0,27,27,27,,,,,,,,,,,,,1177.4944505999997,0.009003699999993842,[-0.1701388888888889],[-0.08333333333333333],[1],[0],[0],[3.937773200000265],1181.4447031000004,0.008571699999265547,[-0.10833333333333334],[-0.09305555555555556],[1],[0],[0],[1.729195300000356],1183.1791968000002,0.008016300000235788,[-0.15],[-0.11875],[1],[0],[0],[1.5116723000001002],1184.6929382000003,1187.7039397000003,1190.0145968000002,1190.0145968000002,1190.0145968000002,1190.0145968000002,6.9375,2.6252140000005966,1192.6460203000001,1198.6736171999996,1198.6736171999996,1198.6736171999996,1198.6736171999996,1198.6736171999996,None,1198.6736171999996,1198.6736171999996,1198.6736171999996,1198.6736171999996,None,,,,1187.7039397000003,,,101,1,-1,2023-02-20_10h13.31.440,Moral_Emotion_Task,2022.2.4,None,
李浩,李浩不理会侄子胃疼。他的侄子很快就,李浩不理会侄子胃疼这种行为：,31,badPhappyE,materials/situations/31.PNG,materials/happyreason/31.PNG,materials/badpropose/31.PNG,materials/happyending/31.PNG,0,28,28,28,,,,,,,,,,,,,1198.6736171999996,0.03294149999965157,[-0.02361111111111111],[-0.10347222222222222],[1],[0],[0],[1.6588799000001018],1200.3443144999997,0.010951700000077835,[-0.04791666666666667],[-0.10277777777777777],[1],[0],[0],[3.079546400000254],1203.4372040000003,0.00818390000040381,[],[],[],[],[],[],1205.7350615999999,1208.7442851,1211.0537528999998,1211.0537528999998,1211.0537528999998,1211.0537528999998,1.942708333333333,3.694913099999212,1214.7484366000003,1219.7614766000002,1219.7614766000002,1219.7614766000002,1219.7614766000002,1219.7614766000002,None,1219.7614766000002,1219.7614766000002,1219.7614766000002,1219.7614766000002,None,,,,,,,101,1,-1,2023-02-20_10h13.31.440,Moral_Emotion_Task,2022.2.4,None,
严浩,严浩没有让乘客系好安全带。飞船开动后，这名乘客,严浩没有让乘客系好安全带这种行为：,45,goodPsadE,materials/situations/45.PNG,materials/sadreason/45.PNG,materials/goodpropose/45.PNG,materials/sadending/45.PNG,0,29,29,29,,,,,,,,,,,,,1219.7614766000002,0.009613700000045355,[0.08819444444444445],[-0.1076388888888889],[1],[0],[0],[2.737391700000444],1222.5106849999997,0.008641900000839087,[0.08819444444444445],[-0.1076388888888889],[1],[0],[0],[2.8243172000002232],1225.3418825000003,0.008473900000353751,[],[],[],[],[],[],1227.6438046999997,1230.6454608999998,1232.9447269999996,1232.9447269999996,1232.9447269999996,1232.9447269999996,3.130208333333333,0.9326655000004394,1233.8829539000003,1237.9022726999997,1237.9022726999997,1237.9022726999997,1237.9022726999997,1237.9022726999997,None,1237.9022726999997,1237.9022726999997,1237.9022726999997,1237.9022726999997,None,,,,,,,101,1,-1,2023-02-20_10h13.31.440,Moral_Emotion_Task,2022.2.4,None,
王齐,王齐向同事推荐金枪鱼。他的一个同事吃了这道菜后，,王齐向同事推荐金枪鱼这种行为：,33,badPhappyE,materials/situations/33.PNG,materials/happyreason/33.PNG,materials/badpropose/33.PNG,materials/happyending/33.PNG,0,30,30,30,,,,,,,,,,,,,1237.9022726999997,0.013926800000263029,[-0.04097222222222222],[-0.09583333333333334],[1],[0],[0],[2.8202697999995507],1240.7323349000003,0.012421399999766436,[-0.04097222222222222],[-0.09583333333333334],[1],[0],[0],[1.9015430999997989],1242.6449196999997,0.009019000000080268,[],[],[],[],[],[],1244.9853565999997,1247.9488024999996,1250.2718231000003,1250.2718231000003,1250.2718231000003,1250.2718231000003,4.510416666666666,2.46923870000046,1252.7305443,1255.7383264000005,1255.7383264000005,1255.7383264000005,1255.7383264000005,1255.7383264000005,None,1255.7383264000005,1255.7383264000005,1255.7383264000005,1255.7383264000005,None,,,,,,,101,1,-1,2023-02-20_10h13.31.440,Moral_Emotion_Task,2022.2.4,None,
李明,李明继续开车回家。这个路人,李明继续开车回家这种行为是：,9,badPhappyE,materials/situations/9.PNG,materials/happyreason/9.PNG,materials/badpropose/9.PNG,materials/happyending/9.PNG,0,31,31,31,,,,,,,,,,,,,1255.7383264000005,0.008756899999752932,[-0.016666666666666666],[-0.15555555555555556],[1],[0],[0],[2.4160096999994494],1258.1613519999996,0.009850700000242796,[-0.034027777777777775],[-0.16458333333333333],[1],[0],[0],[1.915762900000118],1260.0915514000003,0.01158709999981511,[],[],[],[],[],[],1262.3925937,1265.3952006000004,1267.7033032000004,1267.7033032000004,1267.7033032000004,1267.7033032000004,3.6875,3.5742960999996285,1271.2804184000001,1276.2908807,1276.2908807,1276.2908807,1276.2908807,1276.2908807,None,1276.2908807,1276.2908807,1276.2908807,1276.2908807,None,,,,,,,101,1,-1,2023-02-20_10h13.31.440,Moral_Emotion_Task,2022.2.4,None,
马慧,马慧没有阻止堂兄走进厨房。她的堂兄,马慧没有阻止堂兄进厨房这种行为是：,21,goodPhappyE,materials/situations/21.PNG,materials/happyreason/21.PNG,materials/goodpropose/21.PNG,materials/happyending/21.PNG,0,32,32,32,,,,,,,,,,,,,1276.2908807,0.012142399999902409,[0.21458333333333332],[-0.13125],[1],[0],[0],[2.511731399999917],1278.8102821999996,0.010218800000075134,[0.21458333333333332],[-0.13125],[1],[0],[0],[1.91783310000028],1280.7442250999998,0.015247899999849324,[0.15486111111111112],[-0.19166666666666668],[1],[0],[0],[1.8101630000001023],1282.5723788,1285.5778056000004,1287.8911509000004,1287.8911509000004,1287.8911509000004,1287.8911509000004,2.890625,2.4421189999993658,1290.3187887999998,1295.3295521000005,1295.3295521000005,1295.3295521000005,1295.3295521000005,1295.3295521000005,None,1295.3295521000005,1295.3295521000005,1295.3295521000005,1295.3295521000005,None,,,,,,,101,1,-1,2023-02-20_10h13.31.440,Moral_Emotion_Task,2022.2.4,None,
罗兰,罗兰把蘑菇给朋友吃。罗兰的朋友,罗兰把蘑菇送给朋友吃这种行为是：,6,goodPhappyE,materials/situations/6.PNG,materials/happyreason/6.PNG,materials/goodpropose/6.PNG,materials/happyending/6.PNG,0,33,33,33,,,,,,,,,,,,,1295.3295521000005,0.008754899999985355,[0.12569444444444444],[-0.10694444444444444],[1],[0],[0],[1.6657301000004736],1297.0043818,0.010322099999939383,[0.11666666666666667],[-0.11527777777777778],[1],[0],[0],[1.8284668000005695],1298.8452979999997,0.007924399999865273,[0.11736111111111111],[-0.125],[1],[0],[0],[2.147820700000011],1300.9944609999998,1303.9965327000004,1306.3109977999998,1306.3109977999998,1306.3109977999998,1306.3109977999998,5.671875,3.1760427999997773,1309.4829698999997,1315.4945635999998,1315.4945635999998,1315.4945635999998,1315.4945635999998,1315.4945635999998,None,1315.4945635999998,1315.4945635999998,1315.4945635999998,1315.4945635999998,None,,,,1303.9965327000004,,,101,1,-1,2023-02-20_10h13.31.440,Moral_Emotion_Task,2022.2.4,None,
徐娜,徐娜叫她的朋友到冰屋里玩。她的朋友,徐娜叫朋友到冰屋里玩这种行为是：,19,badPhappyE,materials/situations/19.PNG,materials/happyreason/19.PNG,materials/badpropose/19.PNG,materials/happyending/19.PNG,0,34,34,34,,,,,,,,,,,,,1315.4945635999998,0.012737499999275315,[0.006944444444444444],[-0.07777777777777778],[1],[0],[0],[2.1101127000001725],1317.6125631,0.008648200000607176,[0.006944444444444444],[-0.07777777777777778],[1],[0],[0],[3.5439409000000524],1321.1775011000004,0.01273010000022623,[],[],[],[],[],[],1323.4621717000005,1326.4983661,1328.7766460999997,1328.7766460999997,1328.7766460999997,1328.7766460999997,3.2135416666666665,2.3374974999996994,1331.1188469000003,1337.133093,1337.133093,1337.133093,1337.133093,1337.133093,None,1337.133093,1337.133093,1337.133093,1337.133093,None,,,,,,,101,1,-1,2023-02-20_10h13.31.440,Moral_Emotion_Task,2022.2.4,None,
胡梅,胡梅把新降落伞给顾客。顾客使用这把降落伞时,胡梅把新降落伞给顾客这种行为：,38,goodPsadE,materials/situations/38.PNG,materials/sadreason/38.PNG,materials/goodpropose/38.PNG,materials/sadending/38.PNG,0,35,35,35,,,,,,,,,,,,,1337.133093,0.012808999999833759,[0.20902777777777778],[-0.10972222222222222],[1],[0],[0],[2.566436099999919],1339.7163695000004,0.010745899999164976,[0.2013888888888889],[-0.10972222222222222],[1],[0],[0],[3.245328299999528],1342.9771490999997,0.01311589999932039,[],[],[],[],[],[],1345.2691818999997,1348.2757053,1350.5779097,1350.5779097,1350.5779097,1350.5779097,1.6302083333333333,3.367873999999574,1353.9559672999999,1357.9674343000001,1357.9674343000001,1357.9674343000001,1357.9674343000001,1357.9674343000001,None,1357.9674343000001,1357.9674343000001,1357.9674343000001,1357.9674343000001,None,,,,,,,101,1,-1,2023-02-20_10h13.31.440,Moral_Emotion_Task,2022.2.4,None,
唐巧,唐巧让男孩走进冒烟的房子。男孩,唐巧让男孩走进冒烟房子这种行为是：,24,goodPsadE,materials/situations/24.PNG,materials/sadreason/24.PNG,materials/goodpropose/24.PNG,materials/sadending/24.PNG,0,36,36,36,,,,,,,,,,,,,1357.9674343000001,0.013084000000162632,[0.1736111111111111],[-0.13680555555555557],[1],[0],[0],[4.276880000000347],1362.2600918000003,0.009859599999799684,[0.1736111111111111],[-0.13680555555555557],[1],[0],[0],[2.466788699999597],1364.7314057999997,0.009786599999642931,[0.1736111111111111],[-0.13680555555555557],[1],[0],[0],[1.972771499999908],1366.7095451,1369.7146956000001,1372.0202848000004,1372.0202848000004,1372.0202848000004,1372.0202848000004,1.859375,1.7064503999999943,1373.7328063,1379.7465430999996,1379.7465430999996,1379.7465430999996,1379.7465430999996,1379.7465430999996,None,1379.7465430999996,1379.7465430999996,1379.7465430999996,1379.7465430999996,None,,,,1369.7146956000001,,,101,1,-1,2023-02-20_10h13.31.440,Moral_Emotion_Task,2022.2.4,None,
林蕾,林蕾把粉末放进朋友咖啡里。林蕾的朋友喝完咖啡后,林蕾把粉末放进朋友咖啡里这种行为：,1,badPsadE,materials/situations/1.PNG,materials/sadreason/1.PNG,materials/badpropose/1.PNG,materials/sadending/1.PNG,0,37,37,37,,,,,,,,,,,,,1379.7465430999996,0.009860699999990175,[0.09583333333333334],[-0.16180555555555556],[1],[0],[0],[3.4775627999997596],1383.2321507000001,0.011925000000701402,[0.09583333333333334],[-0.16180555555555556],[1],[0],[0],[1.7240317999994659],1384.9682801000004,0.008799000000180968,[],[],[],[],[],[],1387.2838734000002,1390.2804751999997,1392.5933227,1392.5933227,1392.5933227,1392.5933227,1,2.7401414999994813,1395.3264391999996,1398.3270863000002,1398.3270863000002,1398.3270863000002,1398.3270863000002,1398.3270863000002,None,1398.3270863000002,1398.3270863000002,1398.3270863000002,1398.3270863000002,None,,,,,,,101,1,-1,2023-02-20_10h13.31.440,Moral_Emotion_Task,2022.2.4,None,
唐静,唐静让妹妹在桌边玩。唐静的妹妹,唐静让妹妹在桌边玩这种行为是：,13,badPsadE,materials/situations/13.PNG,materials/sadreason/13.PNG,materials/badpropose/13.PNG,materials/sadending/13.PNG,0,38,38,38,,,,,,,,,,,,,1398.3270863000002,0.00866909999967902,[0.0763888888888889],[-0.18263888888888888],[1],[0],[0],[2.1664041000003635],1400.5044437000001,0.011250500000642205,[0.0763888888888889],[-0.18263888888888888],[1],[0],[0],[1.1091149000003497],1401.6298662000004,0.011009299999386712,[0.0763888888888889],[-0.18263888888888888],[1],[0],[0],[1.2799598000001424],1402.9088041,1405.9163733,1408.2187974000003,1408.2187974000003,1408.2187974000003,1408.2187974000003,6.213541666666667,0.4770198000005621,1408.7087388000004,1414.7151847,1414.7151847,1414.7151847,1414.7151847,1414.7151847,None,1414.7151847,1414.7151847,1414.7151847,1414.7151847,None,,,1408.2187974000003,1405.9163733,,,101,1,-1,2023-02-20_10h13.31.440,Moral_Emotion_Task,2022.2.4,None,
李明,李明继续开车回家。这个路人,李明继续开车回家这种行为是：,9,goodPhappyE,materials/situations/9.PNG,materials/happyreason/9.PNG,materials/goodpropose/9.PNG,materials/happyending/9.PNG,0,39,39,39,,,,,,,,,,,,,1414.7151847,0.00940719999925932,[0.03125],[-0.2152777777777778],[1],[0],[0],[2.4078315000006114],1417.1331906,0.0097022999998444,[0.03125],[-0.2152777777777778],[1],[0],[0],[1.6871979000006831],1418.8343633,0.009035499999299645,[0.03125],[-0.2152777777777778],[1],[0],[0],[1.6137972999995327],1420.4494075999996,1423.4568029999996,1425.7694055999996,1425.7694055999996,1425.7694055999996,1425.7694055999996,4.234375,1.167837099999815,1426.9347949999997,1432.9418557000004,1432.9418557000004,1432.9418557000004,1432.9418557000004,1432.9418557000004,None,1432.9418557000004,1432.9418557000004,1432.9418557000004,1432.9418557000004,None,,,,1423.4568029999996,,,101,1,-1,2023-02-20_10h13.31.440,Moral_Emotion_Task,2022.2.4,None,
程峰,程峰没有提醒客户。客户继续使用这台电脑,程峰没有提醒客户这种行为：,48,badPsadE,materials/situations/48.PNG,materials/sadreason/48.PNG,materials/badpropose/48.PNG,materials/sadending/48.PNG,0,40,40,40,,,,,,,,,,,,,1432.9418557000004,0.009726500000397209,[0.22430555555555556],[-0.1326388888888889],[1],[0],[0],[5.840082099999563],1438.7951325,0.013444799999888346,[0.22430555555555556],[-0.1326388888888889],[1],[0],[0],[1.9959491999998136],1440.8014074999996,0.009274400000322203,[0.07222222222222222],[-0.13402777777777777],[1],[0],[0],[1.8624993000003087],1442.7036781000002,1445.6839796999998,1447.9877420999997,1447.9877420999997,1447.9877420999997,1447.9877420999997,2.2135416666666665,2.703053700000055,1450.6906709999998,1453.6974089999999,1453.6974089999999,1453.6974089999999,1453.6974089999999,1453.6974089999999,None,1453.6974089999999,1453.6974089999999,1453.6974089999999,1453.6974089999999,None,,,,,,,101,1,-1,2023-02-20_10h13.31.440,Moral_Emotion_Task,2022.2.4,None,
徐娜,徐娜叫她的朋友到冰屋里玩。她的朋友,徐娜叫朋友到冰屋里玩这种行为是：,19,badPsadE,materials/situations/19.PNG,materials/sadreason/19.PNG,materials/badpropose/19.PNG,materials/sadending/19.PNG,0,41,41,41,,,,,,,,,,,,,1453.6974089999999,0.009269700000004377,[0.04722222222222222],[-0.1076388888888889],[1],[0],[0],[1.8333389999997962],1455.5353276,0.008274999999230204,[0.04722222222222222],[-0.1076388888888889],[1],[0],[0],[3.021689900000638],1458.5682401999998,0.010577699999885226,[],[],[],[],[],[],1460.8692102,1463.8782741999999,1466.2089374000002,1466.2089374000002,1466.2089374000002,1466.2089374000002,2.4947916666666665,3.305198400000336,1469.4952195,1475.4987558999997,1475.4987558999997,1475.4987558999997,1475.4987558999997,1475.4987558999997,None,1475.4987558999997,1475.4987558999997,1475.4987558999997,1475.4987558999997,None,,,,,,,101,1,-1,2023-02-20_10h13.31.440,Moral_Emotion_Task,2022.2.4,None,
罗格,罗格没有管他的朋友。他的朋友,罗格没有管他的朋友这种行为是：,15,goodPsadE,materials/situations/15.PNG,materials/sadreason/15.PNG,materials/goodpropose/15.PNG,materials/sadending/15.PNG,0,42,42,42,,,,,,,,,,,,,1475.4987558999997,0.010867099999813945,[-0.0875],[-0.15486111111111112],[1],[0],[0],[2.8236808999999994],1478.3343220000002,0.010062999999718159,[-0.0875],[-0.15486111111111112],[1],[0],[0],[2.3568479000005027],1480.7006311999999,0.010463499999787018,[],[],[],[],[],[],1483.0004591000002,1486.0164982000001,1488.3225986000002,1488.3225986000002,1488.3225986000002,1488.3225986000002,2.8802083333333335,2.407552699999542,1490.7317113000004,1494.7332410000004,1494.7332410000004,1494.7332410000004,1494.7332410000004,1494.7332410000004,None,1494.7332410000004,1494.7332410000004,1494.7332410000004,1494.7332410000004,None,,,,,,,101,1,-1,2023-02-20_10h13.31.440,Moral_Emotion_Task,2022.2.4,None,
何华,何华没有尝试叫醒朋友。他的朋友,何华没有尝试叫醒朋友这种行为：,40,goodPsadE,materials/situations/40.PNG,materials/sadreason/40.PNG,materials/goodpropose/40.PNG,materials/sadending/40.PNG,0,43,43,43,,,,,,,,,,,,,1494.7332410000004,0.009265600000617269,[-0.1076388888888889],[-0.17222222222222222],[1],[0],[0],[1.9723708000001352],1496.7197214000003,0.01363630000014382,[-0.11527777777777778],[-0.17222222222222222],[1],[0],[0],[2.111949899999672],1498.8489808999998,0.011942200000703451,[-0.1326388888888889],[-0.16319444444444445],[1],[0],[0],[1.4938893999997163],1500.3431849000003,1503.3513755999998,1505.6634049999998,1505.6634049999998,1505.6634049999998,1505.6634049999998,2.427083333333333,3.0407066000007035,1508.7026985999996,1511.7175386000004,1511.7175386000004,1511.7175386000004,1511.7175386000004,1511.7175386000004,None,1511.7175386000004,1511.7175386000004,1511.7175386000004,1511.7175386000004,None,,,,1503.3513755999998,,,101,1,-1,2023-02-20_10h13.31.440,Moral_Emotion_Task,2022.2.4,None,
李浩,李浩不理会侄子胃疼。他的侄子很快就,李浩不理会侄子胃疼这种行为：,31,goodPsadE,materials/situations/31.PNG,materials/sadreason/31.PNG,materials/goodpropose/31.PNG,materials/sadending/31.PNG,0,44,44,44,,,,,,,,,,,,,1511.7175386000004,0.011701500000526721,[-0.20972222222222223],[-0.19027777777777777],[1],[0],[0],[1.8788942000001043],1513.6066818000004,0.00837139999930514,[-0.20972222222222223],[-0.18194444444444444],[1],[0],[0],[2.897895700000845],1516.5181092999997,0.014285300000665302,[],[],[],[],[],[],1518.8149471000002,1521.8177583000002,1524.1192228000004,1524.1192228000004,1524.1192228000004,1524.1192228000004,1,2.757263700000294,1526.8806449999997,1531.9167789999997,1531.9167789999997,1531.9167789999997,1531.9167789999997,1531.9167789999997,None,1531.9167789999997,1531.9167789999997,1531.9167789999997,1531.9167789999997,None,,,,,,,101,1,-1,2023-02-20_10h13.31.440,Moral_Emotion_Task,2022.2.4,None,
