1.2957 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
1808.9762 	EXP 	slider: markerPos = 2.9583333333333335
1808.9869 	EXP 	slider: autoDraw = False
1808.9869 	EXP 	text_2: autoDraw = False
1808.9869 	EXP 	text_3: autoDraw = False
1808.9869 	EXP 	text_4: autoDraw = False
1808.9869 	EXP 	text_6: autoDraw = True
1814.9805 	EXP 	New trial (rep=0, index=19): {'name': '马慧', 'behave': '马慧没有阻止堂兄走进厨房。她的堂兄', 'evaluation': '马慧没有阻止堂兄进厨房这种行为是：', 'number': 21, 'cond': 'badPhappyE', 'situation': 'materials/situations/21.PNG', 'reason': 'materials/happyreason/21.PNG', 'propose': 'materials/badpropose/21.PNG', 'ending': 'materials/happyending/21.PNG'}
1814.9996 	EXP 	text_6: autoDraw = False
1814.9996 	EXP 	text_6: autoDraw = False
1814.9996 	EXP 	text_5: autoDraw = True
1814.9996 	EXP 	text_5: autoDraw = False
1814.9996 	EXP 	text_5: autoDraw = False
1814.9996 	EXP 	image_3: autoDraw = True
1814.9996 	EXP 	image_3: autoDraw = False
1814.9996 	EXP 	image_3: autoDraw = False
1814.9996 	EXP 	back: image = 'materials/situations/21.PNG'
1814.9996 	EXP 	back: autoDraw = True
1821.1077 	DATA 	Mouse: Left button down, pos=(1483,449)
1821.1344 	EXP 	back: autoDraw = False
1821.1344 	EXP 	predictp: image = 'materials/happyreason/21.PNG'
1821.1344 	EXP 	predictp: autoDraw = True
1821.3333 	DATA 	Mouse:  Left button up, pos=(1483,449)
1825.0482 	DATA 	Mouse: Left button down, pos=(1483,449)
1825.0662 	EXP 	predictp: autoDraw = False
1825.0662 	EXP 	predictp_2: image = 'materials/badpropose/21.PNG'
1825.0662 	EXP 	predictp_2: autoDraw = True
1825.2872 	DATA 	Mouse:  Left button up, pos=(1483,449)
1827.3614 	EXP 	predictp_2: autoDraw = False
1827.3614 	EXP 	text: height = 0.04
1827.3614 	EXP 	text: height = 0.04
1827.3614 	EXP 	text: height = 0.04
1827.3614 	EXP 	text: text = '马慧没有阻止堂兄走进厨房。她的堂兄'
1827.3614 	EXP 	text: autoDraw = True
1830.3705 	EXP 	text: autoDraw = False
1830.3705 	EXP 	predictp_3: image = 'materials/happyending/21.PNG'
1830.3705 	EXP 	predictp_3: autoDraw = True
1832.6798 	EXP 	predictp_3: autoDraw = False
1832.6798 	EXP 	slider: markerPos = None
1832.6798 	EXP 	slider: markerPos = 4
1832.6798 	EXP 	text_3: height = 0.05
1832.6798 	EXP 	text_3: height = 0.05
1832.6798 	EXP 	text_3: height = 0.05
1832.6798 	EXP 	text_3: text = '马慧没有阻止堂兄进厨房这种行为是：'
1832.6798 	EXP 	slider: autoDraw = True
1832.6798 	EXP 	text_2: autoDraw = True
1832.6798 	EXP 	text_3: autoDraw = True
1832.6798 	EXP 	text_4: autoDraw = True
1839.6027 	DATA 	Mouse: Left button down, pos=(1462,434)
1839.6126 	EXP 	slider: markerPos = 4.947916666666667
1839.6217 	EXP 	slider: markerPos = 4.947916666666667
1839.6308 	EXP 	slider: markerPos = 4.947916666666667
1839.6392 	EXP 	slider: markerPos = 4.947916666666667
1839.6475 	EXP 	slider: markerPos = 4.947916666666667
1839.6562 	EXP 	slider: markerPos = 4.947916666666667
1839.6652 	EXP 	slider: markerPos = 4.947916666666667
1839.6734 	EXP 	slider: markerPos = 4.947916666666667
1839.6818 	EXP 	slider: markerPos = 4.947916666666667
1839.6935 	EXP 	slider: markerPos = 4.947916666666667
1839.7047 	EXP 	slider: markerPos = 4.947916666666667
1839.7172 	EXP 	slider: markerPos = 4.947916666666667
1839.7264 	EXP 	slider: markerPos = 4.947916666666667
1839.7350 	EXP 	slider: markerPos = 4.947916666666667
1839.7454 	EXP 	slider: markerPos = 4.947916666666667
1839.7570 	EXP 	slider: markerPos = 4.947916666666667
1839.7677 	EXP 	slider: markerPos = 4.947916666666667
1839.7776 	EXP 	slider: markerPos = 4.947916666666667
1839.7868 	EXP 	slider: markerPos = 4.947916666666667
1839.7968 	EXP 	slider: markerPos = 4.947916666666667
1839.8074 	EXP 	slider: markerPos = 4.947916666666667
1839.8179 	EXP 	slider: markerPos = 4.947916666666667
1839.8269 	EXP 	slider: markerPos = 4.947916666666667
1839.8364 	EXP 	slider: markerPos = 4.947916666666667
1839.8458 	EXP 	slider: markerPos = 4.947916666666667
1839.8543 	EXP 	slider: markerPos = 4.947916666666667
1839.8635 	EXP 	slider: markerPos = 4.947916666666667
1839.8729 	EXP 	slider: markerPos = 4.947916666666667
1839.8754 	DATA 	Mouse:  Left button up, pos=(1462,434)
1839.8850 	EXP 	slider: markerPos = 4.947916666666667
1839.8901 	EXP 	slider: autoDraw = False
1839.8901 	EXP 	text_2: autoDraw = False
1839.8901 	EXP 	text_3: autoDraw = False
1839.8901 	EXP 	text_4: autoDraw = False
1839.8901 	EXP 	text_6: autoDraw = True
1845.8812 	EXP 	New trial (rep=0, index=20): {'name': '蒋文', 'behave': '蒋文没有管他妹妹。他的妹妹自己开车', 'evaluation': '蒋文没有管他妹妹这种行为：', 'number': 32, 'cond': 'goodPhappyE', 'situation': 'materials/situations/32.PNG', 'reason': 'materials/happyreason/32.PNG', 'propose': 'materials/goodpropose/32.PNG', 'ending': 'materials/happyending/32.PNG'}
1845.8942 	EXP 	text_6: autoDraw = False
1845.8942 	EXP 	text_6: autoDraw = False
1845.8942 	EXP 	text_5: autoDraw = True
1845.8942 	EXP 	text_5: autoDraw = False
1845.8942 	EXP 	text_5: autoDraw = False
1845.8942 	EXP 	image_3: autoDraw = True
1845.8942 	EXP 	image_3: autoDraw = False
1845.8942 	EXP 	image_3: autoDraw = False
1845.8942 	EXP 	back: image = 'materials/situations/32.PNG'
1845.8942 	EXP 	back: autoDraw = True
1849.7108 	DATA 	Mouse: Left button down, pos=(1380,324)
1849.7241 	EXP 	back: autoDraw = False
1849.7241 	EXP 	predictp: image = 'materials/happyreason/32.PNG'
1849.7241 	EXP 	predictp: autoDraw = True
1849.9635 	DATA 	Mouse:  Left button up, pos=(1380,324)
1854.4377 	DATA 	Mouse: Left button down, pos=(1250,460)
1854.4512 	EXP 	predictp: autoDraw = False
1854.4512 	EXP 	predictp_2: image = 'materials/goodpropose/32.PNG'
1854.4512 	EXP 	predictp_2: autoDraw = True
1854.6573 	DATA 	Mouse:  Left button up, pos=(1250,460)
1856.2739 	DATA 	Mouse: Left button down, pos=(1250,460)
1856.2869 	EXP 	predictp_2: autoDraw = False
1856.2869 	EXP 	text: height = 0.04
1856.2869 	EXP 	text: height = 0.04
1856.2869 	EXP 	text: height = 0.04
1856.2869 	EXP 	text: text = '蒋文没有管他妹妹。他的妹妹自己开车'
1856.2869 	EXP 	text: autoDraw = True
1856.5213 	DATA 	Mouse:  Left button up, pos=(1250,460)
1859.3006 	EXP 	text: autoDraw = False
1859.3006 	EXP 	predictp_3: image = 'materials/happyending/32.PNG'
1859.3006 	EXP 	predictp_3: autoDraw = True
1860.4736 	DATA 	Mouse: Left button down, pos=(1250,460)
1860.7047 	DATA 	Mouse:  Left button up, pos=(1250,460)
1861.5964 	EXP 	predictp_3: autoDraw = False
1861.5964 	EXP 	slider: markerPos = None
1861.5964 	EXP 	slider: markerPos = 4
1861.5964 	EXP 	text_3: height = 0.05
1861.5964 	EXP 	text_3: height = 0.05
1861.5964 	EXP 	text_3: height = 0.05
1861.5964 	EXP 	text_3: text = '蒋文没有管他妹妹这种行为：'
1861.5964 	EXP 	slider: autoDraw = True
1861.5964 	EXP 	text_2: autoDraw = True
1861.5964 	EXP 	text_3: autoDraw = True
1861.5964 	EXP 	text_4: autoDraw = True
1863.7037 	DATA 	Mouse: Left button down, pos=(1676,455)
1863.7123 	EXP 	slider: markerPos = 6.0625
1863.7219 	EXP 	slider: markerPos = 6.0625
1863.7343 	EXP 	slider: markerPos = 6.0625
1863.7452 	EXP 	slider: markerPos = 6.0625
1863.7540 	EXP 	slider: markerPos = 6.0625
1863.7637 	EXP 	slider: markerPos = 6.0625
1863.7728 	EXP 	slider: markerPos = 6.0625
1863.7833 	EXP 	slider: markerPos = 6.0625
1863.7929 	EXP 	slider: markerPos = 6.0625
1863.8012 	EXP 	slider: markerPos = 6.0625
1863.8127 	EXP 	slider: markerPos = 6.0625
1863.8226 	EXP 	slider: markerPos = 6.0625
1863.8321 	EXP 	slider: markerPos = 6.0625
1863.8419 	EXP 	slider: markerPos = 6.0625
1863.8523 	EXP 	slider: markerPos = 6.0625
1863.8621 	EXP 	slider: markerPos = 6.0625
1863.8726 	EXP 	slider: markerPos = 6.0625
1863.8824 	EXP 	slider: markerPos = 6.0625
1863.8938 	EXP 	slider: markerPos = 6.0625
1863.9033 	EXP 	slider: markerPos = 6.0625
1863.9130 	EXP 	slider: markerPos = 6.0625
1863.9226 	EXP 	slider: markerPos = 6.0625
1863.9322 	EXP 	slider: markerPos = 6.0625
1863.9415 	EXP 	slider: markerPos = 6.0625
1863.9527 	EXP 	slider: markerPos = 6.0625
1863.9656 	EXP 	slider: markerPos = 6.0625
1863.9760 	EXP 	slider: markerPos = 6.0625
1863.9855 	EXP 	slider: markerPos = 6.0625
1863.9954 	EXP 	slider: markerPos = 6.0625
1863.9971 	DATA 	Mouse:  Left button up, pos=(1676,455)
1864.0071 	EXP 	slider: markerPos = 6.0625
1864.0176 	EXP 	slider: autoDraw = False
1864.0176 	EXP 	text_2: autoDraw = False
1864.0176 	EXP 	text_3: autoDraw = False
1864.0176 	EXP 	text_4: autoDraw = False
1864.0176 	EXP 	text_6: autoDraw = True
1870.0016 	EXP 	New trial (rep=0, index=21): {'name': '罗兰', 'behave': '罗兰把蘑菇给朋友吃。罗兰的朋友', 'evaluation': '罗兰把蘑菇送给朋友吃这种行为是：', 'number': 6, 'cond': 'goodPsadE', 'situation': 'materials/situations/6.PNG', 'reason': 'materials/sadreason/6.PNG', 'propose': 'materials/goodpropose/6.PNG', 'ending': 'materials/sadending/6.PNG'}
1870.0219 	EXP 	text_6: autoDraw = False
1870.0219 	EXP 	text_6: autoDraw = False
1870.0219 	EXP 	text_5: autoDraw = True
1870.0219 	EXP 	text_5: autoDraw = False
1870.0219 	EXP 	text_5: autoDraw = False
1870.0219 	EXP 	image_3: autoDraw = True
1870.0219 	EXP 	image_3: autoDraw = False
1870.0219 	EXP 	image_3: autoDraw = False
1870.0219 	EXP 	back: image = 'materials/situations/6.PNG'
1870.0219 	EXP 	back: autoDraw = True
1873.8114 	DATA 	Mouse: Left button down, pos=(1266,347)
1873.8342 	EXP 	back: autoDraw = False
1873.8342 	EXP 	predictp: image = 'materials/sadreason/6.PNG'
1873.8342 	EXP 	predictp: autoDraw = True
1874.1014 	DATA 	Mouse:  Left button up, pos=(1266,347)
1875.5179 	DATA 	Mouse: Left button down, pos=(1314,265)
1875.5377 	EXP 	predictp: autoDraw = False
1875.5377 	EXP 	predictp_2: image = 'materials/goodpropose/6.PNG'
1875.5377 	EXP 	predictp_2: autoDraw = True
1875.7842 	DATA 	Mouse:  Left button up, pos=(1314,265)
1877.8399 	EXP 	predictp_2: autoDraw = False
1877.8399 	EXP 	text: height = 0.04
1877.8399 	EXP 	text: height = 0.04
1877.8399 	EXP 	text: height = 0.04
1877.8399 	EXP 	text: text = '罗兰把蘑菇给朋友吃。罗兰的朋友'
1877.8399 	EXP 	text: autoDraw = True
1880.8495 	EXP 	text: autoDraw = False
1880.8495 	EXP 	predictp_3: image = 'materials/sadending/6.PNG'
1880.8495 	EXP 	predictp_3: autoDraw = True
1882.2205 	DATA 	Mouse: Left button down, pos=(1162,192)
1882.5021 	DATA 	Mouse:  Left button up, pos=(1162,192)
1883.1446 	EXP 	predictp_3: autoDraw = False
1883.1446 	EXP 	slider: markerPos = None
1883.1446 	EXP 	slider: markerPos = 4
1883.1446 	EXP 	text_3: height = 0.05
1883.1446 	EXP 	text_3: height = 0.05
1883.1446 	EXP 	text_3: height = 0.05
1883.1446 	EXP 	text_3: text = '罗兰把蘑菇送给朋友吃这种行为是：'
1883.1446 	EXP 	slider: autoDraw = True
1883.1446 	EXP 	text_2: autoDraw = True
1883.1446 	EXP 	text_3: autoDraw = True
1883.1446 	EXP 	text_4: autoDraw = True
1885.7068 	DATA 	Mouse: Left button down, pos=(637,330)
1886.0620 	DATA 	Mouse:  Left button up, pos=(625,318)
1887.1578 	DATA 	Mouse: Left button down, pos=(688,381)
1887.1655 	EXP 	slider: markerPos = 0.916666666666667
1887.1736 	EXP 	slider: markerPos = 0.916666666666667
1887.1814 	EXP 	slider: markerPos = 0.916666666666667
1887.1895 	EXP 	slider: markerPos = 0.916666666666667
1887.1977 	EXP 	slider: markerPos = 0.916666666666667
1887.2054 	EXP 	slider: markerPos = 0.916666666666667
1887.2139 	EXP 	slider: markerPos = 0.916666666666667
1887.2228 	EXP 	slider: markerPos = 0.916666666666667
1887.2314 	EXP 	slider: markerPos = 0.916666666666667
1887.2397 	EXP 	slider: markerPos = 0.916666666666667
1887.2474 	EXP 	slider: markerPos = 0.916666666666667
1887.2552 	EXP 	slider: markerPos = 0.916666666666667
1887.2642 	EXP 	slider: markerPos = 0.916666666666667
1887.2722 	EXP 	slider: markerPos = 0.916666666666667
1887.2808 	EXP 	slider: markerPos = 0.916666666666667
1887.2883 	EXP 	slider: markerPos = 0.916666666666667
1887.2962 	EXP 	slider: markerPos = 0.916666666666667
1887.3040 	EXP 	slider: markerPos = 0.916666666666667
1887.3140 	EXP 	slider: markerPos = 0.916666666666667
1887.3239 	EXP 	slider: markerPos = 0.916666666666667
1887.3322 	EXP 	slider: markerPos = 0.916666666666667
1887.3397 	EXP 	slider: markerPos = 0.916666666666667
1887.3505 	EXP 	slider: markerPos = 0.916666666666667
1887.3577 	EXP 	slider: markerPos = 0.916666666666667
1887.3671 	EXP 	slider: markerPos = 0.916666666666667
1887.3741 	EXP 	slider: markerPos = 0.916666666666667
1887.3821 	EXP 	slider: markerPos = 0.916666666666667
1887.3902 	EXP 	slider: markerPos = 0.916666666666667
1887.3998 	EXP 	slider: markerPos = 0.916666666666667
1887.4082 	EXP 	slider: markerPos = 0.916666666666667
1887.4168 	EXP 	slider: markerPos = 0.916666666666667
1887.4249 	EXP 	slider: markerPos = 0.916666666666667
1887.4334 	EXP 	slider: markerPos = 0.916666666666667
1887.4421 	EXP 	slider: markerPos = 0.916666666666667
1887.4500 	EXP 	slider: markerPos = 0.916666666666667
1887.4529 	DATA 	Mouse:  Left button up, pos=(688,381)
1887.4599 	EXP 	slider: markerPos = 1
1887.4739 	EXP 	slider: autoDraw = False
1887.4739 	EXP 	text_2: autoDraw = False
1887.4739 	EXP 	text_3: autoDraw = False
1887.4739 	EXP 	text_4: autoDraw = False
1887.4739 	EXP 	text_6: autoDraw = True
1890.4662 	EXP 	New trial (rep=0, index=22): {'name': '杨乐', 'behave': '杨乐跳过这一段铁轨的工作。这段铁轨开始运营,', 'evaluation': '杨乐跳过这一段铁轨工作这种行为是：', 'number': 17, 'cond': 'badPsadE', 'situation': 'materials/situations/17.PNG', 'reason': 'materials/sadreason/17.PNG', 'propose': 'materials/badpropose/17.PNG', 'ending': 'materials/sadending/17.PNG'}
1890.4860 	EXP 	text_6: autoDraw = False
1890.4860 	EXP 	text_6: autoDraw = False
1890.4860 	EXP 	text_5: autoDraw = True
1890.4860 	EXP 	text_5: autoDraw = False
1890.4860 	EXP 	text_5: autoDraw = False
1890.4860 	EXP 	image_3: autoDraw = True
1890.4860 	EXP 	image_3: autoDraw = False
1890.4860 	EXP 	image_3: autoDraw = False
1890.4860 	EXP 	back: image = 'materials/situations/17.PNG'
1890.4860 	EXP 	back: autoDraw = True
1896.1736 	DATA 	Mouse: Left button down, pos=(1523,372)
1896.1862 	EXP 	back: autoDraw = False
1896.1862 	EXP 	predictp: image = 'materials/sadreason/17.PNG'
1896.1862 	EXP 	predictp: autoDraw = True
1896.4219 	DATA 	Mouse:  Left button up, pos=(1523,372)
1899.4196 	DATA 	Mouse: Left button down, pos=(1509,379)
1899.4394 	EXP 	predictp: autoDraw = False
1899.4394 	EXP 	predictp_2: image = 'materials/badpropose/17.PNG'
1899.4394 	EXP 	predictp_2: autoDraw = True
1899.6722 	DATA 	Mouse:  Left button up, pos=(1509,379)
1901.7451 	EXP 	predictp_2: autoDraw = False
1901.7451 	EXP 	text: height = 0.04
1901.7451 	EXP 	text: height = 0.04
1901.7451 	EXP 	text: height = 0.04
1901.7451 	EXP 	text: text = '杨乐跳过这一段铁轨的工作。这段铁轨开始运营,'
1901.7451 	EXP 	text: autoDraw = True
1904.7478 	EXP 	text: autoDraw = False
1904.7478 	EXP 	predictp_3: image = 'materials/sadending/17.PNG'
1904.7478 	EXP 	predictp_3: autoDraw = True
1907.0063 	DATA 	Mouse: Left button down, pos=(1165,339)
1907.0524 	EXP 	predictp_3: autoDraw = False
1907.0524 	EXP 	slider: markerPos = None
1907.0524 	EXP 	slider: markerPos = 4
1907.0524 	EXP 	text_3: height = 0.05
1907.0524 	EXP 	text_3: height = 0.05
1907.0524 	EXP 	text_3: height = 0.05
1907.0524 	EXP 	text_3: text = '杨乐跳过这一段铁轨工作这种行为是：'
1907.0524 	EXP 	slider: autoDraw = True
1907.0524 	EXP 	text_2: autoDraw = True
1907.0524 	EXP 	text_3: autoDraw = True
1907.0524 	EXP 	text_4: autoDraw = True
1907.2872 	DATA 	Mouse:  Left button up, pos=(1165,339)
1909.0473 	DATA 	Mouse: Left button down, pos=(680,394)
1909.0596 	EXP 	slider: markerPos = 0.8749999999999998
1909.0694 	EXP 	slider: markerPos = 0.8749999999999998
1909.0823 	EXP 	slider: markerPos = 0.8749999999999998
1909.0960 	EXP 	slider: markerPos = 0.8749999999999998
1909.1073 	EXP 	slider: markerPos = 0.8749999999999998
1909.1171 	EXP 	slider: markerPos = 0.8749999999999998
1909.1271 	EXP 	slider: markerPos = 0.8749999999999998
1909.1390 	EXP 	slider: markerPos = 0.8749999999999998
1909.1498 	EXP 	slider: markerPos = 0.8749999999999998
1909.1582 	EXP 	slider: markerPos = 0.8749999999999998
1909.1674 	EXP 	slider: markerPos = 0.8749999999999998
1909.1774 	EXP 	slider: markerPos = 0.8749999999999998
1909.1873 	EXP 	slider: markerPos = 0.8749999999999998
1909.1985 	EXP 	slider: markerPos = 0.8749999999999998
1909.2074 	EXP 	slider: markerPos = 0.8749999999999998
1909.2185 	EXP 	slider: markerPos = 0.8749999999999998
1909.2312 	EXP 	slider: markerPos = 0.8749999999999998
1909.2444 	EXP 	slider: markerPos = 0.8749999999999998
1909.2536 	EXP 	slider: markerPos = 0.8749999999999998
1909.2638 	EXP 	slider: markerPos = 0.8749999999999998
1909.2738 	EXP 	slider: markerPos = 0.8749999999999998
1909.2832 	EXP 	slider: markerPos = 0.8749999999999998
1909.2923 	EXP 	slider: markerPos = 0.8749999999999998
1909.3014 	EXP 	slider: markerPos = 0.8749999999999998
1909.3120 	EXP 	slider: markerPos = 0.8749999999999998
1909.3220 	EXP 	slider: markerPos = 0.8749999999999998
1909.3359 	EXP 	slider: markerPos = 0.8749999999999998
1909.3386 	DATA 	Mouse:  Left button up, pos=(680,394)
1909.3505 	EXP 	slider: markerPos = 1
1909.3565 	EXP 	slider: autoDraw = False
1909.3565 	EXP 	text_2: autoDraw = False
1909.3565 	EXP 	text_3: autoDraw = False
1909.3565 	EXP 	text_4: autoDraw = False
1909.3565 	EXP 	text_6: autoDraw = True
1913.3406 	EXP 	New trial (rep=0, index=23): {'name': '王齐', 'behave': '王齐向同事推荐金枪鱼。他的一个同事吃了这道菜后，', 'evaluation': '王齐向同事推荐金枪鱼这种行为：', 'number': 33, 'cond': 'badPhappyE', 'situation': 'materials/situations/33.PNG', 'reason': 'materials/happyreason/33.PNG', 'propose': 'materials/badpropose/33.PNG', 'ending': 'materials/happyending/33.PNG'}
1913.3584 	EXP 	text_6: autoDraw = False
1913.3584 	EXP 	text_6: autoDraw = False
1913.3584 	EXP 	text_5: autoDraw = True
1913.3584 	EXP 	text_5: autoDraw = False
1913.3584 	EXP 	text_5: autoDraw = False
1913.3584 	EXP 	image_3: autoDraw = True
1913.3584 	EXP 	image_3: autoDraw = False
1913.3584 	EXP 	image_3: autoDraw = False
1913.3584 	EXP 	back: image = 'materials/situations/33.PNG'
1913.3584 	EXP 	back: autoDraw = True
1917.8324 	DATA 	Mouse: Left button down, pos=(1233,557)
1917.8500 	EXP 	back: autoDraw = False
1917.8500 	EXP 	predictp: image = 'materials/happyreason/33.PNG'
1917.8500 	EXP 	predictp: autoDraw = True
1918.1162 	DATA 	Mouse:  Left button up, pos=(1257,557)
1920.5352 	DATA 	Mouse: Left button down, pos=(1209,570)
1920.5511 	EXP 	predictp: autoDraw = False
1920.5511 	EXP 	predictp_2: image = 'materials/badpropose/33.PNG'
1920.5511 	EXP 	predictp_2: autoDraw = True
1920.7735 	DATA 	Mouse:  Left button up, pos=(1209,570)
1922.8765 	EXP 	predictp_2: autoDraw = False
1922.8765 	EXP 	text: height = 0.04
1922.8765 	EXP 	text: height = 0.04
1922.8765 	EXP 	text: height = 0.04
1922.8765 	EXP 	text: text = '王齐向同事推荐金枪鱼。他的一个同事吃了这道菜后，'
1922.8765 	EXP 	text: autoDraw = True
1925.8698 	EXP 	text: autoDraw = False
1925.8698 	EXP 	predictp_3: image = 'materials/happyending/33.PNG'
1925.8698 	EXP 	predictp_3: autoDraw = True
1927.1360 	DATA 	Mouse: Left button down, pos=(1413,277)
1927.3852 	DATA 	Mouse:  Left button up, pos=(1413,277)
1928.1512 	EXP 	predictp_3: autoDraw = False
1928.1512 	EXP 	slider: markerPos = None
1928.1512 	EXP 	slider: markerPos = 4
1928.1512 	EXP 	text_3: height = 0.05
1928.1512 	EXP 	text_3: height = 0.05
1928.1512 	EXP 	text_3: height = 0.05
1928.1512 	EXP 	text_3: text = '王齐向同事推荐金枪鱼这种行为：'
1928.1512 	EXP 	slider: autoDraw = True
1928.1512 	EXP 	text_2: autoDraw = True
1928.1512 	EXP 	text_3: autoDraw = True
1928.1512 	EXP 	text_4: autoDraw = True
1931.3761 	DATA 	Mouse: Left button down, pos=(1770,445)
1931.3845 	EXP 	slider: markerPos = 6.552083333333333
1931.3939 	EXP 	slider: markerPos = 6.552083333333333
1931.4038 	EXP 	slider: markerPos = 6.552083333333333
1931.4133 	EXP 	slider: markerPos = 6.552083333333333
1931.4219 	EXP 	slider: markerPos = 6.552083333333333
1931.4315 	EXP 	slider: markerPos = 6.552083333333333
1931.4402 	EXP 	slider: markerPos = 6.552083333333333
1931.4535 	EXP 	slider: markerPos = 6.552083333333333
1931.4664 	EXP 	slider: markerPos = 6.552083333333333
1931.4763 	EXP 	slider: markerPos = 6.552083333333333
1931.4864 	EXP 	slider: markerPos = 6.552083333333333
1931.4960 	EXP 	slider: markerPos = 6.552083333333333
1931.5094 	EXP 	slider: markerPos = 6.552083333333333
1931.5187 	EXP 	slider: markerPos = 6.552083333333333
1931.5275 	EXP 	slider: markerPos = 6.552083333333333
1931.5376 	EXP 	slider: markerPos = 6.552083333333333
1931.5541 	EXP 	slider: markerPos = 6.552083333333333
1931.5635 	EXP 	slider: markerPos = 6.552083333333333
1931.5734 	EXP 	slider: markerPos = 6.552083333333333
1931.5821 	EXP 	slider: markerPos = 6.552083333333333
1931.5927 	EXP 	slider: markerPos = 6.552083333333333
1931.6014 	EXP 	slider: markerPos = 6.552083333333333
1931.6119 	EXP 	slider: markerPos = 6.552083333333333
1931.6213 	EXP 	slider: markerPos = 6.552083333333333
1931.6304 	EXP 	slider: markerPos = 6.552083333333333
1931.6392 	EXP 	slider: markerPos = 6.552083333333333
1931.6482 	EXP 	slider: markerPos = 6.552083333333333
1931.6498 	DATA 	Mouse:  Left button up, pos=(1770,445)
1931.6586 	EXP 	slider: markerPos = 6.552083333333333
1931.6825 	EXP 	slider: autoDraw = False
1931.6825 	EXP 	text_2: autoDraw = False
1931.6825 	EXP 	text_3: autoDraw = False
1931.6825 	EXP 	text_4: autoDraw = False
1931.6825 	EXP 	text_6: autoDraw = True
1934.6664 	EXP 	New trial (rep=0, index=24): {'name': '杨诺', 'behave': '杨诺把火腿加进了朋友的面里。她的朋友', 'evaluation': '杨诺把火腿加进朋友面里这种行为是：', 'number': 20, 'cond': 'badPhappyE', 'situation': 'materials/situations/20.PNG', 'reason': 'materials/happyreason/20.PNG', 'propose': 'materials/badpropose/20.PNG', 'ending': 'materials/happyending/20.PNG'}
1934.6832 	EXP 	text_6: autoDraw = False
1934.6832 	EXP 	text_6: autoDraw = False
1934.6832 	EXP 	text_5: autoDraw = True
1934.6832 	EXP 	text_5: autoDraw = False
1934.6832 	EXP 	text_5: autoDraw = False
1934.6832 	EXP 	image_3: autoDraw = True
1934.6832 	EXP 	image_3: autoDraw = False
1934.6832 	EXP 	image_3: autoDraw = False
1934.6832 	EXP 	back: image = 'materials/situations/20.PNG'
1934.6832 	EXP 	back: autoDraw = True
1937.7906 	DATA 	Mouse: Left button down, pos=(1574,545)
1937.8043 	EXP 	back: autoDraw = False
1937.8043 	EXP 	predictp: image = 'materials/happyreason/20.PNG'
1937.8043 	EXP 	predictp: autoDraw = True
1938.0663 	DATA 	Mouse:  Left button up, pos=(1574,545)
1939.1732 	DATA 	Mouse: Left button down, pos=(1574,545)
1939.1996 	EXP 	predictp: autoDraw = False
1939.1996 	EXP 	predictp_2: image = 'materials/badpropose/20.PNG'
1939.1996 	EXP 	predictp_2: autoDraw = True
1939.4164 	DATA 	Mouse:  Left button up, pos=(1574,545)
1941.4988 	EXP 	predictp_2: autoDraw = False
1941.4988 	EXP 	text: height = 0.04
1941.4988 	EXP 	text: height = 0.04
1941.4988 	EXP 	text: height = 0.04
1941.4988 	EXP 	text: text = '杨诺把火腿加进了朋友的面里。她的朋友'
1941.4988 	EXP 	text: autoDraw = True
1944.5012 	EXP 	text: autoDraw = False
1944.5012 	EXP 	predictp_3: image = 'materials/happyending/20.PNG'
1944.5012 	EXP 	predictp_3: autoDraw = True
1945.7422 	DATA 	Mouse: Left button down, pos=(1624,316)
1946.0727 	DATA 	Mouse:  Left button up, pos=(1624,316)
1946.8022 	EXP 	predictp_3: autoDraw = False
1946.8022 	EXP 	predictp_3: autoDraw = False
1946.8022 	EXP 	slider: markerPos = None
1946.8022 	EXP 	slider: markerPos = 4
1946.8022 	EXP 	text_3: height = 0.05
1946.8022 	EXP 	text_3: height = 0.05
1946.8022 	EXP 	text_3: height = 0.05
1946.8022 	EXP 	text_3: text = '杨诺把火腿加进朋友面里这种行为是：'
1946.8022 	EXP 	slider: autoDraw = True
1946.8022 	EXP 	text_2: autoDraw = True
1946.8022 	EXP 	text_3: autoDraw = True
1946.8022 	EXP 	text_4: autoDraw = True
1953.4877 	DATA 	Mouse: Left button down, pos=(1790,503)
1953.8239 	DATA 	Mouse:  Left button up, pos=(1790,503)
1955.1728 	DATA 	Mouse: Left button down, pos=(1850,416)
1955.1820 	EXP 	slider: markerPos = 6.96875
1955.1932 	EXP 	slider: markerPos = 6.96875
1955.2029 	EXP 	slider: markerPos = 6.96875
1955.2129 	EXP 	slider: markerPos = 6.96875
1955.2314 	EXP 	slider: markerPos = 6.96875
1955.2406 	EXP 	slider: markerPos = 6.96875
1955.2502 	EXP 	slider: markerPos = 6.96875
1955.2589 	EXP 	slider: markerPos = 6.96875
1955.2695 	EXP 	slider: markerPos = 6.96875
1955.2809 	EXP 	slider: markerPos = 6.96875
1955.2903 	EXP 	slider: markerPos = 6.96875
1955.3017 	EXP 	slider: markerPos = 6.96875
1955.3150 	EXP 	slider: markerPos = 6.96875
1955.3243 	EXP 	slider: markerPos = 6.96875
