1.2957 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
1300.8846 	EXP 	text_3: height = 0.05
1300.8846 	EXP 	text_3: height = 0.05
1300.8846 	EXP 	text_3: height = 0.05
1300.8846 	EXP 	text_3: text = '路明让伙伴爬上树屋这种行为：'
1300.8846 	EXP 	slider: autoDraw = True
1300.8846 	EXP 	text_2: autoDraw = True
1300.8846 	EXP 	text_3: autoDraw = True
1300.8846 	EXP 	text_4: autoDraw = True
1311.8192 	DATA 	Mouse: Left button down, pos=(1468,521)
1312.0790 	DATA 	Mouse:  Left button up, pos=(1468,521)
1312.4162 	DATA 	Mouse: Left button down, pos=(1468,521)
1312.7653 	DATA 	Mouse:  Left button up, pos=(1468,521)
1313.6239 	DATA 	Mouse: Left button down, pos=(1468,521)
1313.9604 	DATA 	Mouse:  Left button up, pos=(1468,521)
1317.1173 	DATA 	Mouse: Left button down, pos=(1235,430)
1317.1258 	EXP 	slider: markerPos = 3.765625
1317.1342 	EXP 	slider: markerPos = 3.765625
1317.1431 	EXP 	slider: markerPos = 3.765625
1317.1518 	EXP 	slider: markerPos = 3.765625
1317.1611 	EXP 	slider: markerPos = 3.765625
1317.1694 	EXP 	slider: markerPos = 3.765625
1317.1780 	EXP 	slider: markerPos = 3.765625
1317.1858 	EXP 	slider: markerPos = 3.765625
1317.1941 	EXP 	slider: markerPos = 3.765625
1317.2070 	EXP 	slider: markerPos = 3.765625
1317.2153 	EXP 	slider: markerPos = 3.765625
1317.2235 	EXP 	slider: markerPos = 3.765625
1317.2331 	EXP 	slider: markerPos = 3.765625
1317.2414 	EXP 	slider: markerPos = 3.765625
1317.2507 	EXP 	slider: markerPos = 3.765625
1317.2589 	EXP 	slider: markerPos = 3.765625
1317.2666 	EXP 	slider: markerPos = 3.765625
1317.2752 	EXP 	slider: markerPos = 3.765625
1317.2895 	EXP 	slider: markerPos = 3.765625
1317.2983 	EXP 	slider: markerPos = 3.765625
1317.3062 	EXP 	slider: markerPos = 3.765625
1317.3147 	EXP 	slider: markerPos = 3.765625
1317.3230 	EXP 	slider: markerPos = 3.765625
1317.3312 	EXP 	slider: markerPos = 3.765625
1317.3397 	EXP 	slider: markerPos = 3.765625
1317.3469 	EXP 	slider: markerPos = 3.765625
1317.3542 	EXP 	slider: markerPos = 3.765625
1317.3626 	EXP 	slider: markerPos = 3.765625
1317.3718 	EXP 	slider: markerPos = 3.765625
1317.3813 	EXP 	slider: markerPos = 3.765625
1317.3893 	EXP 	slider: markerPos = 3.765625
1317.3986 	EXP 	slider: markerPos = 3.765625
1317.4085 	EXP 	slider: markerPos = 3.765625
1317.4201 	EXP 	slider: markerPos = 3.765625
1317.4306 	EXP 	slider: markerPos = 3.765625
1317.4384 	EXP 	slider: markerPos = 3.765625
1317.4474 	EXP 	slider: markerPos = 3.765625
1317.4557 	EXP 	slider: markerPos = 3.765625
1317.4629 	EXP 	slider: markerPos = 3.765625
1317.4705 	EXP 	slider: markerPos = 3.765625
1317.4794 	EXP 	slider: markerPos = 3.765625
1317.4874 	EXP 	slider: markerPos = 3.765625
1317.4955 	EXP 	slider: markerPos = 3.765625
1317.5040 	EXP 	slider: markerPos = 3.765625
1317.5126 	EXP 	slider: markerPos = 3.765625
1317.5203 	EXP 	slider: markerPos = 3.765625
1317.5288 	EXP 	slider: markerPos = 3.765625
1317.5358 	EXP 	slider: markerPos = 3.765625
1317.5430 	EXP 	slider: markerPos = 3.765625
1317.5506 	EXP 	slider: markerPos = 3.765625
1317.5597 	EXP 	slider: markerPos = 3.765625
1317.5683 	EXP 	slider: markerPos = 3.765625
1317.5764 	EXP 	slider: markerPos = 3.765625
1317.5842 	EXP 	slider: markerPos = 3.765625
1317.5913 	EXP 	slider: markerPos = 3.765625
1317.5987 	EXP 	slider: markerPos = 3.765625
1317.6066 	EXP 	slider: markerPos = 3.765625
1317.6141 	EXP 	slider: markerPos = 3.765625
1317.6231 	EXP 	slider: markerPos = 3.765625
1317.6309 	EXP 	slider: markerPos = 3.765625
1317.6413 	EXP 	slider: markerPos = 3.765625
1317.6501 	EXP 	slider: markerPos = 3.8229166666666665
1317.6578 	EXP 	slider: markerPos = 3.8229166666666665
1317.6682 	EXP 	slider: markerPos = 3.8229166666666665
1317.6760 	EXP 	slider: markerPos = 3.8229166666666665
1317.6833 	EXP 	slider: markerPos = 3.8229166666666665
1317.6920 	EXP 	slider: markerPos = 3.8229166666666665
1317.6997 	EXP 	slider: markerPos = 3.8229166666666665
1317.7096 	EXP 	slider: markerPos = 3.8229166666666665
1317.7173 	EXP 	slider: markerPos = 3.8229166666666665
1317.7251 	EXP 	slider: markerPos = 3.8229166666666665
1317.7330 	EXP 	slider: markerPos = 3.8229166666666665
1317.7420 	EXP 	slider: markerPos = 3.8229166666666665
1317.7445 	DATA 	Mouse:  Left button up, pos=(1246,395)
1317.7522 	EXP 	slider: markerPos = 3.8229166666666665
1317.7580 	EXP 	slider: autoDraw = False
1317.7580 	EXP 	text_2: autoDraw = False
1317.7580 	EXP 	text_3: autoDraw = False
1317.7580 	EXP 	text_4: autoDraw = False
1317.7580 	EXP 	text_6: autoDraw = True
1322.7444 	EXP 	New trial (rep=0, index=1): {'name': '郑宇', 'behave': '郑宇没有阻止朋友开枪。子弹射中了', 'evaluation': '郑宇没有阻止朋友开枪这种行为：', 'number': 26, 'cond': 'goodPsadE', 'situation': 'materials/situations/26.PNG', 'reason': 'materials/sadreason/26.PNG', 'propose': 'materials/goodpropose/26.PNG', 'ending': 'materials/sadending/26.PNG'}
1322.7604 	EXP 	text_6: autoDraw = False
1322.7604 	EXP 	text_6: autoDraw = False
1322.7604 	EXP 	text_5: autoDraw = True
1322.7604 	EXP 	text_5: autoDraw = False
1322.7604 	EXP 	text_5: autoDraw = False
1322.7604 	EXP 	image_3: autoDraw = True
1322.7604 	EXP 	image_3: autoDraw = False
1322.7604 	EXP 	image_3: autoDraw = False
1322.7604 	EXP 	back: image = 'materials/situations/26.PNG'
1322.7604 	EXP 	back: autoDraw = True
1328.9355 	DATA 	Mouse: Left button down, pos=(1383,429)
1328.9538 	EXP 	back: autoDraw = False
1328.9538 	EXP 	predictp: image = 'materials/sadreason/26.PNG'
1328.9538 	EXP 	predictp: autoDraw = True
1329.1953 	DATA 	Mouse:  Left button up, pos=(1394,380)
1337.2693 	DATA 	Mouse: Left button down, pos=(1346,393)
1337.2899 	EXP 	predictp: autoDraw = False
1337.2899 	EXP 	predictp_2: image = 'materials/goodpropose/26.PNG'
1337.2899 	EXP 	predictp_2: autoDraw = True
1337.5364 	DATA 	Mouse:  Left button up, pos=(1346,393)
1339.5870 	EXP 	predictp_2: autoDraw = False
1339.5870 	EXP 	text: height = 0.04
1339.5870 	EXP 	text: height = 0.04
1339.5870 	EXP 	text: height = 0.04
1339.5870 	EXP 	text: text = '郑宇没有阻止朋友开枪。子弹射中了'
1339.5870 	EXP 	text: autoDraw = True
1342.5941 	EXP 	text: autoDraw = False
1342.5941 	EXP 	predictp_3: image = 'materials/sadending/26.PNG'
1342.5941 	EXP 	predictp_3: autoDraw = True
1344.8912 	EXP 	predictp_3: autoDraw = False
1344.8912 	EXP 	slider: markerPos = None
1344.8912 	EXP 	slider: markerPos = 4
1344.8912 	EXP 	text_3: height = 0.05
1344.8912 	EXP 	text_3: height = 0.05
1344.8912 	EXP 	text_3: height = 0.05
1344.8912 	EXP 	text_3: text = '郑宇没有阻止朋友开枪这种行为：'
1344.8912 	EXP 	slider: autoDraw = True
1344.8912 	EXP 	text_2: autoDraw = True
1344.8912 	EXP 	text_3: autoDraw = True
1344.8912 	EXP 	text_4: autoDraw = True
1345.0254 	DATA 	Mouse: Left button down, pos=(952,455)
1345.0329 	EXP 	slider: markerPos = 2.291666666666667
1345.0412 	EXP 	slider: markerPos = 2.291666666666667
1345.0510 	EXP 	slider: markerPos = 2.291666666666667
1345.0596 	EXP 	slider: markerPos = 2.291666666666667
1345.0679 	EXP 	slider: markerPos = 2.291666666666667
1345.0752 	EXP 	slider: markerPos = 2.291666666666667
1345.0829 	EXP 	slider: markerPos = 2.291666666666667
1345.0917 	EXP 	slider: markerPos = 2.291666666666667
1345.1000 	EXP 	slider: markerPos = 2.291666666666667
1345.1080 	EXP 	slider: markerPos = 2.291666666666667
1345.1172 	EXP 	slider: markerPos = 2.291666666666667
1345.1259 	EXP 	slider: markerPos = 2.291666666666667
1345.1339 	EXP 	slider: markerPos = 2.291666666666667
1345.1424 	EXP 	slider: markerPos = 2.291666666666667
1345.1500 	EXP 	slider: markerPos = 2.291666666666667
1345.1598 	EXP 	slider: markerPos = 2.291666666666667
1345.1672 	EXP 	slider: markerPos = 2.291666666666667
1345.1751 	EXP 	slider: markerPos = 2.291666666666667
1345.1824 	EXP 	slider: markerPos = 2.291666666666667
1345.1906 	EXP 	slider: markerPos = 2.291666666666667
1345.1988 	EXP 	slider: markerPos = 2.291666666666667
1345.2078 	EXP 	slider: markerPos = 2.291666666666667
1345.2150 	EXP 	slider: markerPos = 2.291666666666667
1345.2234 	EXP 	slider: markerPos = 2.291666666666667
1345.2324 	EXP 	slider: markerPos = 2.291666666666667
1345.2406 	EXP 	slider: markerPos = 2.291666666666667
1345.2492 	EXP 	slider: markerPos = 2.291666666666667
1345.2570 	EXP 	slider: markerPos = 2.291666666666667
1345.2653 	EXP 	slider: markerPos = 2.291666666666667
1345.2749 	EXP 	slider: markerPos = 2.291666666666667
1345.2786 	DATA 	Mouse:  Left button up, pos=(952,443)
1345.2942 	EXP 	slider: markerPos = 2.291666666666667
1345.3020 	EXP 	slider: autoDraw = False
1345.3020 	EXP 	text_2: autoDraw = False
1345.3020 	EXP 	text_3: autoDraw = False
1345.3020 	EXP 	text_4: autoDraw = False
1345.3020 	EXP 	text_6: autoDraw = True
1349.2968 	EXP 	New trial (rep=0, index=2): {'name': '叶蓉', 'behave': '叶蓉把小狗卖给女顾客。小狗', 'evaluation': '叶蓉把小狗卖给女顾客这种行为：', 'number': 39, 'cond': 'goodPsadE', 'situation': 'materials/situations/39.PNG', 'reason': 'materials/sadreason/39.PNG', 'propose': 'materials/goodpropose/39.PNG', 'ending': 'materials/sadending/39.PNG'}
1349.3158 	EXP 	text_6: autoDraw = False
1349.3158 	EXP 	text_6: autoDraw = False
1349.3158 	EXP 	text_5: autoDraw = True
1349.3158 	EXP 	text_5: autoDraw = False
1349.3158 	EXP 	text_5: autoDraw = False
1349.3158 	EXP 	image_3: autoDraw = True
1349.3158 	EXP 	image_3: autoDraw = False
1349.3158 	EXP 	image_3: autoDraw = False
1349.3158 	EXP 	back: image = 'materials/situations/39.PNG'
1349.3158 	EXP 	back: autoDraw = True
1352.6261 	DATA 	Mouse: Left button down, pos=(1159,289)
1352.6489 	EXP 	back: autoDraw = False
1352.6489 	EXP 	predictp: image = 'materials/sadreason/39.PNG'
1352.6489 	EXP 	predictp: autoDraw = True
1352.8794 	DATA 	Mouse:  Left button up, pos=(1159,289)
1354.8274 	DATA 	Mouse: Left button down, pos=(1108,227)
1354.8413 	EXP 	predictp: autoDraw = False
1354.8413 	EXP 	predictp_2: image = 'materials/goodpropose/39.PNG'
1354.8413 	EXP 	predictp_2: autoDraw = True
1355.0616 	DATA 	Mouse:  Left button up, pos=(1108,227)
1357.1441 	EXP 	predictp_2: autoDraw = False
1357.1441 	EXP 	text: height = 0.04
1357.1441 	EXP 	text: height = 0.04
1357.1441 	EXP 	text: height = 0.04
1357.1441 	EXP 	text: text = '叶蓉把小狗卖给女顾客。小狗'
1357.1441 	EXP 	text: autoDraw = True
1360.1490 	EXP 	text: autoDraw = False
1360.1490 	EXP 	predictp_3: image = 'materials/sadending/39.PNG'
1360.1490 	EXP 	predictp_3: autoDraw = True
1362.2312 	DATA 	Mouse: Left button down, pos=(1108,227)
1362.4563 	EXP 	predictp_3: autoDraw = False
1362.4563 	EXP 	slider: markerPos = None
1362.4563 	EXP 	slider: markerPos = 4
1362.4563 	EXP 	text_3: height = 0.05
1362.4563 	EXP 	text_3: height = 0.05
1362.4563 	EXP 	text_3: height = 0.05
1362.4563 	EXP 	text_3: text = '叶蓉把小狗卖给女顾客这种行为：'
1362.4563 	EXP 	slider: autoDraw = True
1362.4563 	EXP 	text_2: autoDraw = True
1362.4563 	EXP 	text_3: autoDraw = True
1362.4563 	EXP 	text_4: autoDraw = True
1362.4749 	DATA 	Mouse:  Left button up, pos=(1108,227)
1366.4229 	DATA 	Mouse: Left button down, pos=(702,414)
1366.4315 	EXP 	slider: markerPos = 0.989583333333333
1366.4413 	EXP 	slider: markerPos = 0.989583333333333
1366.4510 	EXP 	slider: markerPos = 0.989583333333333
1366.4600 	EXP 	slider: markerPos = 0.989583333333333
1366.4691 	EXP 	slider: markerPos = 0.989583333333333
1366.4786 	EXP 	slider: markerPos = 0.989583333333333
1366.4909 	EXP 	slider: markerPos = 0.989583333333333
1366.5029 	EXP 	slider: markerPos = 0.989583333333333
1366.5173 	EXP 	slider: markerPos = 0.989583333333333
1366.5266 	EXP 	slider: markerPos = 0.989583333333333
1366.5392 	EXP 	slider: markerPos = 0.989583333333333
1366.5498 	EXP 	slider: markerPos = 0.989583333333333
1366.5597 	EXP 	slider: markerPos = 0.989583333333333
1366.5683 	EXP 	slider: markerPos = 0.989583333333333
1366.5785 	EXP 	slider: markerPos = 0.989583333333333
1366.5870 	EXP 	slider: markerPos = 0.989583333333333
1366.5956 	EXP 	slider: markerPos = 0.989583333333333
1366.6053 	EXP 	slider: markerPos = 0.989583333333333
1366.6150 	EXP 	slider: markerPos = 0.989583333333333
1366.6232 	EXP 	slider: markerPos = 0.989583333333333
1366.6321 	EXP 	slider: markerPos = 0.989583333333333
1366.6410 	EXP 	slider: markerPos = 0.989583333333333
1366.6505 	EXP 	slider: markerPos = 0.989583333333333
1366.6606 	EXP 	slider: markerPos = 0.989583333333333
1366.6626 	DATA 	Mouse:  Left button up, pos=(702,414)
1366.6747 	EXP 	slider: markerPos = 1
1366.6795 	EXP 	slider: autoDraw = False
1366.6795 	EXP 	text_2: autoDraw = False
1366.6795 	EXP 	text_3: autoDraw = False
1366.6795 	EXP 	text_4: autoDraw = False
1366.6795 	EXP 	text_6: autoDraw = True
1370.6642 	EXP 	New trial (rep=0, index=3): {'name': '孙泽', 'behave': '孙泽买了一袋菠菜给奶奶。他奶奶在晚饭上吃下了这些菠菜后', 'evaluation': '孙泽买了一袋菠菜给奶奶这种行为：', 'number': 27, 'cond': 'badPsadE', 'situation': 'materials/situations/27.PNG', 'reason': 'materials/sadreason/27.PNG', 'propose': 'materials/badpropose/27.PNG', 'ending': 'materials/sadending/27.PNG'}
1370.6813 	EXP 	text_6: autoDraw = False
1370.6813 	EXP 	text_6: autoDraw = False
1370.6813 	EXP 	text_5: autoDraw = True
1370.6813 	EXP 	text_5: autoDraw = False
1370.6813 	EXP 	text_5: autoDraw = False
1370.6813 	EXP 	image_3: autoDraw = True
1370.6813 	EXP 	image_3: autoDraw = False
